Name,Team,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,points,year,def_ru_rk,def_pass_rk
Brandon Williams,CAR,6,CIN,1,1,100.0,16,0,,16.0,16.0,0,0,0.0,0,0,0,1.6,2014,12,12
Brandon Myers,TB,6,BAL,2,2,100.0,29,0,,14.5,14.5,0,0,0.0,0,0,0,2.9,2014,6,6
Adrien Robinson,NYG,6,PHI,2,1,50.0,29,0,,14.5,29.0,0,0,0.0,0,0,0,2.9,2014,22,22
Brent Celek,PHI,6,NYG,5,4,80.0,45,0,,9.0,11.2,0,0,0.0,0,0,0,4.5,2014,22,22
Chase Ford,MIN,6,DET,5,4,80.0,37,0,,7.4,9.2,0,0,0.0,0,0,0,3.7,2014,3,3
Charles Clay,MIA,6,GB,5,3,60.0,35,0,,7.0,11.7,0,0,0.0,0,0,0,3.5,2014,13,13
Dwayne Allen,IND,6,HOU,7,3,42.9,49,0,,7.0,16.3,0,0,0.0,0,0,0,4.9,2014,7,7
Levine Toilolo,ATL,6,CHI,6,3,50.0,34,0,,5.7,11.3,0,0,0.0,0,0,0,3.4,2014,31,31
Jim Dray,CLE,6,PIT,1,1,100.0,31,0,,31.0,31.0,0,0,0.0,0,0,0,3.1,2014,18,18
Vernon Davis,SF,6,LAR,6,3,50.0,30,0,,5.0,10.0,0,0,0.0,0,0,0,3.0,2014,16,16
Owen Daniels,BAL,6,TB,3,2,66.7,34,0,,11.3,17.0,0,0,0.0,0,0,0,3.4,2014,25,25
Lee Smith,BUF,7,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,11,11
Demetrius Harris,KC,7,LAC,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,13,13
James Hurst,BAL,7,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,27,27
Rhett Ellison,MIN,7,BUF,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,4,4
Ladarius Green,LAC,7,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,2,2
Rashaun Allen,SEA,7,LAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,16,16
Kevin Brock,CIN,7,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,19,19
Gary Barnidge,CLE,7,JAX,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,26,26
Dante Rosario,CHI,7,MIA,2,2,100.0,15,0,,7.5,7.5,0,0,0.0,0,1,1,-0.5,2014,20,20
Chase Ford,MIN,7,BUF,3,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,4,4
Tim Wright,NE,7,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,24,24
Michael Hoomanawanui,NE,7,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,24,24
Zach Sudfeld,NYJ,7,NE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,8,8
Richard Rodgers,GB,7,CAR,2,1,50.0,1,0,,0.5,1.0,0,0,0.0,0,0,0,0.1,2014,21,21
Brandon Bostick,GB,7,CAR,2,1,50.0,2,0,,1.0,2.0,0,0,0.0,0,0,0,0.2,2014,21,21
Virgil Green,DEN,7,SF,0,0,0.0,0,0,,0.0,0.0,1,3,3.0,0,0,0,0.3,2014,10,10
Benjamin Watson,NO,7,DET,3,1,33.3,3,0,,1.0,3.0,0,0,0.0,0,0,0,0.3,2014,3,3
Jim Dray,CLE,7,JAX,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,26,26
Logan Paulsen,WAS,7,TEN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
David Johnson,LAC,7,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,2,2
Nic Jacobs,JAX,7,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,9,9
Ryan Hewitt,CIN,7,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,19,19
Brian Leonhardt,OAK,7,ARI,2,1,50.0,4,0,,2.0,4.0,0,0,0.0,0,0,0,0.4,2014,5,5
Brett Brackett,TEN,7,WAS,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
Adrien Robinson,NYG,7,DAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,15,15
Jordan Thompson,DET,7,NO,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,28,28
Vance McDonald,SF,7,DEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,16,16
Matt Spaeth,PIT,7,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,7,7
Darren Fells,ARI,7,OAK,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,32,32
Greg Scruggs,SEA,7,LAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,16,16
James Hanna,DAL,7,NYG,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
Anthony Fasano,KC,7,LAC,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,13,13
Jimmy Graham,NO,7,DET,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,3,3
Jacob Tamme,DEN,7,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,10,10
David Ausberry,OAK,7,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,5,5
Michael Palmer,PIT,7,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,7,7
MarQueis Gray,MIN,7,BUF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,4,4
Ed Dickson,CAR,7,GB,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,13,13
Ryan Griffin,HOU,7,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,18,18
Bear Pascoe,ATL,7,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,6,6
Alex Bayer,LAR,7,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,1,1
Chase Coffman,TEN,7,WAS,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
Jordan Cameron,CLE,7,JAX,6,1,16.7,5,0,,0.8,5.0,0,0,0.0,0,0,0,0.5,2014,26,26
CJ Fiedorowicz,HOU,7,PIT,1,1,100.0,9,0,,9.0,9.0,0,0,0.0,0,0,0,0.9,2014,18,18
Josh Hill,NO,7,DET,1,1,100.0,8,0,,8.0,8.0,0,0,0.0,0,0,0,0.8,2014,3,3
Jermaine Gresham,CIN,7,IND,12,10,83.3,48,0,,4.0,4.8,0,0,0.0,0,0,0,4.8,2014,19,19
Larry Donnell,NYG,7,DAL,7,7,100.0,90,0,,12.9,12.9,0,0,0.0,0,2,2,5.0,2014,15,15
Jordan Reed,WAS,7,TEN,6,5,83.3,54,0,,9.0,10.8,0,0,0.0,0,0,0,5.4,2014,29,29
Martellus Bennett,CHI,7,MIA,8,5,62.5,58,0,,7.2,11.6,0,0,0.0,0,0,0,5.8,2014,20,20
Niles Paul,WAS,7,TEN,2,2,100.0,58,0,,29.0,29.0,0,0,0.0,0,0,0,5.8,2014,29,29
John Phillips,LAC,7,KC,1,1,100.0,1,1,,1.0,1.0,0,0,0.0,0,0,0,6.1,2014,2,2
Coby Fleener,IND,7,CIN,5,4,80.0,64,0,,12.8,16.0,0,0,0.0,0,0,0,6.4,2014,12,12
Lance Kendricks,LAR,7,SEA,3,2,66.7,17,1,,5.7,8.5,0,0,0.0,0,0,0,7.7,2014,1,1
Scott Chandler,BUF,7,MIN,5,3,60.0,36,0,,7.2,12.0,0,0,0.0,0,0,0,3.6,2014,11,11
Daniel Fells,NYG,7,DAL,1,1,100.0,27,1,,27.0,27.0,0,0,0.0,0,0,0,8.7,2014,15,15
Jeff Cumberland,NYJ,7,NE,4,3,75.0,50,1,,12.5,16.7,0,0,0.0,0,0,0,11.0,2014,8,8
Dwayne Allen,IND,7,CIN,6,3,50.0,52,1,,8.7,17.3,0,0,0.0,0,0,0,11.2,2014,12,12
Charles Clay,MIA,7,CHI,5,4,80.0,58,1,,11.6,14.5,0,0,0.0,0,0,0,11.8,2014,31,31
Owen Daniels,BAL,7,ATL,9,6,66.7,58,1,,6.4,9.7,0,0,0.0,0,0,0,11.8,2014,27,27
Antonio Gates,LAC,7,KC,5,3,60.0,61,1,,12.2,20.3,0,0,0.0,0,0,0,12.1,2014,2,2
Cooper Helfet,SEA,7,LAR,6,3,50.0,61,1,,10.2,20.3,0,0,0.0,0,0,0,12.1,2014,16,16
Gavin Escobar,DAL,7,NYG,3,3,100.0,65,2,,21.7,21.7,0,0,0.0,0,0,0,18.5,2014,22,22
Rob Housler,ARI,7,OAK,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2014,32,32
Greg Olsen,CAR,7,GB,8,8,100.0,105,0,,13.1,13.1,0,0,0.0,0,0,0,10.5,2014,13,13
Clay Harbor,JAX,7,CLE,6,6,100.0,34,0,,5.7,5.7,0,0,0.0,0,0,0,3.4,2014,9,9
Rob Gronkowski,NE,7,NYJ,10,5,50.0,68,0,,6.8,13.6,0,0,0.0,0,0,0,6.8,2014,24,24
Travis Kelce,KC,7,LAC,4,4,100.0,33,0,,8.2,8.2,0,0,0.0,0,0,0,3.3,2014,13,13
Dion Sims,MIA,7,CHI,2,2,100.0,33,0,,16.5,16.5,0,0,0.0,0,0,0,3.3,2014,31,31
Andrew Quarless,GB,7,CAR,1,1,100.0,9,0,,9.0,9.0,0,0,0.0,0,0,0,0.9,2014,21,21
Derek Carrier,SF,7,DEN,3,1,33.3,9,0,,3.0,9.0,1,2,2.0,0,0,0,1.1,2014,16,16
Crockett Gillmore,BAL,7,ATL,1,1,100.0,13,0,,13.0,13.0,0,0,0.0,0,0,0,1.3,2014,27,27
Heath Miller,PIT,7,HOU,1,1,100.0,13,0,,13.0,13.0,0,0,0.0,0,0,0,1.3,2014,7,7
Delanie Walker,TEN,7,WAS,5,2,40.0,17,0,,3.4,8.5,0,0,0.0,0,0,0,1.7,2014,29,29
Mychal Rivera,OAK,7,ARI,1,1,100.0,18,0,,18.0,18.0,0,0,0.0,0,0,0,1.8,2014,5,5
Chris Gragg,BUF,7,MIN,2,2,100.0,19,0,,9.5,9.5,0,0,0.0,0,0,0,1.9,2014,11,11
John Carlson,ARI,7,OAK,4,2,50.0,20,0,,5.0,10.0,0,0,0.0,0,0,0,2.0,2014,32,32
Jack Doyle,IND,7,CIN,1,1,100.0,20,0,,20.0,20.0,0,0,0.0,0,0,0,2.0,2014,12,12
Cory Harkey,LAR,7,SEA,1,1,100.0,9,0,,9.0,9.0,0,0,0.0,0,0,0,0.9,2014,1,1
Brandon Pettigrew,DET,7,NO,6,4,66.7,28,0,,4.7,7.0,0,0,0.0,0,0,0,2.8,2014,28,28
Vernon Davis,SF,7,DEN,5,2,40.0,21,0,,4.2,10.5,0,0,0.0,0,0,0,2.1,2014,16,16
Brandon Williams,CAR,7,GB,3,2,66.7,22,0,,7.3,11.0,0,0,0.0,0,0,0,2.2,2014,13,13
Jace Amaro,NYJ,7,NE,5,3,60.0,22,0,,4.4,7.3,0,0,0.0,0,0,0,2.2,2014,8,8
Garrett Graham,HOU,7,PIT,3,2,66.7,24,0,,8.0,12.0,0,0,0.0,0,0,0,2.4,2014,18,18
Jared Cook,LAR,7,SEA,3,3,100.0,25,0,,8.3,8.3,0,0,0.0,0,0,0,2.5,2014,1,1
Julius Thomas,DEN,7,SF,6,4,66.7,27,0,,4.5,6.8,0,0,0.0,0,0,0,2.7,2014,10,10
Jason Witten,DAL,7,NYG,2,2,100.0,27,0,,13.5,13.5,0,0,0.0,0,0,0,2.7,2014,22,22
Levine Toilolo,ATL,7,BAL,5,2,40.0,20,0,,4.0,10.0,0,0,0.0,0,0,0,2.0,2014,6,6
James Hurst,BAL,8,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,12,12
MarQueis Gray,MIN,8,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,25,25
Brandon Williams,CAR,8,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,1,1
Rob Housler,ARI,8,PHI,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
Phillip Supernaw,BAL,8,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,12,12
Nic Jacobs,JAX,8,MIA,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,20,20
Garrett Graham,HOU,8,TEN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
Matt Spaeth,PIT,8,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,19,19
Brett Brackett,SEA,8,CAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,21,21
Virgil Green,DEN,8,LAC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,13,13
Jordan Thompson,DET,8,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,27,27
Kellen Davis,DET,8,ATL,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,27,27
David Johnson,LAC,8,DEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,16,16
John Phillips,LAC,8,DEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,16,16
Charles Clay,MIA,8,JAX,3,1,33.3,1,0,,0.3,1.0,0,0,0.0,0,0,0,0.1,2014,26,26
Brandon Myers,TB,8,MIN,2,1,50.0,3,0,,1.5,3.0,0,0,0.0,0,0,0,0.3,2014,11,11
Coby Fleener,IND,8,PIT,4,1,25.0,4,0,,1.0,4.0,0,0,0.0,0,0,0,0.4,2014,18,18
Demetrius Harris,KC,8,LAR,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2014,16,16
Jeff Cumberland,NYJ,8,BUF,3,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,4,4
Chris Gragg,BUF,8,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,24,24
Logan Paulsen,WAS,8,DAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,15,15
Zach Sudfeld,NYJ,8,BUF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,4,4
Jacob Tamme,DEN,8,LAC,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2014,13,13
Brandon Bostick,GB,8,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,28,28
Rhett Ellison,MIN,8,TB,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,25,25
Gavin Escobar,DAL,8,WAS,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
Darren Fells,ARI,8,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
Michael Hoomanawanui,NE,8,CHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,31,31
Brian Leonhardt,OAK,8,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,9,9
Luke Stocker,TB,8,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,11,11
Ryan Griffin,HOU,8,TEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
James Casey,PHI,8,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,5,5
Chase Coffman,TEN,8,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,7,7
Richard Gordon,TEN,8,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,7,7
Gary Barnidge,CLE,8,OAK,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,32,32
Trey Burton,PHI,8,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,5,5
Benjamin Watson,NO,8,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,13,13
Cory Harkey,LAR,8,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,2,2
Kevin Brock,CIN,8,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,6,6
CJ Fiedorowicz,HOU,8,TEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
Michael Palmer,PIT,8,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,19,19
Jack Doyle,IND,8,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,18,18
Ryan Hewitt,CIN,8,BAL,1,1,100.0,5,0,,5.0,5.0,0,0,0.0,0,0,0,0.5,2014,6,6
Jared Cook,LAR,8,KC,3,1,33.3,11,0,,3.7,11.0,0,0,0.0,0,0,0,1.1,2014,2,2
Brent Celek,PHI,8,ARI,4,2,50.0,8,0,,2.0,4.0,0,0,0.0,0,0,0,0.8,2014,5,5
Chase Ford,MIN,8,TB,6,6,100.0,61,0,,10.2,10.2,0,0,0.0,0,0,0,6.1,2014,25,25
Lance Kendricks,LAR,8,KC,1,1,100.0,1,1,,1.0,1.0,0,0,0.0,0,0,0,6.1,2014,2,2
Bear Pascoe,ATL,8,DET,1,1,100.0,1,1,,1.0,1.0,0,0,0.0,0,0,0,6.1,2014,3,3
Josh Hill,NO,8,GB,1,1,100.0,2,1,,2.0,2.0,0,0,0.0,0,0,0,6.2,2014,13,13
Lee Smith,BUF,8,NYJ,2,2,100.0,5,1,,2.5,2.5,0,0,0.0,0,0,0,6.5,2014,24,24
Austin Seferian-Jenkins,TB,8,MIN,4,3,75.0,26,1,,6.5,8.7,0,0,0.0,0,1,1,6.6,2014,11,11
Scott Chandler,BUF,8,NYJ,2,1,50.0,12,1,,6.0,12.0,0,0,0.0,0,0,0,7.2,2014,24,24
Dwayne Allen,IND,8,PIT,2,1,50.0,21,1,,10.5,21.0,0,0,0.0,0,0,0,8.1,2014,18,18
Richard Rodgers,GB,8,NO,5,4,80.0,58,0,,11.6,14.5,0,0,0.0,0,0,0,5.8,2014,28,28
Mychal Rivera,OAK,8,CLE,9,7,77.8,83,0,,9.2,11.9,0,0,0.0,0,0,0,8.3,2014,9,9
Delanie Walker,TEN,8,HOU,9,4,44.4,37,1,,4.1,9.2,0,0,0.0,0,0,0,9.7,2014,7,7
Jimmy Graham,NO,8,GB,6,5,83.3,59,1,,9.8,11.8,0,0,0.0,0,0,0,11.9,2014,13,13
Tim Wright,NE,8,CHI,7,7,100.0,61,1,,8.7,8.7,1,-2,-2.0,0,0,0,11.9,2014,31,31
Jason Witten,DAL,8,WAS,8,5,62.5,70,1,,8.8,14.0,0,0,0.0,0,0,0,13.0,2014,29,29
Martellus Bennett,CHI,8,NE,7,6,85.7,95,1,,13.6,15.8,0,0,0.0,0,0,0,15.5,2014,8,8
Heath Miller,PIT,8,IND,8,7,87.5,112,1,,14.0,16.0,0,0,0.0,0,0,0,17.2,2014,19,19
James Hanna,DAL,8,WAS,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2014,29,29
Rob Gronkowski,NE,8,CHI,9,9,100.0,149,3,,16.6,16.6,0,0,0.0,0,0,0,32.9,2014,31,31
Luke Willson,SEA,8,CAR,4,1,25.0,23,1,,5.8,23.0,0,0,0.0,0,0,0,8.3,2014,21,21
Jace Amaro,NYJ,8,BUF,5,5,100.0,51,0,,10.2,10.2,0,0,0.0,0,0,0,5.1,2014,4,4
Antonio Gates,LAC,8,DEN,8,5,62.5,54,2,,6.8,10.8,0,0,0.0,0,0,0,17.4,2014,16,16
Zach Ertz,PHI,8,ARI,8,5,62.5,48,0,,6.0,9.6,0,0,0.0,0,0,0,4.8,2014,5,5
Dion Sims,MIA,8,JAX,2,2,100.0,51,0,,25.5,25.5,0,0,0.0,0,0,0,5.1,2014,26,26
Cooper Helfet,SEA,8,CAR,4,1,25.0,11,0,,2.8,11.0,0,0,0.0,0,0,0,1.1,2014,21,21
Ed Dickson,CAR,8,SEA,1,1,100.0,13,0,,13.0,13.0,0,0,0.0,0,1,0,1.3,2014,1,1
Greg Scruggs,SEA,8,CAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,1.5,2014,21,21
John Carlson,ARI,8,PHI,6,2,33.3,16,0,,2.7,8.0,0,0,0.0,0,0,0,1.6,2014,22,22
Greg Olsen,CAR,8,SEA,3,1,33.3,16,0,,5.3,16.0,0,0,0.0,0,0,0,1.6,2014,1,1
Anthony Fasano,KC,8,LAR,4,4,100.0,19,0,,4.8,4.8,0,0,0.0,0,0,0,1.9,2014,16,16
Andrew Quarless,GB,8,NO,3,2,66.7,19,0,,6.3,9.5,0,0,0.0,0,0,0,1.9,2014,28,28
Crockett Gillmore,BAL,8,CIN,2,2,100.0,23,0,,11.5,11.5,0,0,0.0,0,0,0,2.3,2014,12,12
Ladarius Green,LAC,8,DEN,1,1,100.0,9,0,,9.0,9.0,0,0,0.0,0,0,0,0.9,2014,16,16
Dante Rosario,CHI,8,NE,2,1,50.0,6,0,,3.0,6.0,0,0,0.0,0,0,0,2.6,2014,8,8
Julius Thomas,DEN,8,LAC,6,2,33.3,23,0,,3.8,11.5,0,0,0.0,0,0,0,2.3,2014,13,13
Jordan Cameron,CLE,8,OAK,5,3,60.0,40,0,,8.0,13.3,0,0,0.0,0,0,0,4.0,2014,32,32
Jordan Reed,WAS,8,DAL,7,7,100.0,40,0,,5.7,5.7,0,0,0.0,0,0,0,4.0,2014,15,15
Jermaine Gresham,CIN,8,BAL,4,4,100.0,34,0,,8.5,8.5,0,0,0.0,0,1,0,3.4,2014,6,6
Travis Kelce,KC,8,LAR,6,4,66.7,45,0,,7.5,11.2,0,0,0.0,0,0,0,4.5,2014,16,16
Clay Harbor,JAX,8,MIA,4,2,50.0,27,0,,6.8,13.5,0,0,0.0,0,0,0,2.7,2014,20,20
Niles Paul,WAS,8,DAL,3,3,100.0,27,0,,9.0,9.0,0,0,0.0,0,0,0,2.7,2014,15,15
Levine Toilolo,ATL,8,DET,2,2,100.0,26,0,,13.0,13.0,0,0,0.0,0,0,0,2.6,2014,3,3
Jim Dray,CLE,8,OAK,2,2,100.0,27,0,,13.5,13.5,0,0,0.0,0,0,0,2.7,2014,32,32
Ladarius Green,LAC,9,MIA,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,20,20
Vance McDonald,SF,9,LAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,16,16
Brian Leonhardt,OAK,9,SEA,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,1,1
Nic Jacobs,JAX,9,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,12,12
Kevin Brock,CIN,9,JAX,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,26,26
Brandon Myers,TB,9,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,9,9
Michael Hoomanawanui,NE,9,DEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,16,16
Troy Niklas,ARI,9,DAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,15,15
Luke Stocker,TB,9,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,9,9
Ryan Griffin,HOU,9,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
Clay Harbor,JAX,9,CIN,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,12,12
Zach Sudfeld,NYJ,9,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,2,2
CJ Fiedorowicz,HOU,9,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
MarQueis Gray,MIN,9,WAS,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,29,29
Ed Dickson,CAR,9,NO,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,28,28
Garrett Graham,HOU,9,PHI,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
David Johnson,LAC,9,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,20,20
Logan Paulsen,WAS,9,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,11,11
Cory Harkey,LAR,9,SF,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,10,10
John Phillips,LAC,9,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,20,20
Josh Hill,NO,9,CAR,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,21,21
Phillip Supernaw,BAL,9,PIT,1,1,100.0,-2,0,,-2.0,-2.0,0,0,0.0,0,0,0,-0.2,2014,18,18
Cooper Helfet,SEA,9,OAK,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,32,32
Trey Burton,PHI,9,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,7,7
James Casey,PHI,9,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,7,7
Gavin Escobar,DAL,9,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,5,5
James Hurst,BAL,9,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,18,18
Jeff Cumberland,NYJ,9,KC,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,2,2
Rob Housler,ARI,9,DAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,15,15
Daniel Fells,NYG,9,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,19,19
Jack Doyle,IND,9,NYG,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2014,22,22
