Name,Team,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,points,year,def_ru_rk,def_pass_rk
Luke Stocker,TB,12,ATL,3,1,33.3,5,0,,1.7,5.0,0,0,0.0,0,0,0,0.5,2012,5,5
Weslye Saunders,IND,12,BUF,2,1,50.0,4,0,,2.0,4.0,0,0,0.0,0,0,0,0.4,2012,26,26
Joel Dreessen,DEN,12,KC,3,2,66.7,3,0,,1.0,1.5,0,0,0.0,0,0,0,0.3,2012,25,25
Will Heller,DET,12,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
John Phillips,DAL,12,WAS,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,22,22
James Hanna,DAL,12,WAS,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,22,22
Chris Cooley,WAS,12,DAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,24,24
Michael Hoomanawanui,NE,12,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
Visanthe Shiancoe,NE,12,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
Kyle Adams,CHI,12,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Rhett Ellison,MIN,12,CHI,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
Richard Gordon,OAK,12,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
David Ausberry,OAK,12,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
Leonard Pope,PIT,12,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
David Paulson,PIT,12,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
Alex Smith,CLE,12,PIT,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,6,6
Dorin Dickerson,BUF,12,IND,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,21,21
Taylor Thompson,TEN,12,JAX,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Zach Potter,JAX,12,TEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,32,32
Virgil Green,DEN,12,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,25,25
Steve Maneri,KC,12,DEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,4,4
Jeron Mastrud,MIA,12,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Michael Palmer,ATL,12,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,23,23
Chase Coffman,ATL,12,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,23,23
Nate Byham,TB,12,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
Ed Dickson,BAL,12,LAC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
Billy Bajema,BAL,12,LAC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
Ladarius Green,LAC,12,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Cory Harkey,LAR,12,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Mike McNeill,LAR,12,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Jim Dray,ARI,12,LAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Vernon Davis,SF,12,NO,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,31,31
Garrett Celek,SF,12,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,31,31
Ryan Taylor,GB,12,NYG,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Tom Crabtree,GB,12,NYG,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
DJ Williams,GB,12,NYG,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Bear Pascoe,NYG,12,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,11,11
Travis Beckum,NYG,12,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,11,11
Clay Harbor,PHI,12,CAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,18,18
Ben Hartsock,CAR,12,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Brandon Myers,OAK,13,CLE,15,14,93.3,130,1,,8.7,9.3,0,0,0.0,0,0,0,19.0,2012,19,19
Heath Miller,PIT,13,BAL,6,5,83.3,97,1,,16.2,19.4,0,0,0.0,0,0,0,15.7,2012,12,12
Martellus Bennett,NYG,13,WAS,7,5,71.4,82,1,,11.7,16.4,0,0,0.0,0,0,0,14.2,2012,22,22
Tony Gonzalez,ATL,13,NO,5,4,80.0,58,1,,11.6,14.5,0,0,0.0,0,0,0,11.8,2012,31,31
Tony Moeaki,KC,13,CAR,4,4,100.0,54,1,,13.5,13.5,0,0,0.0,0,0,0,11.4,2012,18,18
Kyle Rudolph,MIN,13,GB,8,6,75.0,51,1,,6.4,8.5,0,0,0.0,0,0,0,11.1,2012,11,11
Jason Witten,DAL,13,PHI,8,6,75.0,108,0,,13.5,18.0,0,0,0.0,0,0,0,10.8,2012,29,29
Greg Olsen,CAR,13,KC,4,1,25.0,47,1,,11.8,47.0,0,0,0.0,0,0,0,10.7,2012,25,25
Brandon Pettigrew,DET,13,IND,8,3,37.5,43,1,,5.4,14.3,0,0,0.0,0,0,0,10.3,2012,21,21
Aaron Hernandez,NE,13,MIA,13,8,61.5,97,0,,7.5,12.1,0,0,0.0,0,0,0,9.7,2012,7,7
Jacob Tamme,DEN,13,TB,13,9,69.2,89,0,,6.8,9.9,0,0,0.0,0,0,0,8.9,2012,23,23
Coby Fleener,IND,13,DET,2,1,50.0,26,1,,13.0,26.0,0,0,0.0,0,0,0,8.6,2012,27,27
Jeff Cumberland,NYJ,13,ARI,4,2,50.0,25,1,,6.2,12.5,0,0,0.0,0,0,0,8.5,2012,17,17
Dallas Clark,TB,13,DEN,5,3,60.0,21,1,,4.2,7.0,0,0,0.0,0,0,0,8.1,2012,4,4
Benjamin Watson,CLE,13,OAK,9,6,66.7,80,0,,8.9,13.3,0,0,0.0,0,0,0,8.0,2012,28,28
Jermaine Gresham,CIN,13,LAC,6,4,66.7,35,1,,5.8,8.8,0,0,0.0,0,1,1,7.5,2012,16,16
Brent Celek,PHI,13,DAL,8,7,87.5,73,0,,9.1,10.4,0,0,0.0,0,0,0,7.3,2012,24,24
Scott Chandler,BUF,13,JAX,4,1,25.0,11,1,,2.8,11.0,0,0,0.0,0,0,0,7.1,2012,29,29
Marcedes Lewis,JAX,13,BUF,7,4,57.1,68,0,,9.7,17.0,0,0,0.0,0,0,0,6.8,2012,26,26
James Casey,HOU,13,TEN,3,1,33.3,5,1,,1.7,5.0,0,0,0.0,0,0,0,6.5,2012,32,32
Jermichael Finley,GB,13,MIN,7,6,85.7,60,0,,8.6,10.0,0,0,0.0,0,0,0,6.0,2012,14,14
Jimmy Graham,NO,13,ATL,6,4,66.7,59,0,,9.8,14.8,0,0,0.0,0,0,0,5.9,2012,5,5
Tony Scheffler,DET,13,IND,5,3,60.0,55,0,,11.0,18.3,0,0,0.0,0,0,0,5.5,2012,21,21
Lance Kendricks,LAR,13,SF,5,3,60.0,32,0,,6.4,10.7,0,0,0.0,0,0,0,5.2,2012,2,2
Jared Cook,TEN,13,HOU,12,4,33.3,51,0,,4.2,12.8,0,0,0.0,0,0,0,5.1,2012,9,9
Dwayne Allen,IND,13,DET,5,2,40.0,50,0,,10.0,25.0,0,0,0.0,0,0,0,5.0,2012,27,27
Antonio Gates,LAC,13,CIN,8,6,75.0,49,0,,6.1,8.2,0,0,0.0,0,0,0,4.9,2012,8,8
Owen Daniels,HOU,13,TEN,10,3,30.0,43,0,,4.3,14.3,0,0,0.0,0,0,0,4.3,2012,32,32
Jordan Cameron,CLE,13,OAK,5,2,40.0,30,0,,6.0,15.0,0,0,0.0,0,0,0,3.0,2012,28,28
Charles Clay,MIA,13,NE,3,2,66.7,26,0,,8.7,13.0,0,0,0.0,0,0,0,2.6,2012,9,9
Tom Crabtree,GB,13,MIN,2,2,100.0,20,0,,10.0,10.0,0,0,0.0,0,0,0,2.0,2012,14,14
Luke Stocker,TB,13,DEN,2,2,100.0,19,0,,9.5,9.5,0,0,0.0,0,0,0,1.9,2012,4,4
Dennis Pitta,BAL,13,PIT,3,1,33.3,19,0,,6.3,19.0,0,0,0.0,0,0,0,1.9,2012,6,6
Dustin Keller,NYJ,13,ARI,2,2,100.0,17,0,,8.5,8.5,0,0,0.0,0,0,0,1.7,2012,17,17
Bear Pascoe,NYG,13,WAS,1,1,100.0,16,0,,16.0,16.0,0,0,0.0,0,0,0,1.6,2012,22,22
Rob Housler,ARI,13,NYJ,6,4,66.7,15,0,,2.5,3.8,0,0,0.0,0,0,0,1.5,2012,20,20
Vernon Davis,SF,13,LAR,3,2,66.7,15,0,,5.0,7.5,0,0,0.0,0,0,0,1.5,2012,14,14
Anthony Fasano,MIA,13,NE,3,1,33.3,14,0,,4.7,14.0,0,0,0.0,0,0,0,1.4,2012,9,9
Anthony McCoy,SEA,13,CHI,1,1,100.0,11,0,,11.0,11.0,0,0,0.0,0,0,0,1.1,2012,3,3
Logan Paulsen,WAS,13,NYG,3,1,33.3,11,0,,3.7,11.0,0,0,0.0,0,0,0,1.1,2012,12,12
Evan Rodriguez,CHI,13,SEA,2,2,100.0,8,0,,4.0,4.0,0,0,0.0,0,0,0,0.8,2012,1,1
Zach Miller,SEA,13,CHI,6,2,33.3,7,0,,1.2,3.5,0,0,0.0,0,0,0,0.7,2012,3,3
Delanie Walker,SF,13,LAR,2,1,50.0,7,0,,3.5,7.0,0,0,0.0,0,0,0,0.7,2012,14,14
Garrett Graham,HOU,13,TEN,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2012,32,32
Will Heller,DET,13,IND,1,1,100.0,5,0,,5.0,5.0,0,0,0.0,0,0,0,0.5,2012,21,21
Clay Harbor,PHI,13,DAL,2,1,50.0,3,0,,1.5,3.0,0,0,0.0,0,0,0,0.3,2012,24,24
Alex Smith,CLE,13,OAK,1,1,100.0,1,0,,1.0,1.0,0,0,0.0,0,0,0,0.1,2012,28,28
Michael Palmer,ATL,13,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,31,31
Chase Coffman,ATL,13,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,31,31
Lee Smith,BUF,13,JAX,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Zach Potter,JAX,13,BUF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,26,26
Kellen Davis,CHI,13,SEA,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Matt Spaeth,CHI,13,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Kyle Adams,CHI,13,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Evan Moore,SEA,13,CHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
Greg Scruggs,SEA,13,CHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
Weslye Saunders,IND,13,DET,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,27,27
Ryan Taylor,GB,13,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
DJ Williams,GB,13,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Rhett Ellison,MIN,13,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,11,11
John Carlson,MIN,13,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,11,11
Steve Maneri,KC,13,CAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,18,18
Gary Barnidge,CAR,13,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,25,25
Ben Hartsock,CAR,13,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,25,25
Jeron Mastrud,MIA,13,NE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Michael Hoomanawanui,NE,13,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,7,7
Daniel Fells,NE,13,MIA,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,7,7
Konrad Reuland,NYJ,13,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Jim Dray,ARI,13,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
Jeff King,ARI,13,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
Cory Harkey,LAR,13,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Matthew Mulligan,LAR,13,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Mike McNeill,LAR,13,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Garrett Celek,SF,13,LAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Craig Stevens,TEN,13,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Taylor Thompson,TEN,13,HOU,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Joel Dreessen,DEN,13,TB,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,23,23
Virgil Green,DEN,13,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,23,23
Nate Byham,TB,13,DEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,4,4
Billy Bajema,BAL,13,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,6,6
Leonard Pope,PIT,13,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
David Paulson,PIT,13,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Richard Gordon,OAK,13,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
David Ausberry,OAK,13,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
Orson Charles,CIN,13,LAC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
Randy McMichael,LAC,13,CIN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
Ladarius Green,LAC,13,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
James Hanna,DAL,13,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
John Phillips,DAL,13,PHI,1,1,100.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Niles Paul,WAS,13,NYG,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Chris Cooley,WAS,13,NYG,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Mike Higgins,NO,13,ATL,1,1,100.0,-3,0,,-3.0,-3.0,0,0,0.0,0,0,0,-0.3,2012,5,5
Aaron Hernandez,NE,14,HOU,11,8,72.7,58,2,,5.3,7.2,0,0,0.0,0,0,0,17.8,2012,9,9
Greg Olsen,CAR,14,ATL,5,4,80.0,55,1,,11.0,13.8,0,0,0.0,0,0,0,11.5,2012,5,5
Clay Harbor,PHI,14,TB,6,6,100.0,52,1,,8.7,8.7,0,0,0.0,0,0,0,11.2,2012,23,23
Dennis Pitta,BAL,14,WAS,6,5,83.3,46,1,,7.7,9.2,0,0,0.0,0,0,0,10.6,2012,22,22
Anthony McCoy,SEA,14,ARI,3,3,100.0,105,0,,35.0,35.0,0,0,0.0,0,0,0,10.5,2012,17,17
Martellus Bennett,NYG,14,NO,8,5,62.5,32,1,,4.0,6.4,0,0,0.0,0,0,0,9.2,2012,31,31
Joel Dreessen,DEN,14,OAK,5,5,100.0,30,1,,6.0,6.0,0,0,0.0,0,0,0,9.0,2012,28,28
Zach Miller,SEA,14,ARI,3,2,66.7,29,1,,9.7,14.5,0,0,0.0,0,0,0,8.9,2012,17,17
Jared Cook,TEN,14,IND,3,3,100.0,20,1,,6.7,6.7,0,0,0.0,0,0,0,8.0,2012,21,21
Tony Scheffler,DET,14,GB,10,3,30.0,20,1,,2.0,6.7,0,0,0.0,0,0,0,8.0,2012,11,11
Scott Chandler,BUF,14,LAR,5,5,100.0,71,0,,14.2,14.2,0,0,0.0,0,0,0,7.1,2012,14,14
Anthony Fasano,MIA,14,SF,4,2,50.0,9,1,,2.2,4.5,0,0,0.0,0,0,0,6.9,2012,2,2
Heath Miller,PIT,14,LAC,9,5,55.6,66,0,,7.3,13.2,0,0,0.0,0,0,0,6.6,2012,16,16
Lee Smith,BUF,14,LAR,1,1,100.0,2,1,,2.0,2.0,0,0,0.0,0,0,0,6.2,2012,14,14
Jason Witten,DAL,14,CIN,4,4,100.0,62,0,,15.5,15.5,0,0,0.0,0,0,0,6.2,2012,8,8
Tony Gonzalez,ATL,14,CAR,9,8,88.9,61,0,,6.8,7.6,0,0,0.0,0,0,0,6.1,2012,18,18
Jimmy Graham,NO,14,NYG,10,5,50.0,56,0,,5.6,11.2,0,0,0.0,0,0,0,5.6,2012,12,12
Jermaine Gresham,CIN,14,DAL,7,4,57.1,43,0,,6.1,10.8,0,0,0.0,0,0,0,4.3,2012,24,24
Benjamin Watson,CLE,14,KC,5,3,60.0,43,0,,8.6,14.3,0,0,0.0,0,0,0,4.3,2012,25,25
Jeff Cumberland,NYJ,14,JAX,2,1,50.0,37,0,,18.5,37.0,0,0,0.0,0,0,0,3.7,2012,29,29
Lance Kendricks,LAR,14,BUF,8,3,37.5,36,0,,4.5,12.0,0,0,0.0,0,0,0,3.6,2012,26,26
Rob Housler,ARI,14,SEA,10,7,70.0,36,0,,3.6,5.1,0,0,0.0,0,0,0,3.6,2012,1,1
Antonio Gates,LAC,14,PIT,8,3,37.5,31,0,,3.9,10.3,0,0,0.0,0,0,0,3.1,2012,6,6
James Casey,HOU,14,NE,1,1,100.0,30,0,,30.0,30.0,0,0,0.0,0,0,0,3.0,2012,9,9
Kellen Davis,CHI,14,MIN,8,3,37.5,25,0,,3.1,8.3,0,0,0.0,0,0,0,2.5,2012,14,14
Jacob Tamme,DEN,14,OAK,4,2,50.0,24,0,,6.0,12.0,0,0,0.0,0,0,0,2.4,2012,28,28
Owen Daniels,HOU,14,NE,3,2,66.7,24,0,,8.0,12.0,0,0,0.0,0,0,0,2.4,2012,9,9
Will Heller,DET,14,GB,4,4,100.0,21,0,,5.2,5.2,0,0,0.0,0,0,0,2.1,2012,11,11
Delanie Walker,SF,14,MIA,1,1,100.0,20,0,,20.0,20.0,0,0,0.0,0,0,0,2.0,2012,7,7
Craig Stevens,TEN,14,IND,1,1,100.0,19,0,,19.0,19.0,0,0,0.0,0,0,0,1.9,2012,21,21
Dallas Clark,TB,14,PHI,5,1,20.0,19,0,,3.8,19.0,0,0,0.0,0,0,0,1.9,2012,29,29
Orson Charles,CIN,14,DAL,1,1,100.0,17,0,,17.0,17.0,0,0,0.0,0,0,0,1.7,2012,24,24
Jermichael Finley,GB,14,DET,3,2,66.7,16,0,,5.3,8.0,0,0,0.0,0,0,0,1.6,2012,27,27
Chase Coffman,ATL,14,CAR,1,1,100.0,12,0,,12.0,12.0,0,0,0.0,0,0,0,1.2,2012,18,18
Dwayne Allen,IND,14,TEN,3,1,33.3,11,0,,3.7,11.0,0,0,0.0,0,0,0,1.1,2012,32,32
Tony Moeaki,KC,14,CLE,2,1,50.0,10,0,,5.0,10.0,0,0,0.0,0,0,0,1.0,2012,19,19
Jordan Cameron,CLE,14,KC,2,1,50.0,10,0,,5.0,10.0,0,0,0.0,0,0,0,1.0,2012,25,25
Greg Scruggs,SEA,14,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,1.0,2012,17,17
Coby Fleener,IND,14,TEN,4,1,25.0,9,0,,2.2,9.0,0,0,0.0,0,0,0,0.9,2012,32,32
Kyle Adams,CHI,14,MIN,3,1,33.3,9,0,,3.0,9.0,0,0,0.0,0,0,0,0.9,2012,14,14
Logan Paulsen,WAS,14,BAL,1,1,100.0,8,0,,8.0,8.0,0,0,0.0,0,0,0,0.8,2012,12,12
Brandon Myers,OAK,14,DEN,2,1,50.0,7,0,,3.5,7.0,0,0,0.0,0,0,0,0.7,2012,4,4
Konrad Reuland,NYJ,14,JAX,2,2,100.0,7,0,,3.5,3.5,0,0,0.0,0,0,0,0.7,2012,29,29
Gary Barnidge,CAR,14,ATL,1,1,100.0,6,0,,6.0,6.0,0,0,0.0,0,0,0,0.6,2012,5,5
Michael Palmer,ATL,14,CAR,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2012,18,18
Marcedes Lewis,JAX,14,NYJ,4,1,25.0,4,0,,1.0,4.0,0,0,0.0,0,0,0,0.4,2012,20,20
Vernon Davis,SF,14,MIA,2,1,50.0,4,0,,2.0,4.0,0,0,0.0,0,0,0,0.4,2012,7,7
James Hanna,DAL,14,CIN,2,1,50.0,3,0,,1.5,3.0,0,0,0.0,0,0,0,0.3,2012,8,8
Charles Clay,MIA,14,SF,2,1,50.0,3,0,,1.5,3.0,0,0,0.0,0,0,0,0.3,2012,2,2
Zach Potter,JAX,14,NYJ,2,1,50.0,2,0,,1.0,2.0,0,0,0.0,0,0,0,0.2,2012,20,20
Brent Celek,PHI,14,TB,1,1,100.0,1,0,,1.0,1.0,0,0,0.0,0,0,0,0.1,2012,23,23
Virgil Green,DEN,14,OAK,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,28,28
Richard Gordon,OAK,14,DEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,4,4
David Ausberry,OAK,14,DEN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,4,4
Dorin Dickerson,BUF,14,LAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Matthew Mulligan,LAR,14,BUF,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,26,26
Cory Harkey,LAR,14,BUF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,26,26
Ben Hartsock,CAR,14,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
John Phillips,DAL,14,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
Steve Maneri,KC,14,CLE,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
Alex Smith,CLE,14,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,25,25
Taylor Thompson,TEN,14,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,21,21
Weslye Saunders,IND,14,TEN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,32,32
Hayden Smith,NYJ,14,JAX,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Evan Rodriguez,CHI,14,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Matt Spaeth,CHI,14,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Kyle Rudolph,MIN,14,CHI,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
John Carlson,MIN,14,CHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
Leonard Pope,PIT,14,LAC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
David Paulson,PIT,14,LAC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
Randy McMichael,LAC,14,PIT,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,6,6
Dante Rosario,LAC,14,PIT,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,6,6
Luke Stocker,TB,14,PHI,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Nate Byham,TB,14,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Billy Bajema,BAL,14,WAS,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,22,22
Chris Cooley,WAS,14,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Niles Paul,WAS,14,BAL,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,1,0,0.0,2012,12,12
Jeron Mastrud,MIA,14,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Garrett Celek,SF,14,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,7,7
David Thomas,NO,14,NYG,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Bear Pascoe,NYG,14,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,31,31
Jeff King,ARI,14,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Jim Dray,ARI,14,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Evan Moore,SEA,14,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Brandon Pettigrew,DET,14,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,11,11
