games,year,Name,Team,Week,Opponent,tar,rec,yds,td,fum,def_rk,h/a_1,surface_0,salary,points
6,2016,Seth DeValve,CLE,15,BUF,1,1,6,0,0,6,0.0,0.0,2500,1.6
7,2016,Seth DeValve,CLE,16,LAC,1,1,21,0,0,12,1.0,1.0,0,3.1
8,2016,Seth DeValve,CLE,17,PIT,1,1,12,1,0,17,0.0,1.0,2500,8.2
9,2017,Seth DeValve,CLE,1,PIT,5,4,42,0,0,4,1.0,1.0,0,8.2
10,2017,Seth DeValve,CLE,2,BAL,4,2,61,0,0,24,0.0,1.0,2500,8.1
11,2017,Seth DeValve,CLE,3,IND,5,2,29,0,0,18,0.0,0.0,2500,4.9
12,2017,Seth DeValve,CLE,4,CIN,4,1,2,0,0,23,1.0,1.0,2500,1.2
13,2017,Seth DeValve,CLE,5,NYJ,4,3,24,0,0,22,1.0,1.0,2500,5.4
14,2017,Seth DeValve,CLE,6,HOU,3,2,9,1,0,27,0.0,0.0,6800,8.9
15,2017,Seth DeValve,CLE,7,TEN,4,2,27,0,0,19,1.0,1.0,2500,4.7
16,2017,Seth DeValve,CLE,8,MIN,3,1,0,0,0,1,1.0,1.0,2500,1.0
17,2017,Seth DeValve,CLE,10,DET,6,4,70,0,1,16,0.0,0.0,2500,10.0
18,2017,Seth DeValve,CLE,11,JAX,3,1,5,0,0,11,1.0,1.0,2500,1.5
19,2017,Seth DeValve,CLE,12,CIN,2,2,33,0,0,23,0.0,0.0,2700,5.3
20,2017,Seth DeValve,CLE,13,LAC,3,2,33,0,0,8,0.0,1.0,2500,5.3
21,2017,Seth DeValve,CLE,14,GB,3,2,16,0,0,5,1.0,1.0,0,3.6
22,2017,Seth DeValve,CLE,15,BAL,4,2,32,0,0,24,1.0,1.0,2500,5.2
23,2017,Seth DeValve,CLE,16,CHI,4,3,12,0,0,12,0.0,1.0,2500,4.2
24,2017,Seth DeValve,CLE,17,PIT,1,0,0,0,0,4,0.0,1.0,2800,0.0
1,2016,Stephen Anderson,HOU,1,CHI,3,3,25,0,0,9,1.0,0.0,2900,5.5
2,2016,Stephen Anderson,HOU,2,KC,3,2,15,0,0,5,1.0,0.0,2700,3.5
3,2016,Stephen Anderson,HOU,3,NE,1,0,0,0,0,8,0.0,0.0,0,0.0
4,2016,Stephen Anderson,HOU,8,DET,2,2,17,0,0,27,1.0,0.0,2500,3.7
5,2016,Stephen Anderson,HOU,10,JAX,1,1,7,1,0,16,0.0,1.0,3400,7.7
6,2016,Stephen Anderson,HOU,11,OAK,1,1,14,0,0,24,0.0,1.0,2800,2.4
7,2016,Stephen Anderson,HOU,12,LAC,1,1,8,0,0,12,1.0,0.0,2500,1.8
8,2016,Stephen Anderson,HOU,15,JAX,3,1,7,0,0,16,1.0,0.0,2500,1.7
9,2016,Stephen Anderson,HOU,17,TEN,1,0,0,0,0,15,0.0,1.0,2500,0.0
10,2017,Stephen Anderson,HOU,1,JAX,5,2,14,0,0,11,1.0,0.0,2500,3.4
11,2017,Stephen Anderson,HOU,3,NE,3,1,14,0,0,10,0.0,0.0,2500,2.4
12,2017,Stephen Anderson,HOU,4,TEN,2,2,28,0,0,19,1.0,0.0,3000,4.8
13,2017,Stephen Anderson,HOU,5,KC,2,2,63,0,0,7,1.0,0.0,2500,8.3
14,2017,Stephen Anderson,HOU,6,CLE,2,2,17,0,0,30,1.0,0.0,2500,3.7
15,2017,Stephen Anderson,HOU,8,SEA,2,1,11,0,0,9,0.0,0.0,2600,2.1
16,2017,Stephen Anderson,HOU,9,IND,6,4,44,0,0,18,1.0,0.0,4500,8.4
17,2017,Stephen Anderson,HOU,10,LAR,3,2,30,0,0,20,0.0,1.0,3000,5.0
18,2017,Stephen Anderson,HOU,11,ARI,3,1,22,0,0,17,1.0,0.0,2500,3.2
19,2017,Stephen Anderson,HOU,13,TEN,12,5,79,1,0,19,0.0,1.0,2500,18.9
20,2017,Stephen Anderson,HOU,14,SF,6,2,16,0,0,15,1.0,0.0,2800,3.6
21,2017,Stephen Anderson,HOU,15,JAX,3,0,0,0,0,11,0.0,1.0,4700,0.0
22,2017,Stephen Anderson,HOU,16,PIT,1,0,0,0,0,4,1.0,0.0,2500,0.0
23,2017,Stephen Anderson,HOU,17,IND,2,1,4,0,0,18,0.0,0.0,2500,1.4
1,2015,Tim Wright,DET,4,SEA,2,1,26,0,0,22,0.0,0.0,2500,3.6
2,2015,Tim Wright,DET,5,ARI,5,3,12,0,0,20,1.0,0.0,2500,4.2
3,2015,Tim Wright,DET,6,CHI,6,3,17,1,0,13,1.0,0.0,2500,10.7
4,2015,Tim Wright,DET,7,MIN,1,1,13,0,0,15,1.0,0.0,5000,2.3
5,2015,Tim Wright,DET,15,NO,1,0,0,0,0,32,0.0,0.0,2500,0.0
6,2015,Tim Wright,DET,17,CHI,1,1,9,1,0,13,0.0,1.0,0,7.9
1,2015,Tony Moeaki,ATL,7,TEN,1,1,11,0,0,24,0.0,1.0,0,2.1
2,2015,Tony Moeaki,ATL,15,JAX,1,0,0,0,0,28,0.0,1.0,2500,0.0
3,2015,Tony Moeaki,ATL,17,NO,3,2,47,1,0,32,1.0,0.0,2500,12.7
1,2015,Travis Kelce,KC,1,HOU,6,6,106,2,0,10,0.0,0.0,2500,31.6
2,2015,Travis Kelce,KC,2,DEN,5,4,58,0,0,19,1.0,1.0,2500,9.8
3,2015,Travis Kelce,KC,3,GB,10,6,80,0,0,14,0.0,1.0,3000,16.0
4,2015,Travis Kelce,KC,4,CIN,7,5,49,0,1,17,0.0,0.0,2500,8.9
5,2015,Travis Kelce,KC,5,CHI,6,3,35,0,0,13,1.0,1.0,2500,6.5
6,2015,Travis Kelce,KC,6,MIN,7,5,88,0,0,15,0.0,0.0,2500,13.8
7,2015,Travis Kelce,KC,7,PIT,6,5,73,0,0,25,1.0,1.0,3000,12.3
8,2015,Travis Kelce,KC,8,DET,8,6,49,1,0,27,1.0,1.0,5400,16.9
9,2015,Travis Kelce,KC,10,DEN,9,5,36,0,0,19,0.0,1.0,2500,8.6
10,2015,Travis Kelce,KC,11,LAC,7,5,46,0,0,18,0.0,1.0,2500,9.6
11,2015,Travis Kelce,KC,12,BUF,7,4,69,1,0,8,1.0,1.0,2500,16.9
12,2015,Travis Kelce,KC,13,OAK,3,2,42,0,1,30,0.0,1.0,0,7.2
13,2015,Travis Kelce,KC,14,LAC,5,3,18,0,0,18,1.0,1.0,3100,4.8
14,2015,Travis Kelce,KC,15,BAL,7,6,73,0,0,4,0.0,1.0,2500,13.3
15,2015,Travis Kelce,KC,16,CLE,8,6,43,1,0,6,1.0,1.0,2500,16.3
16,2015,Travis Kelce,KC,17,OAK,2,1,10,0,0,30,1.0,1.0,2500,2.0
17,2016,Travis Kelce,KC,1,LAC,7,6,74,0,0,12,1.0,1.0,2600,13.4
18,2016,Travis Kelce,KC,2,HOU,7,5,34,0,0,3,0.0,0.0,3000,8.4
19,2016,Travis Kelce,KC,3,NYJ,7,6,89,1,0,22,1.0,1.0,2500,20.9
20,2016,Travis Kelce,KC,4,PIT,8,5,23,1,0,17,0.0,1.0,2500,13.3
21,2016,Travis Kelce,KC,6,OAK,3,3,32,0,0,24,0.0,1.0,2900,6.2
22,2016,Travis Kelce,KC,7,NO,3,2,24,0,0,13,1.0,1.0,2500,4.4
23,2016,Travis Kelce,KC,8,IND,10,7,101,1,0,23,0.0,0.0,2500,26.1
24,2016,Travis Kelce,KC,9,JAX,7,5,58,0,0,16,1.0,1.0,0,10.8
25,2016,Travis Kelce,KC,10,CAR,6,3,31,0,0,28,0.0,1.0,3700,8.1
26,2016,Travis Kelce,KC,11,TB,9,7,108,0,0,14,1.0,1.0,3300,20.3
27,2016,Travis Kelce,KC,12,DEN,15,8,101,0,0,19,0.0,1.0,3700,21.1
28,2016,Travis Kelce,KC,13,ATL,8,8,140,0,0,26,0.0,0.0,2500,25.0
29,2016,Travis Kelce,KC,14,OAK,8,5,101,0,0,24,1.0,1.0,2500,18.1
30,2016,Travis Kelce,KC,15,TEN,5,3,41,0,0,15,1.0,1.0,2500,7.1
31,2016,Travis Kelce,KC,16,DEN,12,11,160,1,0,19,1.0,1.0,4200,36.0
32,2016,Travis Kelce,KC,17,LAC,2,1,8,0,0,12,0.0,1.0,2600,1.8
33,2017,Travis Kelce,KC,1,NE,7,5,40,0,0,10,0.0,0.0,4600,9.4
34,2017,Travis Kelce,KC,2,PHI,10,8,103,1,0,14,1.0,1.0,2500,27.3
35,2017,Travis Kelce,KC,3,LAC,1,1,1,0,0,8,0.0,1.0,2500,1.1
36,2017,Travis Kelce,KC,4,WAS,8,7,111,1,0,28,1.0,1.0,2900,27.4
37,2017,Travis Kelce,KC,5,HOU,11,8,98,0,0,27,0.0,0.0,0,17.8
38,2017,Travis Kelce,KC,6,PIT,7,4,37,0,0,4,1.0,1.0,2500,7.7
39,2017,Travis Kelce,KC,7,OAK,5,4,33,1,0,26,0.0,1.0,2500,13.3
40,2017,Travis Kelce,KC,8,DEN,10,7,133,1,0,29,1.0,1.0,2500,29.3
41,2017,Travis Kelce,KC,9,DAL,9,7,73,1,0,21,0.0,0.0,4600,20.3
42,2017,Travis Kelce,KC,11,NYG,14,8,109,0,0,31,0.0,0.0,2800,20.9
43,2017,Travis Kelce,KC,12,BUF,4,3,39,0,0,25,1.0,1.0,2500,6.9
44,2017,Travis Kelce,KC,13,NYJ,8,4,94,2,0,22,0.0,0.0,2500,25.4
45,2017,Travis Kelce,KC,14,OAK,13,7,74,0,0,26,1.0,1.0,2500,14.4
46,2017,Travis Kelce,KC,15,LAC,7,6,46,0,0,8,1.0,1.0,2500,10.6
47,2017,Travis Kelce,KC,16,MIA,8,4,47,1,0,32,1.0,1.0,2500,14.7
48,2018,Travis Kelce,KC,1,LAC,6,1,6,0,0,3,0.0,1.0,2500,1.6
49,2018,Travis Kelce,KC,2,PIT,10,7,109,2,0,31,0.0,1.0,3400,32.9
50,2018,Travis Kelce,KC,3,SF,10,8,114,0,0,27,1.0,1.0,2500,22.4
51,2018,Travis Kelce,KC,4,DEN,12,7,78,1,0,30,0.0,1.0,2500,20.8
1,2015,Trey Burton,PHI,11,TB,1,0,0,0,0,21,1.0,1.0,2500,0.0
2,2015,Trey Burton,PHI,12,DET,2,2,49,0,0,27,0.0,0.0,2500,6.9
3,2015,Trey Burton,PHI,17,NYG,1,1,5,0,0,31,0.0,0.0,2500,1.5
4,2016,Trey Burton,PHI,2,CHI,7,5,49,1,0,9,0.0,1.0,2500,15.9
5,2016,Trey Burton,PHI,3,PIT,6,2,19,0,0,17,1.0,1.0,2900,3.9
6,2016,Trey Burton,PHI,5,DET,2,1,5,0,0,27,0.0,0.0,2500,1.5
7,2016,Trey Burton,PHI,6,WAS,1,1,7,0,0,29,0.0,1.0,3300,1.7
8,2016,Trey Burton,PHI,7,MIN,1,0,0,0,0,11,1.0,1.0,0,0.0
9,2016,Trey Burton,PHI,8,DAL,2,1,6,0,0,32,0.0,0.0,2500,1.6
10,2016,Trey Burton,PHI,9,NYG,3,3,55,0,0,20,0.0,0.0,2700,8.5
11,2016,Trey Burton,PHI,11,SEA,2,1,14,0,0,4,0.0,0.0,2500,2.4
12,2016,Trey Burton,PHI,12,GB,4,3,10,0,0,21,1.0,1.0,0,4.0
13,2016,Trey Burton,PHI,13,CIN,9,5,53,0,0,30,0.0,0.0,2900,10.3
14,2016,Trey Burton,PHI,14,WAS,10,7,65,0,0,29,1.0,1.0,0,13.5
15,2016,Trey Burton,PHI,15,BAL,6,2,2,0,0,10,0.0,1.0,2500,2.2
16,2016,Trey Burton,PHI,16,NYG,1,1,3,0,0,20,1.0,1.0,2500,1.3
17,2016,Trey Burton,PHI,17,DAL,6,5,39,0,0,32,1.0,1.0,2500,8.9
18,2017,Trey Burton,PHI,2,KC,1,1,10,0,0,7,0.0,1.0,4300,2.0
19,2017,Trey Burton,PHI,3,NYG,3,2,7,0,0,31,1.0,1.0,0,2.7
20,2017,Trey Burton,PHI,5,ARI,2,2,16,1,0,17,1.0,1.0,2500,9.6
21,2017,Trey Burton,PHI,6,CAR,1,1,9,0,0,6,0.0,1.0,0,1.9
22,2017,Trey Burton,PHI,7,WAS,1,1,7,0,0,28,1.0,1.0,3500,1.7
23,2017,Trey Burton,PHI,8,SF,2,2,21,0,0,15,1.0,1.0,2600,4.1
24,2017,Trey Burton,PHI,9,DEN,4,2,41,1,0,29,1.0,1.0,2700,12.1
25,2017,Trey Burton,PHI,13,SEA,7,4,42,0,0,9,0.0,0.0,2500,8.2
26,2017,Trey Burton,PHI,14,LAR,6,5,71,2,0,20,0.0,1.0,2500,24.1
27,2017,Trey Burton,PHI,15,NYG,2,2,15,1,0,31,0.0,0.0,2900,9.5
28,2017,Trey Burton,PHI,17,DAL,2,1,9,0,0,21,1.0,1.0,2500,1.9
29,2018,Trey Burton,CHI,1,GB,6,1,15,0,0,21,0.0,1.0,3100,2.5
30,2018,Trey Burton,CHI,2,SEA,4,4,20,1,0,13,1.0,1.0,2800,12.2
31,2018,Trey Burton,CHI,3,ARI,5,4,55,0,0,19,0.0,1.0,7300,9.5
32,2018,Trey Burton,CHI,4,TB,4,2,86,1,0,31,1.0,1.0,0,16.6
1,2015,Troy Niklas,ARI,6,PIT,1,1,13,0,0,25,0.0,1.0,2500,2.3
2,2015,Troy Niklas,ARI,8,CLE,2,2,12,2,0,6,0.0,1.0,2500,15.2
3,2015,Troy Niklas,ARI,17,SEA,1,1,8,0,0,22,1.0,1.0,2500,1.8
4,2016,Troy Niklas,ARI,2,TB,1,0,0,0,0,14,1.0,1.0,2600,0.0
5,2016,Troy Niklas,ARI,3,BUF,1,1,0,0,0,6,0.0,0.0,2500,1.0
6,2017,Troy Niklas,ARI,1,DET,2,0,0,0,0,16,0.0,0.0,2500,0.0
7,2017,Troy Niklas,ARI,2,IND,1,1,16,0,0,18,0.0,0.0,2500,2.6
8,2017,Troy Niklas,ARI,3,DAL,1,1,10,0,0,21,1.0,1.0,2500,2.0
9,2017,Troy Niklas,ARI,6,TB,2,2,20,1,0,3,1.0,1.0,2500,10.0
10,2017,Troy Niklas,ARI,7,LAR,1,0,0,0,0,20,0.0,1.0,2500,0.0
11,2017,Troy Niklas,ARI,9,SF,3,1,16,0,0,15,0.0,1.0,2500,2.6
12,2017,Troy Niklas,ARI,10,SEA,2,0,0,0,0,9,1.0,1.0,4900,0.0
13,2017,Troy Niklas,ARI,12,JAX,2,2,22,0,0,11,1.0,1.0,0,4.2
14,2017,Troy Niklas,ARI,14,TEN,2,1,7,0,0,19,1.0,1.0,2500,1.7
15,2017,Troy Niklas,ARI,15,WAS,6,3,41,0,0,28,0.0,1.0,4000,7.1
16,2017,Troy Niklas,ARI,17,SEA,1,0,0,0,0,9,0.0,0.0,7000,0.0
1,2018,Tyler Conklin,MIN,1,SF,1,1,6,0,0,27,1.0,0.0,2500,1.6
2,2018,Tyler Conklin,MIN,3,BUF,1,1,7,0,0,22,1.0,0.0,2500,1.7
1,2015,Tyler Eifert,CIN,1,OAK,12,9,104,2,0,30,0.0,1.0,2500,34.4
2,2015,Tyler Eifert,CIN,2,LAC,5,4,49,1,0,18,1.0,0.0,2500,14.9
3,2015,Tyler Eifert,CIN,3,BAL,3,0,0,0,0,4,0.0,1.0,2500,0.0
4,2015,Tyler Eifert,CIN,4,KC,4,3,69,0,0,2,1.0,0.0,2500,9.9
5,2015,Tyler Eifert,CIN,5,SEA,12,8,90,2,0,22,1.0,0.0,2500,29.0
6,2015,Tyler Eifert,CIN,6,BUF,4,4,30,1,0,8,0.0,0.0,2500,13.0
7,2015,Tyler Eifert,CIN,8,PIT,8,4,39,0,0,25,0.0,1.0,2500,7.9
8,2015,Tyler Eifert,CIN,9,CLE,6,5,53,3,0,6,1.0,0.0,2600,28.3
9,2015,Tyler Eifert,CIN,10,HOU,7,3,26,0,0,10,1.0,0.0,2600,5.6
10,2015,Tyler Eifert,CIN,11,ARI,3,3,22,2,0,20,0.0,1.0,5400,17.2
11,2015,Tyler Eifert,CIN,12,LAR,4,3,40,1,0,26,1.0,0.0,2500,13.0
12,2015,Tyler Eifert,CIN,14,PIT,2,2,42,0,0,25,1.0,0.0,2500,6.2
13,2015,Tyler Eifert,CIN,17,BAL,4,4,51,1,0,4,1.0,0.0,3700,15.1
14,2016,Tyler Eifert,CIN,7,CLE,2,1,9,0,0,31,1.0,0.0,2500,1.9
15,2016,Tyler Eifert,CIN,8,WAS,12,9,102,1,0,29,1.0,0.0,2500,28.2
16,2016,Tyler Eifert,CIN,10,NYG,5,3,96,0,0,20,0.0,0.0,2500,12.6
17,2016,Tyler Eifert,CIN,11,BUF,6,3,37,0,0,6,1.0,0.0,2700,6.7
18,2016,Tyler Eifert,CIN,12,BAL,11,5,68,1,0,10,0.0,1.0,2500,17.8
19,2016,Tyler Eifert,CIN,13,PHI,2,2,25,1,0,2,1.0,0.0,2500,10.5
20,2016,Tyler Eifert,CIN,14,CLE,6,5,48,2,0,31,0.0,1.0,2500,21.8
21,2016,Tyler Eifert,CIN,15,PIT,3,1,9,0,0,17,1.0,0.0,2500,1.9
22,2017,Tyler Eifert,CIN,1,BAL,1,1,4,0,0,24,1.0,0.0,3500,1.4
23,2017,Tyler Eifert,CIN,2,HOU,4,3,42,0,0,27,1.0,0.0,2800,7.2
24,2018,Tyler Eifert,CIN,1,IND,3,3,44,0,0,29,0.0,0.0,2600,7.4
25,2018,Tyler Eifert,CIN,2,BAL,4,2,23,0,0,11,1.0,0.0,4800,4.3
26,2018,Tyler Eifert,CIN,3,CAR,8,6,74,0,0,26,0.0,1.0,3800,13.4
27,2018,Tyler Eifert,CIN,4,ATL,4,4,38,1,0,16,0.0,0.0,2500,13.8
1,2016,Tyler Higbee,LAR,1,SF,4,1,2,0,0,18,0.0,1.0,2500,1.2
2,2016,Tyler Higbee,LAR,4,ARI,1,0,0,0,0,1,0.0,1.0,2500,0.0
3,2016,Tyler Higbee,LAR,5,BUF,1,0,0,0,0,6,1.0,1.0,3200,0.0
4,2016,Tyler Higbee,LAR,7,NYG,1,1,4,0,0,20,1.0,1.0,3300,1.4
5,2016,Tyler Higbee,LAR,9,CAR,7,1,31,0,0,28,1.0,1.0,2500,4.1
6,2016,Tyler Higbee,LAR,11,MIA,3,2,4,0,0,25,1.0,1.0,2500,2.4
7,2016,Tyler Higbee,LAR,12,NO,1,0,0,0,0,13,0.0,0.0,2500,0.0
8,2016,Tyler Higbee,LAR,13,NE,4,2,16,0,0,8,0.0,0.0,2500,3.6
9,2016,Tyler Higbee,LAR,14,ATL,4,1,8,0,0,26,1.0,1.0,3000,1.8
10,2016,Tyler Higbee,LAR,15,SEA,1,1,15,0,0,4,0.0,0.0,2500,2.5
11,2016,Tyler Higbee,LAR,16,SF,2,2,5,1,0,18,1.0,1.0,3900,8.5
12,2017,Tyler Higbee,LAR,1,IND,3,2,17,0,0,18,1.0,1.0,2500,3.7
13,2017,Tyler Higbee,LAR,2,WAS,1,0,0,0,0,28,1.0,1.0,2600,0.0
14,2017,Tyler Higbee,LAR,3,SF,3,1,4,0,0,15,1.0,1.0,2500,1.4
15,2017,Tyler Higbee,LAR,4,DAL,6,3,47,0,0,21,1.0,1.0,2500,7.7
16,2017,Tyler Higbee,LAR,5,SEA,8,4,98,0,0,9,1.0,1.0,3900,13.8
17,2017,Tyler Higbee,LAR,6,JAX,3,1,0,0,0,11,0.0,1.0,3700,1.0
18,2017,Tyler Higbee,LAR,7,ARI,3,3,13,0,0,17,1.0,1.0,3700,4.3
19,2017,Tyler Higbee,LAR,9,NYG,2,1,8,1,0,31,0.0,0.0,2500,7.8
20,2017,Tyler Higbee,LAR,10,HOU,4,2,22,0,0,27,1.0,1.0,2500,4.2
21,2017,Tyler Higbee,LAR,11,MIN,5,1,5,0,0,1,1.0,1.0,5700,1.5
22,2017,Tyler Higbee,LAR,12,NO,3,3,48,0,0,2,1.0,1.0,2500,7.8
23,2017,Tyler Higbee,LAR,13,ARI,1,1,6,0,0,17,1.0,1.0,2500,1.6
24,2017,Tyler Higbee,LAR,15,SEA,1,1,12,0,0,9,0.0,0.0,0,2.2
25,2017,Tyler Higbee,LAR,16,TEN,2,2,15,0,0,19,0.0,1.0,2500,3.5
26,2018,Tyler Higbee,LAR,2,ARI,2,1,3,1,0,19,1.0,1.0,2500,7.3
27,2018,Tyler Higbee,LAR,3,LAC,2,2,35,0,0,3,1.0,1.0,2800,5.5
28,2018,Tyler Higbee,LAR,4,MIN,1,0,0,0,0,18,1.0,1.0,2600,0.0
1,2015,Tyler Kroft,CIN,11,ARI,1,0,0,0,0,20,0.0,1.0,0,0.0
2,2015,Tyler Kroft,CIN,12,LAR,1,1,4,0,0,26,1.0,0.0,2800,1.4
3,2015,Tyler Kroft,CIN,13,CLE,1,1,17,0,0,6,0.0,1.0,2500,2.7
4,2015,Tyler Kroft,CIN,14,PIT,3,2,31,0,0,25,1.0,0.0,2500,5.1
5,2015,Tyler Kroft,CIN,15,SF,3,3,31,1,0,9,0.0,1.0,2500,12.1
6,2015,Tyler Kroft,CIN,16,DEN,6,4,46,0,0,19,0.0,1.0,5100,8.6
7,2016,Tyler Kroft,CIN,2,PIT,4,3,35,0,0,17,0.0,1.0,2500,6.5
8,2016,Tyler Kroft,CIN,5,DAL,3,3,29,0,0,32,0.0,0.0,2500,5.9
9,2016,Tyler Kroft,CIN,6,NE,2,2,19,0,0,8,0.0,0.0,7000,3.9
10,2016,Tyler Kroft,CIN,7,CLE,1,1,3,0,0,31,1.0,0.0,0,1.3
11,2016,Tyler Kroft,CIN,8,WAS,1,1,6,0,0,29,1.0,0.0,2500,1.6
12,2016,Tyler Kroft,CIN,10,NYG,1,0,0,0,0,20,0.0,0.0,2500,0.0
13,2017,Tyler Kroft,CIN,1,BAL,1,1,5,0,0,24,1.0,0.0,2500,1.5
14,2017,Tyler Kroft,CIN,3,GB,4,3,28,0,0,5,0.0,1.0,2500,5.8
15,2017,Tyler Kroft,CIN,4,CLE,7,6,68,2,0,30,0.0,1.0,2500,24.8
16,2017,Tyler Kroft,CIN,5,BUF,5,4,38,0,0,25,1.0,0.0,2800,7.8
17,2017,Tyler Kroft,CIN,7,PIT,4,4,23,1,0,4,0.0,1.0,2800,12.3
18,2017,Tyler Kroft,CIN,8,IND,6,5,46,0,0,18,1.0,0.0,2900,9.6
19,2017,Tyler Kroft,CIN,9,JAX,2,2,79,0,0,11,0.0,1.0,0,9.9
20,2017,Tyler Kroft,CIN,10,TEN,6,1,4,0,0,19,0.0,1.0,2500,1.4
21,2017,Tyler Kroft,CIN,11,DEN,3,2,12,1,0,29,0.0,1.0,2500,9.2
22,2017,Tyler Kroft,CIN,12,CLE,4,3,14,1,0,30,1.0,0.0,6200,10.4
23,2017,Tyler Kroft,CIN,13,PIT,2,2,30,0,0,4,1.0,0.0,2500,5.0
24,2017,Tyler Kroft,CIN,14,CHI,1,0,0,0,0,12,1.0,0.0,2500,0.0
25,2017,Tyler Kroft,CIN,15,MIN,4,2,1,0,0,1,0.0,0.0,0,2.1
26,2017,Tyler Kroft,CIN,16,DET,5,1,3,0,0,16,1.0,0.0,2500,1.3
27,2017,Tyler Kroft,CIN,17,BAL,8,6,53,2,0,24,0.0,1.0,2500,23.3
28,2018,Tyler Kroft,CIN,1,IND,1,1,9,0,0,29,0.0,0.0,3300,1.9
29,2018,Tyler Kroft,CIN,2,BAL,2,2,11,0,0,11,1.0,0.0,2500,3.1
30,2018,Tyler Kroft,CIN,3,CAR,1,1,16,0,0,26,0.0,1.0,2500,2.6
31,2018,Tyler Kroft,CIN,4,ATL,1,0,0,0,0,16,0.0,0.0,3600,0.0
1,2015,Vance McDonald,SF,1,MIN,1,1,5,0,0,15,1.0,1.0,2500,1.5
2,2015,Vance McDonald,SF,2,PIT,1,0,0,0,0,25,0.0,1.0,2500,0.0
3,2015,Vance McDonald,SF,4,GB,2,1,7,0,0,14,1.0,1.0,2500,1.7
4,2015,Vance McDonald,SF,5,NYG,3,2,9,0,0,31,0.0,0.0,2500,2.9
5,2015,Vance McDonald,SF,6,BAL,1,1,10,0,0,4,1.0,1.0,2500,2.0
6,2015,Vance McDonald,SF,7,SEA,1,1,1,0,0,22,1.0,1.0,2500,1.1
7,2015,Vance McDonald,SF,8,LAR,2,1,13,0,0,26,0.0,1.0,2500,2.3
8,2015,Vance McDonald,SF,9,ATL,5,2,19,0,0,29,1.0,1.0,2500,3.9
9,2015,Vance McDonald,SF,11,SEA,4,4,65,1,0,22,0.0,0.0,2500,16.5
10,2015,Vance McDonald,SF,12,ARI,7,6,71,1,0,20,1.0,1.0,2500,19.1
11,2015,Vance McDonald,SF,13,CHI,3,2,18,0,0,13,0.0,1.0,2500,3.8
12,2015,Vance McDonald,SF,15,CIN,4,1,10,0,0,17,1.0,1.0,3100,2.0
13,2015,Vance McDonald,SF,16,DET,7,5,61,1,0,27,0.0,0.0,2500,17.1
14,2015,Vance McDonald,SF,17,LAR,5,3,37,0,0,26,1.0,1.0,2500,6.7
15,2016,Vance McDonald,SF,1,LAR,3,2,14,1,0,7,1.0,1.0,6600,9.4
16,2016,Vance McDonald,SF,2,CAR,2,1,75,1,0,28,0.0,1.0,2500,14.5
17,2016,Vance McDonald,SF,3,SEA,2,2,4,0,0,4,0.0,0.0,2500,2.4
18,2016,Vance McDonald,SF,6,BUF,2,2,25,0,0,6,0.0,0.0,2500,4.5
19,2016,Vance McDonald,SF,7,TB,6,1,24,0,0,14,1.0,1.0,0,3.4
20,2016,Vance McDonald,SF,9,NO,6,3,84,1,0,13,1.0,1.0,2500,17.4
21,2016,Vance McDonald,SF,10,ARI,6,4,50,0,0,1,0.0,1.0,2500,9.0
22,2016,Vance McDonald,SF,11,NE,6,3,46,1,0,8,1.0,1.0,0,13.6
23,2016,Vance McDonald,SF,12,MIA,8,4,60,0,0,25,0.0,1.0,5600,10.0
24,2016,Vance McDonald,SF,13,CHI,4,2,9,0,0,9,0.0,1.0,2500,2.9
25,2017,Vance McDonald,PIT,1,CLE,1,0,0,0,0,30,0.0,1.0,5600,0.0
26,2017,Vance McDonald,PIT,4,BAL,1,0,0,0,0,24,0.0,1.0,6600,0.0
27,2017,Vance McDonald,PIT,5,JAX,2,0,0,0,0,11,1.0,1.0,2900,0.0
28,2017,Vance McDonald,PIT,6,KC,2,1,26,0,0,7,0.0,1.0,2500,3.6
29,2017,Vance McDonald,PIT,7,CIN,3,2,37,0,0,23,1.0,1.0,3100,5.7
30,2017,Vance McDonald,PIT,10,IND,2,2,16,1,0,18,0.0,0.0,2500,9.6
31,2017,Vance McDonald,PIT,14,BAL,6,4,52,0,0,24,1.0,1.0,2900,9.2
32,2017,Vance McDonald,PIT,16,HOU,5,4,52,0,0,27,0.0,0.0,2500,9.2
33,2017,Vance McDonald,PIT,17,CLE,2,1,5,0,0,30,1.0,1.0,3000,1.5
34,2018,Vance McDonald,PIT,2,KC,5,3,26,0,0,30,1.0,1.0,3100,5.6
35,2018,Vance McDonald,PIT,3,TB,5,4,112,1,0,32,0.0,1.0,0,24.2
36,2018,Vance McDonald,PIT,4,BAL,5,5,62,0,1,11,1.0,1.0,3800,10.2
1,2015,Vernon Davis,SF,1,MIN,6,3,47,0,0,15,1.0,1.0,3100,7.7
2,2015,Vernon Davis,SF,2,PIT,7,5,62,0,0,25,0.0,1.0,3000,11.2
3,2015,Vernon Davis,SF,3,ARI,2,0,0,0,0,20,0.0,1.0,2500,0.0
4,2015,Vernon Davis,SF,6,BAL,1,0,0,0,0,4,1.0,1.0,6100,0.0
5,2015,Vernon Davis,SF,7,SEA,6,4,61,0,0,22,1.0,1.0,5500,10.1
6,2015,Vernon Davis,SF,8,LAR,8,6,24,0,0,26,0.0,1.0,2500,8.4
