games,year,Name,Team,Week,Opponent,tar,rec,yds,td,fum,def_rk,h/a_1,surface_0,salary,points
8,2016,Brandon Myers,TB,3,LAR,3,1,7,0,0,7,1.0,1.0,0,1.7
9,2016,Brandon Myers,TB,5,CAR,1,1,12,0,0,28,0.0,1.0,2500,2.2
10,2016,Brandon Myers,TB,10,CHI,1,1,6,0,0,9,1.0,1.0,2700,1.6
11,2016,Brandon Myers,TB,13,LAC,1,0,0,0,0,12,0.0,1.0,2500,0.0
12,2016,Brandon Myers,TB,14,NO,1,1,9,0,0,13,1.0,1.0,2700,1.9
13,2016,Brandon Myers,TB,16,NO,6,2,21,0,0,13,0.0,0.0,2500,4.1
1,2015,Brandon Pettigrew,DET,1,LAC,1,0,0,0,0,18,0.0,1.0,2500,0.0
2,2015,Brandon Pettigrew,DET,5,ARI,5,3,29,0,0,20,1.0,0.0,2500,5.9
3,2015,Brandon Pettigrew,DET,8,KC,1,0,0,0,0,2,0.0,1.0,4800,0.0
4,2015,Brandon Pettigrew,DET,10,GB,4,1,2,1,0,14,0.0,1.0,2500,7.2
5,2015,Brandon Pettigrew,DET,11,OAK,1,1,8,0,0,30,1.0,0.0,4000,1.8
6,2015,Brandon Pettigrew,DET,12,PHI,2,1,21,0,0,11,1.0,0.0,4700,3.1
7,2015,Brandon Pettigrew,DET,14,LAR,1,1,7,0,0,26,0.0,1.0,2500,1.7
1,2016,Brandon Williams,SEA,9,BUF,2,1,16,0,0,6,1.0,0.0,0,2.6
2,2016,Brandon Williams,SEA,17,SF,1,1,20,0,0,18,0.0,1.0,2500,3.0
3,2017,Brandon Williams,IND,2,ARI,1,1,20,0,0,17,1.0,0.0,2500,3.0
4,2017,Brandon Williams,IND,3,CLE,1,1,7,0,0,30,1.0,0.0,0,1.7
5,2017,Brandon Williams,IND,4,SEA,2,1,32,0,0,9,0.0,0.0,3600,4.2
6,2017,Brandon Williams,IND,5,SF,3,3,17,0,0,15,1.0,0.0,2600,4.7
7,2017,Brandon Williams,IND,7,JAX,2,1,6,0,0,11,1.0,0.0,2500,1.6
8,2017,Brandon Williams,IND,9,HOU,2,2,20,0,0,27,0.0,0.0,2500,4.0
9,2017,Brandon Williams,IND,13,JAX,2,2,11,0,0,11,0.0,1.0,2500,3.1
10,2017,Brandon Williams,IND,14,BUF,3,2,8,0,0,25,0.0,0.0,2500,2.8
11,2017,Brandon Williams,IND,15,DEN,1,0,0,0,0,29,1.0,0.0,2500,0.0
1,2015,Brent Celek,PHI,1,ATL,1,1,6,0,0,29,0.0,0.0,2500,1.6
2,2015,Brent Celek,PHI,4,WAS,2,1,10,1,0,16,0.0,1.0,2500,8.0
3,2015,Brent Celek,PHI,5,NO,3,3,44,1,0,32,1.0,1.0,2500,13.4
4,2015,Brent Celek,PHI,7,CAR,3,2,11,0,0,12,0.0,1.0,2700,3.1
5,2015,Brent Celek,PHI,10,MIA,4,4,134,0,0,7,1.0,1.0,5300,20.4
6,2015,Brent Celek,PHI,11,TB,10,7,79,0,0,21,1.0,1.0,0,14.9
7,2015,Brent Celek,PHI,12,DET,4,2,10,1,0,27,0.0,0.0,6300,9.0
8,2015,Brent Celek,PHI,13,NE,1,1,16,0,0,5,0.0,0.0,2500,2.6
9,2015,Brent Celek,PHI,14,BUF,2,1,1,0,0,8,1.0,1.0,3300,1.1
10,2015,Brent Celek,PHI,15,ARI,2,2,31,0,0,20,1.0,1.0,2500,5.1
11,2015,Brent Celek,PHI,16,WAS,1,1,18,0,0,16,1.0,1.0,2500,2.8
12,2015,Brent Celek,PHI,17,NYG,2,2,38,0,0,31,0.0,0.0,2500,5.8
13,2016,Brent Celek,PHI,1,CLE,1,1,11,0,0,31,1.0,1.0,2700,2.1
14,2016,Brent Celek,PHI,2,CHI,1,0,0,0,0,9,0.0,1.0,2500,0.0
15,2016,Brent Celek,PHI,3,PIT,4,3,61,0,0,17,1.0,1.0,6800,9.1
16,2016,Brent Celek,PHI,7,MIN,2,1,7,0,0,11,1.0,1.0,0,1.7
17,2016,Brent Celek,PHI,10,ATL,1,1,9,0,0,26,1.0,1.0,0,1.9
18,2016,Brent Celek,PHI,11,SEA,1,1,19,0,0,4,0.0,0.0,2500,2.9
19,2016,Brent Celek,PHI,14,WAS,3,2,7,0,0,29,1.0,1.0,2500,2.7
20,2016,Brent Celek,PHI,15,BAL,1,1,5,0,0,10,0.0,1.0,2500,1.5
21,2016,Brent Celek,PHI,16,NYG,3,3,27,0,0,20,1.0,1.0,2600,5.7
22,2016,Brent Celek,PHI,17,DAL,2,1,9,0,0,32,1.0,1.0,2500,1.9
23,2017,Brent Celek,PHI,1,WAS,2,1,11,0,0,28,0.0,1.0,2500,2.1
24,2017,Brent Celek,PHI,4,LAC,1,0,0,0,0,8,0.0,1.0,2500,0.0
25,2017,Brent Celek,PHI,5,ARI,1,1,5,0,0,17,1.0,1.0,2500,1.5
26,2017,Brent Celek,PHI,7,WAS,2,1,3,0,0,28,1.0,1.0,0,1.3
27,2017,Brent Celek,PHI,8,SF,2,1,14,0,0,15,1.0,1.0,3800,2.4
28,2017,Brent Celek,PHI,9,DEN,4,3,39,0,0,29,1.0,1.0,2600,6.9
29,2017,Brent Celek,PHI,11,DAL,2,1,28,0,0,21,0.0,0.0,2500,3.8
30,2017,Brent Celek,PHI,12,CHI,1,0,0,0,0,12,1.0,1.0,2500,0.0
31,2017,Brent Celek,PHI,14,LAR,3,1,5,1,0,20,0.0,1.0,2500,7.5
32,2017,Brent Celek,PHI,16,OAK,2,1,12,0,0,26,1.0,1.0,2500,2.2
33,2017,Brent Celek,PHI,17,DAL,4,3,13,0,0,21,1.0,1.0,2500,4.3
1,2015,Brian Leonhardt,SF,14,CLE,1,1,4,0,0,6,0.0,1.0,4700,1.4
1,2015,Brian Parker,KC,10,DEN,1,1,6,0,0,19,0.0,1.0,4200,1.6
2,2015,Brian Parker,KC,16,CLE,1,0,0,0,0,6,1.0,1.0,0,0.0
1,2015,CJ Fiedorowicz,HOU,1,KC,1,1,15,0,0,2,1.0,0.0,2500,2.5
2,2015,CJ Fiedorowicz,HOU,2,CAR,1,1,19,0,0,12,0.0,1.0,2500,2.9
3,2015,CJ Fiedorowicz,HOU,4,ATL,3,3,28,1,1,29,0.0,0.0,2500,10.8
4,2015,CJ Fiedorowicz,HOU,5,IND,1,1,4,0,0,23,1.0,0.0,2700,1.4
5,2015,CJ Fiedorowicz,HOU,6,JAX,2,1,8,0,0,28,0.0,1.0,2500,1.8
6,2015,CJ Fiedorowicz,HOU,7,MIA,2,0,0,0,0,7,0.0,1.0,2500,0.0
7,2015,CJ Fiedorowicz,HOU,8,TEN,2,2,15,0,0,24,1.0,0.0,2500,3.5
8,2015,CJ Fiedorowicz,HOU,10,CIN,2,2,30,0,0,17,0.0,0.0,2500,5.0
9,2015,CJ Fiedorowicz,HOU,12,NO,2,2,20,0,0,32,1.0,0.0,0,4.0
10,2015,CJ Fiedorowicz,HOU,13,BUF,1,1,8,0,0,8,0.0,0.0,2500,1.8
11,2015,CJ Fiedorowicz,HOU,15,IND,3,0,0,0,0,23,0.0,0.0,2500,0.0
12,2015,CJ Fiedorowicz,HOU,16,TEN,1,1,6,0,0,24,0.0,1.0,2500,1.6
13,2015,CJ Fiedorowicz,HOU,17,JAX,3,2,14,0,0,28,1.0,0.0,2500,3.4
14,2016,CJ Fiedorowicz,HOU,1,CHI,2,1,6,0,0,9,1.0,0.0,2500,1.6
15,2016,CJ Fiedorowicz,HOU,2,KC,1,1,1,0,0,5,1.0,0.0,2500,1.1
16,2016,CJ Fiedorowicz,HOU,3,NE,1,0,0,0,0,8,0.0,0.0,0,0.0
17,2016,CJ Fiedorowicz,HOU,4,TEN,5,4,48,1,0,15,1.0,0.0,2600,14.8
18,2016,CJ Fiedorowicz,HOU,5,MIN,8,4,61,0,0,11,0.0,0.0,0,10.1
19,2016,CJ Fiedorowicz,HOU,6,IND,7,6,85,1,0,23,1.0,0.0,2500,20.5
20,2016,CJ Fiedorowicz,HOU,7,DEN,7,5,35,0,0,19,0.0,1.0,2500,8.5
21,2016,CJ Fiedorowicz,HOU,8,DET,7,5,43,1,0,27,1.0,0.0,2500,15.3
22,2016,CJ Fiedorowicz,HOU,10,JAX,5,3,26,0,0,16,0.0,1.0,2500,5.6
23,2016,CJ Fiedorowicz,HOU,11,OAK,10,6,82,0,0,24,0.0,1.0,2500,14.2
24,2016,CJ Fiedorowicz,HOU,12,LAC,6,4,42,0,0,12,1.0,0.0,2500,8.2
25,2016,CJ Fiedorowicz,HOU,13,GB,9,6,44,0,0,21,0.0,1.0,0,10.4
26,2016,CJ Fiedorowicz,HOU,14,IND,7,3,32,0,0,23,0.0,0.0,3000,6.2
27,2016,CJ Fiedorowicz,HOU,16,CIN,7,4,42,0,0,30,1.0,0.0,2500,8.2
28,2016,CJ Fiedorowicz,HOU,17,TEN,7,2,12,1,0,15,0.0,1.0,2500,9.2
29,2017,CJ Fiedorowicz,HOU,1,JAX,4,4,46,0,0,11,1.0,0.0,2500,8.6
30,2017,CJ Fiedorowicz,HOU,10,LAR,6,2,10,0,0,20,0.0,1.0,3200,3.0
31,2017,CJ Fiedorowicz,HOU,11,ARI,2,2,18,0,0,17,1.0,0.0,2500,3.8
32,2017,CJ Fiedorowicz,HOU,12,BAL,8,4,37,0,0,24,0.0,1.0,2500,7.7
33,2017,CJ Fiedorowicz,HOU,13,TEN,3,2,16,0,0,19,0.0,1.0,2500,3.6
1,2015,CJ Uzomah,CIN,13,CLE,1,1,4,0,0,6,0.0,1.0,2500,1.4
2,2016,CJ Uzomah,CIN,1,NYJ,5,2,59,0,0,22,0.0,0.0,2500,7.9
3,2016,CJ Uzomah,CIN,2,PIT,8,3,9,0,0,17,0.0,1.0,2500,3.9
4,2016,CJ Uzomah,CIN,3,DEN,4,2,31,0,0,19,1.0,0.0,0,5.1
5,2016,CJ Uzomah,CIN,4,MIA,5,4,45,0,0,25,1.0,0.0,0,8.5
6,2016,CJ Uzomah,CIN,5,DAL,5,5,43,0,0,32,0.0,0.0,0,9.3
7,2016,CJ Uzomah,CIN,6,NE,2,1,6,0,0,8,0.0,0.0,2500,1.6
8,2016,CJ Uzomah,CIN,16,HOU,6,5,28,0,0,3,0.0,0.0,0,7.8
9,2016,CJ Uzomah,CIN,17,BAL,3,3,13,1,0,10,1.0,0.0,0,10.3
10,2017,CJ Uzomah,CIN,4,CLE,1,1,11,0,0,30,0.0,1.0,2500,2.1
11,2017,CJ Uzomah,CIN,5,BUF,2,1,21,0,0,25,1.0,0.0,4700,3.1
12,2017,CJ Uzomah,CIN,7,PIT,2,1,7,0,0,4,0.0,1.0,2600,1.7
13,2017,CJ Uzomah,CIN,9,JAX,1,0,0,0,0,11,0.0,1.0,2600,0.0
14,2017,CJ Uzomah,CIN,13,PIT,1,1,21,0,0,4,1.0,0.0,2500,3.1
15,2017,CJ Uzomah,CIN,14,CHI,1,0,0,0,0,12,1.0,0.0,2500,0.0
16,2017,CJ Uzomah,CIN,15,MIN,4,4,24,0,0,1,0.0,0.0,2500,6.4
17,2017,CJ Uzomah,CIN,16,DET,1,1,1,1,0,16,1.0,0.0,4900,7.1
18,2017,CJ Uzomah,CIN,17,BAL,2,1,7,0,0,24,0.0,1.0,2500,1.7
19,2018,CJ Uzomah,CIN,1,IND,1,1,4,0,0,29,0.0,0.0,3000,1.4
20,2018,CJ Uzomah,CIN,2,BAL,4,3,45,0,0,11,1.0,0.0,0,7.5
21,2018,CJ Uzomah,CIN,3,CAR,2,2,19,1,0,26,0.0,1.0,2500,9.9
22,2018,CJ Uzomah,CIN,4,ATL,1,1,6,0,0,16,0.0,0.0,3000,1.6
1,2015,Cameron Brate,TB,4,CAR,1,1,7,0,0,12,1.0,1.0,0,1.7
2,2015,Cameron Brate,TB,7,WAS,1,1,6,0,0,16,0.0,1.0,2500,1.6
3,2015,Cameron Brate,TB,8,ATL,2,2,48,1,0,29,0.0,0.0,2700,12.8
4,2015,Cameron Brate,TB,9,NYG,1,1,17,0,0,31,1.0,1.0,2500,2.7
5,2015,Cameron Brate,TB,10,DAL,2,1,6,0,0,1,1.0,1.0,2600,1.6
6,2015,Cameron Brate,TB,11,PHI,4,3,47,1,0,11,0.0,1.0,2500,13.7
7,2015,Cameron Brate,TB,12,IND,6,5,53,1,0,23,0.0,0.0,2500,16.3
8,2015,Cameron Brate,TB,13,ATL,2,2,12,0,0,29,1.0,1.0,3100,3.2
9,2015,Cameron Brate,TB,14,NO,3,2,16,0,0,32,1.0,1.0,2700,3.6
10,2015,Cameron Brate,TB,15,LAR,5,3,20,0,0,26,0.0,1.0,2500,5.0
11,2015,Cameron Brate,TB,16,CHI,1,1,46,0,0,13,1.0,1.0,2500,5.6
12,2015,Cameron Brate,TB,17,CAR,2,1,10,0,0,12,0.0,1.0,3900,2.0
13,2016,Cameron Brate,TB,1,ATL,3,3,30,0,0,26,0.0,0.0,2800,6.0
14,2016,Cameron Brate,TB,2,ARI,4,3,16,0,0,1,0.0,1.0,2500,4.6
15,2016,Cameron Brate,TB,3,LAR,10,5,46,2,0,7,1.0,1.0,2700,21.6
16,2016,Cameron Brate,TB,4,DEN,8,5,67,0,0,19,1.0,1.0,2500,11.7
17,2016,Cameron Brate,TB,5,CAR,3,1,38,0,0,28,0.0,1.0,2500,4.8
18,2016,Cameron Brate,TB,7,SF,3,3,29,0,0,18,0.0,1.0,0,5.9
19,2016,Cameron Brate,TB,8,OAK,5,3,22,1,0,24,1.0,1.0,2500,11.2
20,2016,Cameron Brate,TB,9,ATL,6,5,43,1,0,26,1.0,1.0,0,15.3
21,2016,Cameron Brate,TB,10,CHI,7,7,84,1,0,9,1.0,1.0,2500,21.4
22,2016,Cameron Brate,TB,11,KC,3,2,18,0,0,5,0.0,1.0,0,3.8
23,2016,Cameron Brate,TB,12,SEA,5,4,49,0,0,4,1.0,1.0,2500,8.9
24,2016,Cameron Brate,TB,13,LAC,9,6,86,1,0,12,0.0,1.0,2500,20.6
25,2016,Cameron Brate,TB,14,NO,5,4,47,0,0,13,1.0,1.0,2600,8.7
26,2016,Cameron Brate,TB,15,DAL,8,5,73,1,0,32,0.0,0.0,2500,18.3
27,2016,Cameron Brate,TB,16,NO,2,1,12,1,0,13,0.0,0.0,2500,8.2
28,2017,Cameron Brate,TB,2,CHI,3,2,24,0,0,12,1.0,1.0,2500,4.4
29,2017,Cameron Brate,TB,3,MIN,4,4,33,1,0,1,0.0,0.0,2500,13.3
30,2017,Cameron Brate,TB,4,NYG,6,4,80,1,0,31,1.0,1.0,2500,18.0
31,2017,Cameron Brate,TB,5,NE,9,5,68,1,0,10,1.0,1.0,2500,17.8
32,2017,Cameron Brate,TB,6,ARI,8,6,76,1,0,17,0.0,1.0,2700,19.6
33,2017,Cameron Brate,TB,7,BUF,9,6,60,0,0,25,0.0,0.0,0,12.0
34,2017,Cameron Brate,TB,8,CAR,5,4,64,0,0,6,1.0,1.0,3000,10.4
35,2017,Cameron Brate,TB,9,NO,4,1,9,0,0,2,0.0,0.0,7000,1.9
36,2017,Cameron Brate,TB,10,NYJ,3,1,10,0,0,22,1.0,1.0,4100,2.0
37,2017,Cameron Brate,TB,11,MIA,3,1,12,0,0,32,0.0,1.0,3200,2.2
38,2017,Cameron Brate,TB,12,ATL,2,1,6,0,0,13,0.0,0.0,0,1.6
39,2017,Cameron Brate,TB,13,GB,6,2,39,2,0,5,0.0,1.0,2500,17.9
40,2017,Cameron Brate,TB,14,DET,1,1,11,0,0,16,1.0,1.0,2500,2.1
41,2017,Cameron Brate,TB,15,ATL,5,4,49,0,0,13,1.0,1.0,2500,8.9
42,2017,Cameron Brate,TB,16,CAR,4,3,13,0,0,6,0.0,1.0,2500,4.3
43,2017,Cameron Brate,TB,17,NO,5,3,37,0,0,2,1.0,1.0,2500,6.7
44,2018,Cameron Brate,TB,1,NO,2,0,0,0,0,9,0.0,0.0,2700,0.0
45,2018,Cameron Brate,TB,3,PIT,4,3,34,1,0,31,1.0,1.0,3000,12.4
46,2018,Cameron Brate,TB,4,CHI,4,3,29,1,0,19,0.0,1.0,2500,11.9
1,2017,Cethan Carter,CIN,5,BUF,1,0,0,0,0,25,1.0,0.0,2700,0.0
1,2015,Charles Clay,BUF,1,IND,4,4,43,0,0,23,1.0,0.0,3700,8.3
2,2015,Charles Clay,BUF,2,NE,5,3,19,1,0,5,1.0,0.0,2500,10.9
3,2015,Charles Clay,BUF,3,MIA,7,5,82,1,0,7,0.0,1.0,2800,19.2
4,2015,Charles Clay,BUF,4,NYG,13,9,111,0,0,31,1.0,0.0,2500,23.1
5,2015,Charles Clay,BUF,5,TEN,3,1,7,0,0,24,0.0,1.0,2500,1.7
6,2015,Charles Clay,BUF,6,CIN,13,9,62,0,0,17,1.0,0.0,2900,15.2
7,2015,Charles Clay,BUF,7,JAX,5,3,26,0,0,28,0.0,1.0,2500,5.6
8,2015,Charles Clay,BUF,9,MIA,1,1,6,0,0,7,1.0,0.0,5200,1.6
9,2015,Charles Clay,BUF,10,NYJ,6,5,52,0,0,3,0.0,0.0,2500,10.2
10,2015,Charles Clay,BUF,11,NE,3,1,14,0,0,5,0.0,0.0,2500,2.4
11,2015,Charles Clay,BUF,12,KC,8,5,31,0,0,2,0.0,1.0,2500,8.1
12,2015,Charles Clay,BUF,13,HOU,7,4,66,1,0,10,1.0,0.0,4800,16.6
13,2015,Charles Clay,BUF,14,PHI,2,1,9,0,0,11,0.0,1.0,2500,1.9
14,2016,Charles Clay,BUF,1,BAL,3,2,40,0,0,10,0.0,1.0,3700,6.0
15,2016,Charles Clay,BUF,2,NYJ,7,5,27,0,0,22,1.0,0.0,2800,7.7
16,2016,Charles Clay,BUF,3,ARI,2,0,0,0,0,1,1.0,0.0,2900,0.0
17,2016,Charles Clay,BUF,4,NE,7,5,47,0,0,8,0.0,0.0,4500,9.7
18,2016,Charles Clay,BUF,5,LAR,5,5,73,0,0,7,0.0,1.0,2800,12.3
19,2016,Charles Clay,BUF,6,SF,7,5,52,0,0,18,1.0,0.0,2500,10.2
20,2016,Charles Clay,BUF,7,MIA,5,2,29,0,0,25,0.0,1.0,4000,4.9
21,2016,Charles Clay,BUF,8,NE,6,2,6,0,0,8,1.0,0.0,3800,2.6
22,2016,Charles Clay,BUF,9,SEA,4,3,9,0,0,4,0.0,0.0,2500,3.9
23,2016,Charles Clay,BUF,11,CIN,7,5,23,0,0,30,0.0,0.0,2600,7.3
24,2016,Charles Clay,BUF,12,JAX,4,2,17,0,0,16,1.0,0.0,2500,3.7
25,2016,Charles Clay,BUF,14,PIT,6,3,52,1,0,17,1.0,0.0,2800,14.2
26,2016,Charles Clay,BUF,15,CLE,7,7,72,1,0,31,1.0,0.0,2700,20.2
27,2016,Charles Clay,BUF,16,MIA,10,8,85,2,0,25,1.0,0.0,2500,28.5
28,2016,Charles Clay,BUF,17,NYJ,7,3,20,0,0,22,0.0,0.0,2500,5.0
29,2017,Charles Clay,BUF,1,NYJ,9,4,53,1,0,22,1.0,0.0,2800,15.3
30,2017,Charles Clay,BUF,2,CAR,3,3,23,0,0,6,0.0,1.0,2500,5.3
31,2017,Charles Clay,BUF,3,DEN,6,6,39,1,0,29,1.0,0.0,6800,15.9
32,2017,Charles Clay,BUF,4,ATL,7,5,112,0,0,13,0.0,0.0,2600,19.2
33,2017,Charles Clay,BUF,5,CIN,3,2,31,0,0,23,0.0,0.0,2600,5.1
34,2017,Charles Clay,BUF,10,NO,3,2,13,0,0,2,1.0,0.0,2600,3.3
35,2017,Charles Clay,BUF,11,LAC,4,3,27,0,0,8,0.0,1.0,2500,5.7
36,2017,Charles Clay,BUF,12,KC,4,4,60,0,0,7,0.0,1.0,2500,10.0
37,2017,Charles Clay,BUF,13,NE,3,3,20,0,0,10,1.0,0.0,2500,5.0
38,2017,Charles Clay,BUF,14,IND,5,2,11,0,0,18,1.0,0.0,2500,3.1
39,2017,Charles Clay,BUF,15,MIA,9,5,68,0,0,32,1.0,0.0,2500,11.8
40,2017,Charles Clay,BUF,16,NE,10,4,37,0,0,10,0.0,0.0,4300,7.7
41,2017,Charles Clay,BUF,17,MIA,8,6,64,0,0,32,0.0,1.0,4200,12.4
42,2018,Charles Clay,BUF,1,BAL,2,0,0,0,0,11,0.0,1.0,2500,0.0
43,2018,Charles Clay,BUF,2,LAC,3,2,29,0,0,3,1.0,0.0,2500,4.9
44,2018,Charles Clay,BUF,3,MIN,3,2,18,0,0,17,0.0,0.0,0,3.8
45,2018,Charles Clay,BUF,4,GB,6,4,40,0,0,20,0.0,1.0,0,8.0
1,2015,Chase Coffman,TEN,2,CLE,6,4,42,0,0,6,0.0,1.0,3500,8.2
2,2015,Chase Coffman,SEA,17,ARI,5,4,29,1,0,20,0.0,1.0,2500,12.9
1,2015,Chris Gragg,BUF,4,NYG,1,1,15,0,0,31,1.0,0.0,3000,2.5
2,2015,Chris Gragg,BUF,6,CIN,5,5,54,0,0,17,1.0,0.0,2500,10.4
3,2015,Chris Gragg,BUF,7,JAX,7,2,35,0,0,28,0.0,1.0,3000,5.5
4,2015,Chris Gragg,BUF,11,NE,1,0,0,0,0,5,0.0,0.0,2700,0.0
5,2015,Chris Gragg,BUF,14,PHI,2,1,11,0,0,11,0.0,1.0,3000,2.1
6,2015,Chris Gragg,BUF,15,WAS,1,1,16,0,0,16,0.0,1.0,2700,2.6
7,2015,Chris Gragg,BUF,16,DAL,3,2,19,0,0,1,1.0,0.0,2500,3.9
1,2018,Chris Herndon IV,NYJ,2,MIA,4,2,30,0,0,15,1.0,0.0,5100,5.0
2,2018,Chris Herndon IV,NYJ,3,CLE,2,2,-1,0,0,4,0.0,1.0,0,1.9
3,2018,Chris Herndon IV,NYJ,4,JAX,1,1,18,0,0,3,0.0,1.0,2600,2.8
1,2016,Chris Manhertz,CAR,16,ATL,1,1,10,0,0,26,1.0,1.0,2600,2.0
2,2017,Chris Manhertz,CAR,7,CHI,2,1,11,0,0,12,0.0,1.0,3300,2.1
3,2017,Chris Manhertz,CAR,13,NO,1,0,0,0,0,2,0.0,0.0,2500,0.0
4,2017,Chris Manhertz,CAR,14,MIN,1,1,6,0,0,1,1.0,1.0,2600,1.6
1,2015,Clay Harbor,JAX,1,CAR,1,0,0,0,0,12,1.0,1.0,2500,0.0
2,2015,Clay Harbor,JAX,3,NE,5,3,43,1,0,5,0.0,0.0,3200,13.3
3,2015,Clay Harbor,JAX,4,IND,6,4,31,0,0,23,0.0,0.0,2500,7.1
4,2015,Clay Harbor,JAX,11,TEN,2,2,17,0,0,24,1.0,1.0,3300,3.7
5,2015,Clay Harbor,JAX,12,LAC,2,1,12,0,0,18,1.0,1.0,2500,2.2
6,2015,Clay Harbor,JAX,14,IND,2,2,21,0,0,23,1.0,1.0,2500,4.1
7,2015,Clay Harbor,JAX,16,NO,1,1,7,0,0,32,0.0,0.0,2800,3.7
8,2015,Clay Harbor,JAX,17,HOU,1,1,18,0,0,10,0.0,0.0,2500,2.8
9,2016,Clay Harbor,DET,6,LAR,1,1,3,0,0,7,1.0,0.0,2500,1.3
10,2016,Clay Harbor,DET,7,WAS,2,2,16,0,0,29,1.0,0.0,2500,3.6
1,2015,Clive Walford,OAK,1,CIN,2,1,1,0,0,17,1.0,1.0,2700,1.1
2,2015,Clive Walford,OAK,2,BAL,2,1,4,0,0,4,1.0,1.0,0,1.4
3,2015,Clive Walford,OAK,4,CHI,1,0,0,0,0,13,0.0,1.0,2500,0.0
4,2015,Clive Walford,OAK,5,DEN,1,1,33,0,0,19,1.0,1.0,2500,4.3
5,2015,Clive Walford,OAK,7,LAC,2,2,42,1,0,18,0.0,1.0,2500,12.2
6,2015,Clive Walford,OAK,8,NYJ,3,2,13,0,0,3,1.0,1.0,4900,3.3
7,2015,Clive Walford,OAK,9,PIT,5,1,1,1,0,25,0.0,1.0,3300,7.1
8,2015,Clive Walford,OAK,10,MIN,3,2,18,1,0,15,1.0,1.0,4800,9.8
9,2015,Clive Walford,OAK,11,DET,3,2,25,0,0,27,0.0,0.0,2500,4.5
10,2015,Clive Walford,OAK,12,TEN,2,1,14,0,0,24,0.0,1.0,0,2.4
11,2015,Clive Walford,OAK,13,KC,5,5,53,0,0,2,1.0,1.0,4700,10.3
12,2015,Clive Walford,OAK,14,DEN,7,3,47,0,0,19,0.0,1.0,2500,7.7
13,2015,Clive Walford,OAK,15,GB,7,2,10,0,0,14,1.0,1.0,3000,3.0
14,2015,Clive Walford,OAK,16,LAC,3,1,22,0,0,18,1.0,1.0,2500,3.2
15,2015,Clive Walford,OAK,17,KC,4,4,46,0,0,2,0.0,1.0,4700,8.6
16,2016,Clive Walford,OAK,1,NO,5,3,25,0,0,13,0.0,0.0,3000,5.5
17,2016,Clive Walford,OAK,2,ATL,7,6,50,1,0,26,1.0,1.0,2500,17.0
18,2016,Clive Walford,OAK,3,TEN,3,2,27,0,0,15,0.0,1.0,2500,4.7
19,2016,Clive Walford,OAK,4,BAL,4,2,23,0,0,10,0.0,1.0,2600,4.3
20,2016,Clive Walford,OAK,6,KC,2,2,25,0,0,5,1.0,1.0,2500,4.5
21,2016,Clive Walford,OAK,7,JAX,2,1,5,0,0,16,0.0,1.0,2500,1.5
22,2016,Clive Walford,OAK,8,TB,4,3,31,0,0,14,0.0,1.0,2500,6.1
23,2016,Clive Walford,OAK,9,DEN,3,2,13,0,0,19,1.0,1.0,3600,3.3
24,2016,Clive Walford,OAK,11,HOU,4,2,28,0,0,3,1.0,1.0,2500,4.8
25,2016,Clive Walford,OAK,12,CAR,4,3,43,1,0,28,1.0,1.0,3500,13.3
26,2016,Clive Walford,OAK,13,BUF,3,1,18,0,0,6,1.0,1.0,2500,2.8
27,2016,Clive Walford,OAK,14,KC,3,2,21,0,0,5,0.0,1.0,2600,4.1
28,2016,Clive Walford,OAK,15,LAC,3,1,13,0,0,12,0.0,1.0,4100,2.3
29,2016,Clive Walford,OAK,16,IND,2,2,20,1,0,23,1.0,1.0,0,10.0
30,2016,Clive Walford,OAK,17,DEN,3,1,17,0,0,19,0.0,1.0,2500,2.7
31,2017,Clive Walford,OAK,2,NYJ,1,1,7,0,0,22,1.0,1.0,2500,1.7
32,2017,Clive Walford,OAK,3,WAS,1,1,-1,0,0,28,0.0,1.0,2500,0.9
33,2017,Clive Walford,OAK,7,KC,1,0,0,0,0,7,1.0,1.0,0,0.0
34,2017,Clive Walford,OAK,11,NE,2,1,4,0,0,10,1.0,1.0,2500,1.4
35,2017,Clive Walford,OAK,13,NYG,4,4,57,0,0,31,1.0,1.0,2600,9.7
36,2017,Clive Walford,OAK,14,KC,4,2,13,0,0,7,0.0,1.0,2500,3.3
1,2015,Coby Fleener,IND,1,BUF,1,1,5,0,0,8,0.0,0.0,3400,3.5
2,2015,Coby Fleener,IND,3,TEN,6,4,51,0,0,24,0.0,1.0,2500,9.1
3,2015,Coby Fleener,IND,4,JAX,12,9,83,1,0,28,1.0,0.0,2600,23.3
4,2015,Coby Fleener,IND,5,HOU,3,2,9,0,0,10,0.0,0.0,3900,2.9
5,2015,Coby Fleener,IND,6,NE,6,3,20,0,0,5,1.0,0.0,4500,5.0
6,2015,Coby Fleener,IND,7,NO,5,3,47,0,0,32,1.0,0.0,2500,7.7
7,2015,Coby Fleener,IND,8,CAR,11,7,43,1,0,12,0.0,1.0,2500,17.3
8,2015,Coby Fleener,IND,9,DEN,6,4,22,0,0,19,1.0,0.0,2500,6.2
9,2015,Coby Fleener,IND,11,ATL,5,3,45,0,0,29,0.0,0.0,2500,7.5
10,2015,Coby Fleener,IND,12,TB,3,3,27,0,0,21,1.0,0.0,2500,5.7
11,2015,Coby Fleener,IND,13,PIT,8,4,20,0,0,25,0.0,1.0,2500,6.0
