games,year,Name,Team,Week,Opponent,tar,rec,yds,td,yds/tar,yds/rec,def_rk,h/a_1,surface_0,points
7,2012,Tom Crabtree,GB,8,JAX,1,0,0,0,0.0,0.0,17,1.0,1.0,0.0
8,2012,Tom Crabtree,GB,9,ARI,2,1,72,1,36.0,72.0,28,1.0,1.0,13.2
9,2012,Tom Crabtree,GB,11,DET,0,0,0,0,0.0,0.0,18,0.0,0.0,0.0
10,2012,Tom Crabtree,GB,12,NYG,0,0,0,0,0.0,0.0,22,0.0,0.0,0.0
11,2012,Tom Crabtree,GB,13,MIN,2,2,20,0,10.0,10.0,11,1.0,1.0,2.0
12,2012,Tom Crabtree,GB,14,DET,1,0,0,0,0.0,0.0,18,1.0,1.0,0.0
13,2012,Tom Crabtree,GB,15,CHI,0,0,0,0,0.0,0.0,31,0.0,1.0,0.0
14,2012,Tom Crabtree,GB,17,MIN,0,0,0,0,0.0,0.0,11,0.0,0.0,0.0
15,2013,Tom Crabtree,TB,6,PHI,1,0,0,0,0.0,0.0,10,1.0,1.0,0.0
16,2013,Tom Crabtree,TB,7,ATL,2,1,14,0,7.0,14.0,17,0.0,0.0,1.4
17,2013,Tom Crabtree,TB,8,CAR,2,1,0,0,0.0,0.0,24,1.0,1.0,0.0
18,2013,Tom Crabtree,TB,9,SEA,1,1,2,1,2.0,2.0,16,0.0,0.0,6.2
19,2013,Tom Crabtree,TB,10,MIA,0,0,0,0,0.0,0.0,14,0.0,1.0,0.0
20,2013,Tom Crabtree,TB,11,ATL,1,1,5,0,5.0,5.0,17,1.0,1.0,0.5
21,2013,Tom Crabtree,TB,12,DET,0,0,0,0,0.0,0.0,15,0.0,0.0,0.0
1,2012,Tommy Gallarda,ATL,1,KC,0,0,0,0,0.0,0.0,8,0.0,1.0,0.0
2,2012,Tommy Gallarda,ATL,2,DEN,0,0,0,0,0.0,0.0,27,1.0,0.0,0.0
3,2012,Tommy Gallarda,ATL,3,LAC,1,0,0,0,0.0,0.0,6,0.0,1.0,0.0
4,2012,Tommy Gallarda,ATL,4,CAR,0,0,0,0,0.0,0.0,13,1.0,0.0,0.0
5,2012,Tommy Gallarda,ATL,5,WAS,2,1,7,0,3.5,7.0,30,0.0,1.0,0.7
6,2012,Tommy Gallarda,ATL,6,OAK,1,0,0,0,0.0,0.0,20,1.0,0.0,0.0
7,2012,Tommy Gallarda,ATL,8,PHI,0,0,0,0,0.0,0.0,4,0.0,1.0,0.0
8,2012,Tommy Gallarda,ATL,9,DAL,0,0,0,0,0.0,0.0,32,1.0,0.0,0.0
9,2012,Tommy Gallarda,ATL,10,NO,0,0,0,0,0.0,0.0,5,0.0,0.0,0.0
1,2012,Tony Gonzalez,ATL,1,KC,6,5,53,1,8.8,10.6,8,0.0,1.0,11.3
2,2012,Tony Gonzalez,ATL,2,DEN,10,7,70,1,7.0,10.0,27,1.0,0.0,13.0
3,2012,Tony Gonzalez,ATL,3,LAC,12,9,91,1,7.6,10.1,6,0.0,1.0,15.1
4,2012,Tony Gonzalez,ATL,4,CAR,5,5,51,0,10.2,10.2,13,1.0,0.0,5.1
5,2012,Tony Gonzalez,ATL,5,WAS,14,13,123,1,8.8,9.5,30,0.0,1.0,18.3
6,2012,Tony Gonzalez,ATL,6,OAK,7,4,42,0,6.0,10.5,20,1.0,0.0,4.2
7,2012,Tony Gonzalez,ATL,8,PHI,5,3,29,0,5.8,9.7,4,0.0,1.0,2.9
8,2012,Tony Gonzalez,ATL,9,DAL,5,4,36,0,7.2,9.0,32,1.0,0.0,3.6
9,2012,Tony Gonzalez,ATL,10,NO,15,11,122,2,8.1,11.1,5,0.0,0.0,24.2
10,2012,Tony Gonzalez,ATL,11,ARI,8,3,33,0,4.1,11.0,28,1.0,0.0,3.3
11,2012,Tony Gonzalez,ATL,12,TB,5,5,62,0,12.4,12.4,21,0.0,1.0,6.2
12,2012,Tony Gonzalez,ATL,13,NO,5,4,58,1,11.6,14.5,5,1.0,0.0,11.8
13,2012,Tony Gonzalez,ATL,14,CAR,9,8,61,0,6.8,7.6,13,0.0,1.0,6.1
14,2012,Tony Gonzalez,ATL,15,NYG,7,6,49,1,7.0,8.2,22,1.0,0.0,10.9
15,2012,Tony Gonzalez,ATL,16,DET,2,1,9,0,4.5,9.0,18,0.0,0.0,0.9
16,2012,Tony Gonzalez,ATL,17,TB,9,5,41,0,4.6,8.2,21,1.0,0.0,4.1
17,2013,Tony Gonzalez,ATL,1,NO,6,3,36,1,6.0,12.0,26,0.0,0.0,9.6
18,2013,Tony Gonzalez,ATL,2,LAR,8,4,33,0,4.1,8.2,23,1.0,0.0,3.3
19,2013,Tony Gonzalez,ATL,3,MIA,5,4,24,0,4.8,6.0,14,0.0,1.0,2.4
20,2013,Tony Gonzalez,ATL,4,NE,14,12,149,2,10.6,12.4,29,1.0,0.0,26.9
21,2013,Tony Gonzalez,ATL,5,NYJ,14,10,97,0,6.9,9.7,6,1.0,0.0,9.7
22,2013,Tony Gonzalez,ATL,7,TB,4,2,30,0,7.5,15.0,28,1.0,0.0,3.0
23,2013,Tony Gonzalez,ATL,8,ARI,8,3,26,0,3.2,8.7,1,0.0,1.0,2.6
24,2013,Tony Gonzalez,ATL,9,CAR,7,6,81,1,11.6,13.5,24,0.0,1.0,14.1
25,2013,Tony Gonzalez,ATL,10,SEA,5,3,29,0,5.8,9.7,16,1.0,0.0,2.9
26,2013,Tony Gonzalez,ATL,11,TB,9,7,63,0,7.0,9.0,28,0.0,1.0,8.3
27,2013,Tony Gonzalez,ATL,12,NO,6,4,43,0,7.2,10.8,26,1.0,0.0,4.3
28,2013,Tony Gonzalez,ATL,13,BUF,7,4,42,1,6.0,10.5,11,0.0,0.0,10.2
29,2013,Tony Gonzalez,ATL,14,GB,6,3,25,1,4.2,8.3,2,0.0,1.0,8.5
30,2013,Tony Gonzalez,ATL,15,WAS,7,6,62,1,8.9,10.3,32,1.0,0.0,12.2
31,2013,Tony Gonzalez,ATL,16,SF,11,8,63,1,5.7,7.9,12,0.0,1.0,12.3
32,2013,Tony Gonzalez,ATL,17,CAR,4,4,56,0,14.0,14.0,24,1.0,0.0,5.6
1,2012,Tony Moeaki,KC,1,ATL,6,3,37,0,6.2,12.3,9,1.0,1.0,3.7
2,2012,Tony Moeaki,KC,2,BUF,4,1,9,0,2.2,9.0,1,0.0,0.0,0.9
3,2012,Tony Moeaki,KC,3,NO,3,2,12,0,4.0,6.0,5,0.0,0.0,1.2
4,2012,Tony Moeaki,KC,4,LAC,4,3,18,0,4.5,6.0,6,1.0,1.0,1.8
5,2012,Tony Moeaki,KC,5,BAL,1,0,0,0,0.0,0.0,12,1.0,1.0,0.0
6,2012,Tony Moeaki,KC,6,TB,2,1,18,0,9.0,18.0,21,0.0,1.0,1.8
7,2012,Tony Moeaki,KC,8,OAK,8,4,57,0,7.1,14.2,20,1.0,1.0,5.7
8,2012,Tony Moeaki,KC,9,LAC,0,0,0,0,0.0,0.0,6,0.0,1.0,0.0
9,2012,Tony Moeaki,KC,10,PIT,6,3,68,0,11.3,22.7,19,0.0,1.0,6.8
10,2012,Tony Moeaki,KC,11,CIN,6,4,73,0,12.2,18.2,15,1.0,1.0,7.3
11,2012,Tony Moeaki,KC,12,DEN,2,2,40,0,20.0,20.0,27,1.0,1.0,4.0
12,2012,Tony Moeaki,KC,13,CAR,4,4,54,1,13.5,13.5,13,1.0,1.0,11.4
13,2012,Tony Moeaki,KC,14,CLE,2,1,10,0,5.0,10.0,10,0.0,1.0,1.0
14,2012,Tony Moeaki,KC,15,OAK,4,3,36,0,9.0,12.0,20,0.0,1.0,3.6
15,2012,Tony Moeaki,KC,17,DEN,4,2,21,0,5.2,10.5,27,0.0,1.0,2.1
16,2013,Tony Moeaki,BUF,16,MIA,0,0,0,0,0.0,0.0,14,1.0,0.0,0.0
17,2013,Tony Moeaki,BUF,17,NE,0,0,0,0,0.0,0.0,29,0.0,0.0,0.0
18,2014,Tony Moeaki,SEA,11,KC,1,1,1,1,1.0,1.0,2,1.0,0.0,6.1
19,2014,Tony Moeaki,SEA,12,ARI,4,4,34,0,8.5,8.5,32,1.0,0.0,3.4
20,2014,Tony Moeaki,SEA,13,SF,2,1,63,0,31.5,63.0,10,1.0,0.0,6.3
21,2014,Tony Moeaki,SEA,14,PHI,3,1,15,0,5.0,15.0,12,0.0,1.0,1.5
22,2014,Tony Moeaki,SEA,15,SF,2,0,0,0,0.0,0.0,10,1.0,0.0,0.0
23,2014,Tony Moeaki,SEA,17,LAR,1,1,21,0,21.0,21.0,1,1.0,0.0,2.1
24,2015,Tony Moeaki,ATL,5,WAS,0,0,0,0,0.0,0.0,16,1.0,0.0,0.0
25,2015,Tony Moeaki,ATL,6,NO,0,0,0,0,0.0,0.0,32,0.0,0.0,0.0
26,2015,Tony Moeaki,ATL,7,TEN,1,1,11,0,11.0,11.0,24,0.0,1.0,1.1
27,2015,Tony Moeaki,ATL,8,TB,0,0,0,0,0.0,0.0,21,1.0,0.0,0.0
28,2015,Tony Moeaki,ATL,9,SF,0,0,0,0,0.0,0.0,9,0.0,1.0,0.0
29,2015,Tony Moeaki,ATL,11,IND,0,0,0,0,0.0,0.0,23,1.0,0.0,0.0
30,2015,Tony Moeaki,ATL,12,MIN,0,0,0,0,0.0,0.0,15,1.0,0.0,0.0
31,2015,Tony Moeaki,ATL,14,CAR,0,0,0,0,0.0,0.0,12,0.0,1.0,0.0
32,2015,Tony Moeaki,ATL,15,JAX,1,0,0,0,0.0,0.0,28,0.0,1.0,0.0
33,2015,Tony Moeaki,ATL,16,CAR,0,0,0,0,0.0,0.0,12,1.0,0.0,0.0
34,2015,Tony Moeaki,ATL,17,NO,3,2,47,1,15.7,23.5,32,1.0,0.0,10.7
1,2012,Tony Scheffler,DET,1,LAR,8,5,30,0,3.8,6.0,3,1.0,0.0,3.0
2,2012,Tony Scheffler,DET,2,SF,3,1,13,0,4.3,13.0,23,0.0,1.0,1.3
3,2012,Tony Scheffler,DET,4,MIN,3,1,16,0,5.3,16.0,11,1.0,0.0,1.6
4,2012,Tony Scheffler,DET,6,PHI,5,3,81,0,16.2,27.0,4,0.0,1.0,8.1
5,2012,Tony Scheffler,DET,7,CHI,3,1,6,0,2.0,6.0,31,0.0,1.0,0.6
6,2012,Tony Scheffler,DET,8,SEA,8,4,46,0,5.8,11.5,16,1.0,0.0,4.6
7,2012,Tony Scheffler,DET,9,JAX,3,2,28,0,9.3,14.0,17,0.0,1.0,2.8
8,2012,Tony Scheffler,DET,10,MIN,1,0,0,0,0.0,0.0,11,0.0,0.0,0.0
9,2012,Tony Scheffler,DET,11,GB,10,2,22,0,2.2,11.0,14,1.0,0.0,2.2
10,2012,Tony Scheffler,DET,12,HOU,6,5,57,0,9.5,11.4,2,1.0,0.0,5.7
11,2012,Tony Scheffler,DET,13,IND,5,3,55,0,11.0,18.3,29,1.0,0.0,5.5
12,2012,Tony Scheffler,DET,14,GB,10,3,20,1,2.0,6.7,14,0.0,1.0,8.0
13,2012,Tony Scheffler,DET,15,ARI,7,3,36,0,5.1,12.0,28,0.0,1.0,3.6
14,2012,Tony Scheffler,DET,16,ATL,6,4,41,0,6.8,10.2,9,1.0,0.0,4.1
15,2012,Tony Scheffler,DET,17,CHI,7,5,53,0,7.6,10.6,31,1.0,0.0,5.3
16,2013,Tony Scheffler,DET,1,MIN,1,0,0,0,0.0,0.0,19,1.0,0.0,0.0
17,2013,Tony Scheffler,DET,2,ARI,0,0,0,0,0.0,0.0,1,0.0,1.0,0.0
18,2013,Tony Scheffler,DET,3,WAS,2,2,5,0,2.5,2.5,32,0.0,1.0,0.5
19,2013,Tony Scheffler,DET,4,CHI,2,1,22,0,11.0,22.0,20,1.0,0.0,2.2
20,2013,Tony Scheffler,DET,5,GB,7,4,55,0,7.9,13.8,2,0.0,1.0,5.5
1,2012,Travis Beckum,NYG,9,PIT,0,0,0,0,0.0,0.0,19,1.0,0.0,0.0
2,2012,Travis Beckum,NYG,10,CIN,1,0,0,0,0.0,0.0,15,0.0,0.0,0.0
3,2012,Travis Beckum,NYG,12,GB,0,0,0,0,0.0,0.0,14,1.0,0.0,0.0
4,2012,Travis Beckum,NYG,15,ATL,0,0,0,0,0.0,0.0,9,0.0,0.0,0.0
1,2013,Travis Kelce,KC,2,DAL,0,0,0,0,0.0,0.0,22,1.0,1.0,0.0
2,2014,Travis Kelce,KC,1,TEN,5,3,49,0,9.8,16.3,22,1.0,1.0,4.9
3,2014,Travis Kelce,KC,2,DEN,6,4,81,0,13.5,20.2,28,1.0,1.0,8.1
4,2014,Travis Kelce,KC,3,MIA,4,3,36,1,9.0,12.0,24,0.0,1.0,9.6
5,2014,Travis Kelce,KC,4,NE,9,8,93,1,10.3,11.6,27,1.0,1.0,15.3
6,2014,Travis Kelce,KC,5,SF,3,2,15,1,5.0,7.5,10,0.0,1.0,7.5
7,2014,Travis Kelce,KC,7,LAC,4,4,33,0,8.2,8.2,8,0.0,1.0,3.3
8,2014,Travis Kelce,KC,8,LAR,6,4,45,0,7.5,11.2,1,1.0,1.0,4.5
9,2014,Travis Kelce,KC,9,NYJ,5,4,67,1,13.4,16.8,25,1.0,1.0,12.7
10,2014,Travis Kelce,KC,10,BUF,2,2,19,0,9.5,9.5,3,0.0,0.0,1.9
11,2014,Travis Kelce,KC,11,SEA,5,3,37,0,7.4,12.3,11,1.0,1.0,1.7
12,2014,Travis Kelce,KC,12,OAK,5,4,67,0,13.4,16.8,16,1.0,1.0,6.7
13,2014,Travis Kelce,KC,13,DEN,3,3,36,0,12.0,12.0,28,1.0,1.0,3.6
14,2014,Travis Kelce,KC,14,ARI,9,7,110,0,12.2,15.7,32,0.0,1.0,9.0
15,2014,Travis Kelce,KC,15,OAK,6,5,59,1,9.8,11.8,16,1.0,1.0,9.9
16,2014,Travis Kelce,KC,16,PIT,7,4,31,0,4.4,7.8,13,1.0,1.0,3.1
17,2014,Travis Kelce,KC,17,LAC,8,7,84,0,10.5,12.0,8,1.0,1.0,14.4
18,2015,Travis Kelce,KC,1,HOU,6,6,106,2,17.7,17.7,10,0.0,0.0,22.6
19,2015,Travis Kelce,KC,2,DEN,5,4,58,0,11.6,14.5,19,1.0,1.0,5.8
20,2015,Travis Kelce,KC,3,GB,10,6,80,0,8.0,13.3,14,0.0,1.0,10.0
21,2015,Travis Kelce,KC,4,CIN,7,5,49,0,7.0,9.8,17,0.0,0.0,2.9
22,2015,Travis Kelce,KC,5,CHI,6,3,35,0,5.8,11.7,13,1.0,1.0,3.5
23,2015,Travis Kelce,KC,6,MIN,7,5,88,0,12.6,17.6,15,0.0,0.0,8.8
24,2015,Travis Kelce,KC,7,PIT,6,5,73,0,12.2,14.6,25,1.0,1.0,7.3
25,2015,Travis Kelce,KC,8,DET,8,6,49,1,6.1,8.2,27,1.0,1.0,10.9
26,2015,Travis Kelce,KC,10,DEN,9,5,36,0,4.0,7.2,19,0.0,1.0,3.6
27,2015,Travis Kelce,KC,11,LAC,7,5,46,0,6.6,9.2,18,0.0,1.0,4.6
28,2015,Travis Kelce,KC,12,BUF,7,4,69,1,9.9,17.2,8,1.0,1.0,12.9
29,2015,Travis Kelce,KC,13,OAK,3,2,42,0,14.0,21.0,30,0.0,1.0,4.2
30,2015,Travis Kelce,KC,14,LAC,5,3,18,0,3.6,6.0,18,1.0,1.0,1.8
31,2015,Travis Kelce,KC,15,BAL,7,6,73,0,10.4,12.2,4,0.0,1.0,7.3
32,2015,Travis Kelce,KC,16,CLE,8,6,43,1,5.4,7.2,6,1.0,1.0,10.3
33,2015,Travis Kelce,KC,17,OAK,2,1,10,0,5.0,10.0,30,1.0,1.0,1.0
34,2016,Travis Kelce,KC,1,LAC,7,6,74,0,10.6,12.3,12,1.0,1.0,7.4
35,2016,Travis Kelce,KC,2,HOU,7,5,34,0,4.9,6.8,3,0.0,0.0,3.4
36,2016,Travis Kelce,KC,3,NYJ,7,6,89,1,12.7,14.8,22,1.0,1.0,14.9
37,2016,Travis Kelce,KC,4,PIT,8,5,23,1,2.9,4.6,17,0.0,1.0,8.3
38,2016,Travis Kelce,KC,6,OAK,3,3,32,0,10.7,10.7,24,0.0,1.0,3.2
39,2016,Travis Kelce,KC,7,NO,3,2,24,0,8.0,12.0,13,1.0,1.0,2.4
40,2016,Travis Kelce,KC,8,IND,10,7,101,1,10.1,14.4,23,0.0,0.0,16.1
41,2016,Travis Kelce,KC,9,JAX,7,5,58,0,8.3,11.6,16,1.0,1.0,5.8
42,2016,Travis Kelce,KC,10,CAR,6,3,31,0,5.2,10.3,28,0.0,1.0,5.1
43,2016,Travis Kelce,KC,11,TB,9,7,108,0,12.0,15.4,14,1.0,1.0,10.3
44,2016,Travis Kelce,KC,12,DEN,15,8,101,0,6.7,12.6,19,0.0,1.0,10.1
45,2016,Travis Kelce,KC,13,ATL,8,8,140,0,17.5,17.5,26,0.0,0.0,14.0
46,2016,Travis Kelce,KC,14,OAK,8,5,101,0,12.6,20.2,24,1.0,1.0,10.1
47,2016,Travis Kelce,KC,15,TEN,5,3,41,0,8.2,13.7,15,1.0,1.0,4.1
48,2016,Travis Kelce,KC,16,DEN,12,11,160,1,13.3,14.5,19,1.0,1.0,22.0
49,2016,Travis Kelce,KC,17,LAC,2,1,8,0,4.0,8.0,12,0.0,1.0,0.8
50,2017,Travis Kelce,KC,1,NE,7,5,40,0,5.7,8.0,10,0.0,0.0,4.4
51,2017,Travis Kelce,KC,2,PHI,10,8,103,1,10.3,12.9,14,1.0,1.0,16.3
52,2017,Travis Kelce,KC,3,LAC,1,1,1,0,1.0,1.0,8,0.0,1.0,0.1
53,2017,Travis Kelce,KC,4,WAS,8,7,111,1,13.9,15.9,28,1.0,1.0,17.4
54,2017,Travis Kelce,KC,5,HOU,11,8,98,0,8.9,12.2,27,0.0,0.0,9.8
55,2017,Travis Kelce,KC,6,PIT,7,4,37,0,5.3,9.2,4,1.0,1.0,3.7
56,2017,Travis Kelce,KC,7,OAK,5,4,33,1,6.6,8.2,26,0.0,1.0,9.3
57,2017,Travis Kelce,KC,8,DEN,10,7,133,1,13.3,19.0,29,1.0,1.0,19.3
58,2017,Travis Kelce,KC,9,DAL,9,7,73,1,8.1,10.4,21,0.0,0.0,13.3
59,2017,Travis Kelce,KC,11,NYG,14,8,109,0,7.8,13.6,31,0.0,0.0,8.9
60,2017,Travis Kelce,KC,12,BUF,4,3,39,0,9.8,13.0,25,1.0,1.0,3.9
61,2017,Travis Kelce,KC,13,NYJ,8,4,94,2,11.8,23.5,22,0.0,0.0,21.4
62,2017,Travis Kelce,KC,14,OAK,13,7,74,0,5.7,10.6,26,1.0,1.0,7.4
63,2017,Travis Kelce,KC,15,LAC,7,6,46,0,6.6,7.7,8,1.0,1.0,4.6
64,2017,Travis Kelce,KC,16,MIA,8,4,47,1,5.9,11.8,32,1.0,1.0,10.7
65,2018,Travis Kelce,KC,2,PIT,10,7,109,2,10.9,15.6,30,0.0,1.0,32.9
66,2018,Travis Kelce,KC,3,SF,10,8,114,0,11.4,14.2,23,1.0,1.0,22.4
67,2018,Travis Kelce,KC,4,DEN,12,7,78,1,6.5,11.1,20,0.0,1.0,20.8
68,2018,Travis Kelce,KC,5,JAX,8,5,100,0,12.5,20.0,5,1.0,1.0,18.0
69,2018,Travis Kelce,KC,6,NE,9,5,61,0,6.8,12.2,28,0.0,0.0,11.1
1,2014,Trey Burton,PHI,1,JAX,0,0,0,0,0.0,0.0,30,1.0,1.0,0.0
2,2014,Trey Burton,PHI,2,IND,0,0,0,0,0.0,0.0,5,1.0,1.0,0.0
3,2014,Trey Burton,PHI,3,WAS,0,0,0,0,0.0,0.0,17,1.0,1.0,0.0
4,2014,Trey Burton,PHI,4,SF,0,0,0,0,0.0,0.0,10,0.0,1.0,0.0
5,2014,Trey Burton,PHI,5,LAR,0,0,0,0,0.0,0.0,1,1.0,1.0,0.0
6,2014,Trey Burton,PHI,6,NYG,0,0,0,0,0.0,0.0,18,1.0,1.0,1.0
7,2014,Trey Burton,PHI,8,ARI,0,0,0,0,0.0,0.0,32,1.0,1.0,0.0
8,2014,Trey Burton,PHI,9,HOU,0,0,0,0,0.0,0.0,15,0.0,0.0,0.0
9,2014,Trey Burton,PHI,10,CAR,0,0,0,0,0.0,0.0,21,0.0,1.0,0.0
10,2014,Trey Burton,PHI,11,GB,0,0,0,0,0.0,0.0,20,1.0,1.0,0.0
11,2014,Trey Burton,PHI,12,TEN,0,0,0,0,0.0,0.0,22,1.0,1.0,0.0
12,2014,Trey Burton,PHI,13,DAL,0,0,0,0,0.0,0.0,31,1.0,1.0,0.0
13,2014,Trey Burton,PHI,15,DAL,0,0,0,0,0.0,0.0,31,1.0,1.0,0.0
14,2014,Trey Burton,PHI,16,WAS,0,0,0,0,0.0,0.0,17,1.0,1.0,0.0
15,2014,Trey Burton,PHI,17,NYG,0,0,0,0,0.0,0.0,18,0.0,0.0,0.0
16,2015,Trey Burton,PHI,1,ATL,0,0,0,0,0.0,0.0,29,0.0,0.0,0.0
17,2015,Trey Burton,PHI,2,DAL,0,0,0,0,0.0,0.0,1,1.0,1.0,0.0
18,2015,Trey Burton,PHI,3,NYJ,0,0,0,0,0.0,0.0,3,0.0,0.0,0.0
19,2015,Trey Burton,PHI,4,WAS,0,0,0,0,0.0,0.0,16,0.0,1.0,0.0
20,2015,Trey Burton,PHI,5,NO,0,0,0,0,0.0,0.0,32,1.0,1.0,0.0
21,2015,Trey Burton,PHI,6,NYG,0,0,0,0,0.0,0.0,31,1.0,1.0,0.0
22,2015,Trey Burton,PHI,7,CAR,0,0,0,0,0.0,0.0,12,0.0,1.0,0.0
23,2015,Trey Burton,PHI,9,DAL,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0
24,2015,Trey Burton,PHI,10,MIA,0,0,0,0,0.0,0.0,7,1.0,1.0,0.0
25,2015,Trey Burton,PHI,11,TB,1,0,0,0,0.0,0.0,21,1.0,1.0,0.0
26,2015,Trey Burton,PHI,12,DET,2,2,49,0,24.5,24.5,27,0.0,0.0,4.9
27,2015,Trey Burton,PHI,13,NE,0,0,0,0,0.0,0.0,5,0.0,0.0,0.0
28,2015,Trey Burton,PHI,14,BUF,0,0,0,0,0.0,0.0,8,1.0,1.0,0.0
29,2015,Trey Burton,PHI,15,ARI,0,0,0,0,0.0,0.0,20,1.0,1.0,0.0
30,2015,Trey Burton,PHI,16,WAS,0,0,0,0,0.0,0.0,16,1.0,1.0,0.0
31,2015,Trey Burton,PHI,17,NYG,1,1,5,0,5.0,5.0,31,0.0,0.0,0.5
32,2016,Trey Burton,PHI,2,CHI,7,5,49,1,7.0,9.8,9,0.0,1.0,10.9
33,2016,Trey Burton,PHI,3,PIT,6,2,19,0,3.2,9.5,17,1.0,1.0,1.9
34,2016,Trey Burton,PHI,5,DET,2,1,5,0,2.5,5.0,27,0.0,0.0,0.5
35,2016,Trey Burton,PHI,6,WAS,1,1,7,0,7.0,7.0,29,0.0,1.0,0.7
36,2016,Trey Burton,PHI,7,MIN,1,0,0,0,0.0,0.0,11,1.0,1.0,0.0
37,2016,Trey Burton,PHI,8,DAL,2,1,6,0,3.0,6.0,32,0.0,0.0,0.6
38,2016,Trey Burton,PHI,9,NYG,3,3,55,0,18.3,18.3,20,0.0,0.0,5.5
39,2016,Trey Burton,PHI,10,ATL,0,0,0,0,0.0,0.0,26,1.0,1.0,0.0
40,2016,Trey Burton,PHI,11,SEA,2,1,14,0,7.0,14.0,4,0.0,0.0,1.4
41,2016,Trey Burton,PHI,12,GB,4,3,10,0,2.5,3.3,21,1.0,1.0,1.0
42,2016,Trey Burton,PHI,13,CIN,9,5,53,0,5.9,10.6,30,0.0,0.0,5.3
43,2016,Trey Burton,PHI,14,WAS,10,7,65,0,6.5,9.3,29,1.0,1.0,6.5
44,2016,Trey Burton,PHI,15,BAL,6,2,2,0,0.3,1.0,10,0.0,1.0,0.2
45,2016,Trey Burton,PHI,16,NYG,1,1,3,0,3.0,3.0,20,1.0,1.0,0.3
46,2016,Trey Burton,PHI,17,DAL,6,5,39,0,6.5,7.8,32,1.0,1.0,3.9
47,2017,Trey Burton,PHI,1,WAS,0,0,0,0,0.0,0.0,28,0.0,1.0,0.0
48,2017,Trey Burton,PHI,2,KC,1,1,10,0,10.0,10.0,7,0.0,1.0,1.0
49,2017,Trey Burton,PHI,3,NYG,3,2,7,0,2.3,3.5,31,1.0,1.0,0.7
50,2017,Trey Burton,PHI,4,LAC,0,0,0,0,0.0,0.0,8,0.0,1.0,0.0
51,2017,Trey Burton,PHI,5,ARI,2,2,16,1,8.0,8.0,17,1.0,1.0,7.6
52,2017,Trey Burton,PHI,6,CAR,1,1,9,0,9.0,9.0,6,0.0,1.0,0.9
53,2017,Trey Burton,PHI,7,WAS,1,1,7,0,7.0,7.0,28,1.0,1.0,0.7
54,2017,Trey Burton,PHI,8,SF,2,2,21,0,10.5,10.5,15,1.0,1.0,2.1
55,2017,Trey Burton,PHI,9,DEN,4,2,41,1,10.2,20.5,29,1.0,1.0,10.1
56,2017,Trey Burton,PHI,11,DAL,0,0,0,0,0.0,0.0,21,0.0,0.0,2.0
57,2017,Trey Burton,PHI,13,SEA,7,4,42,0,6.0,10.5,9,0.0,0.0,4.2
58,2017,Trey Burton,PHI,14,LAR,6,5,71,2,11.8,14.2,20,0.0,1.0,19.1
59,2017,Trey Burton,PHI,15,NYG,2,2,15,1,7.5,7.5,31,0.0,0.0,7.5
60,2017,Trey Burton,PHI,16,OAK,0,0,0,0,0.0,0.0,26,1.0,1.0,0.0
61,2017,Trey Burton,PHI,17,DAL,2,1,9,0,4.5,9.0,21,1.0,1.0,0.9
62,2018,Trey Burton,CHI,1,GB,6,1,15,0,2.5,15.0,10,0.0,1.0,2.5
63,2018,Trey Burton,CHI,2,SEA,4,4,20,1,5.0,5.0,3,1.0,1.0,12.2
64,2018,Trey Burton,CHI,3,ARI,5,4,55,0,11.0,13.8,6,0.0,1.0,9.5
65,2018,Trey Burton,CHI,4,TB,4,2,86,1,21.5,43.0,32,1.0,1.0,16.6
66,2018,Trey Burton,CHI,6,MIA,4,4,23,1,5.8,5.8,21,0.0,1.0,12.3
1,2014,Troy Niklas,ARI,1,LAC,0,0,0,0,0.0,0.0,8,1.0,1.0,0.0
2,2014,Troy Niklas,ARI,2,NYG,1,1,16,0,16.0,16.0,18,1.0,1.0,1.6
3,2014,Troy Niklas,ARI,3,SF,0,0,0,0,0.0,0.0,10,1.0,1.0,0.0
4,2014,Troy Niklas,ARI,5,DEN,0,0,0,0,0.0,0.0,28,1.0,1.0,0.0
5,2014,Troy Niklas,ARI,9,DAL,0,0,0,0,0.0,0.0,31,0.0,0.0,0.0
6,2014,Troy Niklas,ARI,10,LAR,1,1,17,0,17.0,17.0,1,1.0,1.0,1.7
7,2014,Troy Niklas,ARI,11,DET,1,1,5,0,5.0,5.0,7,1.0,1.0,0.5
8,2015,Troy Niklas,ARI,1,NO,0,0,0,0,0.0,0.0,32,1.0,1.0,0.0
9,2015,Troy Niklas,ARI,2,CHI,0,0,0,0,0.0,0.0,13,0.0,1.0,0.0
10,2015,Troy Niklas,ARI,3,SF,0,0,0,0,0.0,0.0,9,1.0,1.0,0.0
11,2015,Troy Niklas,ARI,4,LAR,0,0,0,0,0.0,0.0,26,1.0,1.0,0.0
12,2015,Troy Niklas,ARI,5,DET,0,0,0,0,0.0,0.0,27,0.0,0.0,0.0
13,2015,Troy Niklas,ARI,6,PIT,1,1,13,0,13.0,13.0,25,0.0,1.0,1.3
14,2015,Troy Niklas,ARI,7,BAL,0,0,0,0,0.0,0.0,4,1.0,1.0,0.0
15,2015,Troy Niklas,ARI,8,CLE,2,2,12,2,6.0,6.0,6,0.0,1.0,13.2
