games,year,Name,Team,Week,Opponent,tar,rec,yds,td,yds/tar,yds/rec,def_rk,h/a_1,surface_0,points
10,2012,Anthony McCoy,SEA,10,NYJ,0,0,0,0,0.0,0.0,26,1.0,0.0,0.0
11,2012,Anthony McCoy,SEA,12,MIA,3,2,23,1,7.7,11.5,7,0.0,1.0,8.3
12,2012,Anthony McCoy,SEA,13,CHI,1,1,11,0,11.0,11.0,31,0.0,1.0,1.1
13,2012,Anthony McCoy,SEA,14,ARI,3,3,105,0,35.0,35.0,28,1.0,0.0,10.5
14,2012,Anthony McCoy,SEA,15,BUF,1,0,0,0,0.0,0.0,1,0.0,0.0,0.0
15,2012,Anthony McCoy,SEA,16,SF,1,1,6,1,6.0,6.0,23,1.0,0.0,6.6
16,2012,Anthony McCoy,SEA,17,LAR,2,1,49,0,24.5,49.0,3,1.0,0.0,4.9
17,2015,Anthony McCoy,WAS,2,LAR,0,0,0,0,0.0,0.0,26,1.0,1.0,0.0
18,2015,Anthony McCoy,WAS,3,NYG,0,0,0,0,0.0,0.0,31,0.0,0.0,0.0
19,2015,Anthony McCoy,WAS,4,PHI,0,0,0,0,0.0,0.0,11,1.0,1.0,0.0
20,2015,Anthony McCoy,WAS,5,ATL,0,0,0,0,0.0,0.0,29,0.0,0.0,0.0
21,2015,Anthony McCoy,WAS,6,NYJ,0,0,0,0,0.0,0.0,3,0.0,0.0,0.0
22,2015,Anthony McCoy,WAS,7,TB,0,0,0,0,0.0,0.0,21,1.0,1.0,0.0
23,2015,Anthony McCoy,SEA,14,BAL,0,0,0,0,0.0,0.0,4,0.0,1.0,0.0
1,2012,Antonio Gates,LAC,1,OAK,8,4,43,0,5.4,10.8,20,0.0,1.0,4.3
2,2012,Antonio Gates,LAC,3,ATL,7,3,22,0,3.1,7.3,9,0.0,0.0,2.2
3,2012,Antonio Gates,LAC,4,KC,3,3,59,0,19.7,19.7,8,0.0,1.0,5.9
4,2012,Antonio Gates,LAC,5,NO,7,3,19,0,2.7,6.3,5,0.0,0.0,1.9
5,2012,Antonio Gates,LAC,6,DEN,10,6,81,2,8.1,13.5,27,0.0,1.0,20.1
6,2012,Antonio Gates,LAC,8,CLE,4,2,14,0,3.5,7.0,10,0.0,1.0,1.4
7,2012,Antonio Gates,LAC,9,KC,3,3,43,1,14.3,14.3,8,0.0,1.0,10.3
8,2012,Antonio Gates,LAC,10,TB,5,4,57,1,11.4,14.2,21,0.0,1.0,11.7
9,2012,Antonio Gates,LAC,11,DEN,4,2,17,0,4.2,8.5,27,0.0,1.0,1.7
10,2012,Antonio Gates,LAC,12,BAL,2,2,13,0,6.5,6.5,12,0.0,1.0,1.3
11,2012,Antonio Gates,LAC,13,CIN,8,6,49,0,6.1,8.2,15,0.0,0.0,4.9
12,2012,Antonio Gates,LAC,14,PIT,8,3,31,0,3.9,10.3,19,0.0,1.0,3.1
13,2012,Antonio Gates,LAC,15,CAR,6,4,31,1,5.2,7.8,13,0.0,1.0,9.1
14,2012,Antonio Gates,LAC,16,NYJ,3,2,44,1,14.7,22.0,26,0.0,0.0,10.4
15,2012,Antonio Gates,LAC,17,OAK,2,2,15,1,7.5,7.5,20,0.0,1.0,7.5
16,2013,Antonio Gates,LAC,1,HOU,4,2,49,0,12.2,24.5,25,0.0,0.0,4.9
17,2013,Antonio Gates,LAC,2,PHI,10,8,124,0,12.4,15.5,10,0.0,1.0,10.4
18,2013,Antonio Gates,LAC,3,TEN,7,5,55,1,7.9,11.0,30,0.0,1.0,11.5
19,2013,Antonio Gates,LAC,4,DAL,10,10,136,1,13.6,13.6,22,0.0,0.0,19.6
20,2013,Antonio Gates,LAC,5,OAK,10,7,74,0,7.4,10.6,27,0.0,1.0,7.4
21,2013,Antonio Gates,LAC,6,IND,8,4,28,0,3.5,7.0,4,0.0,0.0,2.8
22,2013,Antonio Gates,LAC,7,JAX,6,6,31,0,5.2,5.2,13,0.0,1.0,3.1
23,2013,Antonio Gates,LAC,9,WAS,10,6,53,0,5.3,8.8,32,0.0,1.0,5.3
24,2013,Antonio Gates,LAC,10,DEN,8,4,62,0,7.8,15.5,31,0.0,1.0,6.2
25,2013,Antonio Gates,LAC,11,MIA,6,4,52,1,8.7,13.0,14,0.0,1.0,11.2
26,2013,Antonio Gates,LAC,12,KC,8,3,21,0,2.6,7.0,3,0.0,1.0,2.1
27,2013,Antonio Gates,LAC,13,CIN,9,5,41,0,4.6,8.2,21,0.0,0.0,2.1
28,2013,Antonio Gates,LAC,14,NYG,6,4,50,0,8.3,12.5,18,0.0,0.0,5.0
29,2013,Antonio Gates,LAC,15,DEN,3,2,23,0,7.7,11.5,31,0.0,1.0,2.3
30,2013,Antonio Gates,LAC,16,OAK,3,3,42,0,14.0,14.0,27,0.0,1.0,4.2
31,2013,Antonio Gates,LAC,17,KC,5,4,31,1,6.2,7.8,3,0.0,1.0,9.1
32,2014,Antonio Gates,LAC,1,ARI,10,6,81,0,8.1,13.5,32,0.0,1.0,8.1
33,2014,Antonio Gates,LAC,2,SEA,7,7,96,3,13.7,13.7,11,0.0,0.0,27.6
34,2014,Antonio Gates,LAC,3,BUF,1,1,8,0,8.0,8.0,3,0.0,0.0,0.8
35,2014,Antonio Gates,LAC,4,JAX,5,3,30,0,6.0,10.0,30,0.0,1.0,3.0
36,2014,Antonio Gates,LAC,5,NYJ,6,4,60,2,10.0,15.0,25,0.0,0.0,18.0
37,2014,Antonio Gates,LAC,6,OAK,8,3,27,1,3.4,9.0,16,0.0,1.0,8.7
38,2014,Antonio Gates,LAC,7,KC,5,3,61,1,12.2,20.3,2,0.0,1.0,12.1
39,2014,Antonio Gates,LAC,8,DEN,8,5,54,2,6.8,10.8,28,0.0,1.0,17.4
40,2014,Antonio Gates,LAC,9,MIA,5,3,28,0,5.6,9.3,24,0.0,1.0,2.8
41,2014,Antonio Gates,LAC,11,OAK,3,3,32,0,10.7,10.7,16,0.0,1.0,3.2
42,2014,Antonio Gates,LAC,12,LAR,2,2,14,0,7.0,7.0,1,0.0,1.0,1.4
43,2014,Antonio Gates,LAC,13,BAL,8,7,83,0,10.4,11.9,4,0.0,1.0,8.3
44,2014,Antonio Gates,LAC,14,NE,8,5,34,0,4.2,6.8,27,0.0,0.0,3.4
45,2014,Antonio Gates,LAC,15,DEN,7,6,54,1,7.7,9.0,28,0.0,1.0,11.4
46,2014,Antonio Gates,LAC,16,SF,9,7,92,2,10.2,13.1,10,0.0,1.0,21.2
47,2014,Antonio Gates,LAC,17,KC,6,4,67,0,11.2,16.8,2,0.0,1.0,6.7
48,2015,Antonio Gates,LAC,5,PIT,11,9,92,2,8.4,10.2,25,0.0,1.0,21.2
49,2015,Antonio Gates,LAC,6,GB,16,9,95,0,5.9,10.6,14,0.0,1.0,9.5
50,2015,Antonio Gates,LAC,8,BAL,5,4,56,0,11.2,14.0,4,0.0,1.0,5.6
51,2015,Antonio Gates,LAC,9,CHI,11,6,69,0,6.3,11.5,13,0.0,1.0,6.9
52,2015,Antonio Gates,LAC,11,KC,3,1,6,0,2.0,6.0,2,0.0,1.0,0.6
53,2015,Antonio Gates,LAC,12,JAX,6,4,53,2,8.8,13.2,28,0.0,1.0,17.3
54,2015,Antonio Gates,LAC,13,DEN,9,6,50,0,5.6,8.3,19,0.0,1.0,5.0
55,2015,Antonio Gates,LAC,14,KC,8,6,76,0,9.5,12.7,2,0.0,1.0,7.6
56,2015,Antonio Gates,LAC,15,MIA,9,6,88,0,9.8,14.7,7,0.0,1.0,8.8
57,2015,Antonio Gates,LAC,16,OAK,2,2,11,0,5.5,5.5,30,0.0,1.0,1.1
58,2015,Antonio Gates,LAC,17,DEN,5,3,34,1,6.8,11.3,19,0.0,1.0,9.4
59,2016,Antonio Gates,LAC,1,KC,4,3,20,0,5.0,6.7,5,0.0,1.0,2.0
60,2016,Antonio Gates,LAC,2,JAX,5,3,15,1,3.0,5.0,16,0.0,1.0,7.5
61,2016,Antonio Gates,LAC,5,OAK,5,4,30,1,6.0,7.5,24,0.0,1.0,7.0
62,2016,Antonio Gates,LAC,6,DEN,6,2,16,0,2.7,8.0,19,0.0,1.0,1.6
63,2016,Antonio Gates,LAC,7,ATL,10,5,38,0,3.8,7.6,26,0.0,0.0,3.8
64,2016,Antonio Gates,LAC,8,DEN,9,4,33,1,3.7,8.2,19,0.0,1.0,9.3
65,2016,Antonio Gates,LAC,9,TEN,9,5,75,1,8.3,15.0,15,0.0,1.0,13.5
66,2016,Antonio Gates,LAC,10,MIA,9,4,63,1,7.0,15.8,25,0.0,1.0,12.3
67,2016,Antonio Gates,LAC,12,HOU,0,0,0,0,0.0,0.0,3,0.0,0.0,0.0
68,2016,Antonio Gates,LAC,13,TB,4,4,37,0,9.2,9.2,14,0.0,1.0,3.7
69,2016,Antonio Gates,LAC,14,CAR,9,5,61,0,6.8,12.2,28,0.0,1.0,6.1
70,2016,Antonio Gates,LAC,15,OAK,2,1,11,0,5.5,11.0,24,0.0,1.0,1.1
71,2016,Antonio Gates,LAC,16,CLE,13,8,94,1,7.2,11.8,31,0.0,1.0,15.4
72,2016,Antonio Gates,LAC,17,KC,8,5,55,1,6.9,11.0,5,0.0,1.0,11.5
73,2017,Antonio Gates,LAC,1,DEN,3,2,17,0,5.7,8.5,29,0.0,1.0,1.7
74,2017,Antonio Gates,LAC,2,MIA,4,2,11,1,2.8,5.5,32,0.0,1.0,7.1
75,2017,Antonio Gates,LAC,3,KC,5,2,30,0,6.0,15.0,7,0.0,1.0,3.0
76,2017,Antonio Gates,LAC,4,PHI,5,3,18,0,3.6,6.0,14,0.0,1.0,1.8
77,2017,Antonio Gates,LAC,5,NYG,3,2,23,0,7.7,11.5,31,0.0,0.0,2.3
78,2017,Antonio Gates,LAC,6,OAK,1,1,16,0,16.0,16.0,26,0.0,1.0,1.6
79,2017,Antonio Gates,LAC,7,DEN,1,1,4,0,4.0,4.0,29,0.0,1.0,0.4
80,2017,Antonio Gates,LAC,8,NE,2,2,25,0,12.5,12.5,10,0.0,0.0,2.5
81,2017,Antonio Gates,LAC,10,JAX,2,1,3,0,1.5,3.0,11,0.0,1.0,0.3
82,2017,Antonio Gates,LAC,11,BUF,2,0,0,0,0.0,0.0,25,0.0,0.0,0.0
83,2017,Antonio Gates,LAC,12,DAL,2,0,0,0,0.0,0.0,21,0.0,0.0,0.0
84,2017,Antonio Gates,LAC,13,CLE,4,3,32,0,8.0,10.7,30,0.0,1.0,3.2
85,2017,Antonio Gates,LAC,14,WAS,1,0,0,0,0.0,0.0,28,0.0,1.0,0.0
86,2017,Antonio Gates,LAC,15,KC,3,1,10,1,3.3,10.0,7,0.0,1.0,7.0
87,2017,Antonio Gates,LAC,16,NYJ,8,6,81,1,10.1,13.5,22,0.0,0.0,14.1
88,2017,Antonio Gates,LAC,17,OAK,6,4,46,0,7.7,11.5,26,0.0,1.0,4.6
89,2018,Antonio Gates,LAC,1,KC,3,2,16,0,5.3,8.0,27,1.0,1.0,5.6
90,2018,Antonio Gates,LAC,3,LAR,5,3,45,0,9.0,15.0,24,0.0,1.0,7.5
91,2018,Antonio Gates,LAC,4,SF,5,2,27,1,5.4,13.5,23,1.0,1.0,10.7
92,2018,Antonio Gates,LAC,5,OAK,2,2,19,0,9.5,9.5,7,1.0,1.0,3.9
1,2017,Antony Auclair,TB,5,NE,0,0,0,0,0.0,0.0,10,1.0,1.0,0.0
2,2017,Antony Auclair,TB,11,MIA,0,0,0,0,0.0,0.0,32,0.0,1.0,0.0
3,2017,Antony Auclair,TB,12,ATL,0,0,0,0,0.0,0.0,13,0.0,0.0,0.0
4,2017,Antony Auclair,TB,13,GB,1,1,11,0,11.0,11.0,5,0.0,1.0,1.1
5,2017,Antony Auclair,TB,14,DET,0,0,0,0,0.0,0.0,16,1.0,1.0,0.0
6,2017,Antony Auclair,TB,15,ATL,1,1,14,0,14.0,14.0,13,1.0,1.0,1.4
7,2017,Antony Auclair,TB,16,CAR,0,0,0,0,0.0,0.0,6,0.0,1.0,0.0
8,2017,Antony Auclair,TB,17,NO,0,0,0,0,0.0,0.0,2,1.0,1.0,0.0
9,2018,Antony Auclair,TB,4,CHI,1,1,8,0,8.0,8.0,13,0.0,1.0,1.8
1,2014,Asante Cleveland,SF,3,ARI,0,0,0,0,0.0,0.0,32,1.0,1.0,0.0
2,2014,Asante Cleveland,SF,13,SEA,0,0,0,0,0.0,0.0,11,1.0,1.0,0.0
3,2014,Asante Cleveland,SF,14,OAK,0,0,0,0,0.0,0.0,16,1.0,1.0,0.0
4,2014,Asante Cleveland,SF,15,SEA,1,0,0,0,0.0,0.0,11,0.0,0.0,0.0
5,2014,Asante Cleveland,SF,16,LAC,0,0,0,0,0.0,0.0,8,1.0,1.0,0.0
6,2014,Asante Cleveland,SF,17,ARI,0,0,0,0,0.0,0.0,32,1.0,1.0,0.0
7,2015,Asante Cleveland,NE,12,DEN,1,1,1,0,1.0,1.0,19,0.0,1.0,0.1
8,2015,Asante Cleveland,NE,13,PHI,0,0,0,0,0.0,0.0,11,1.0,0.0,0.0
9,2015,Asante Cleveland,NE,14,HOU,0,0,0,0,0.0,0.0,10,0.0,0.0,0.0
10,2015,Asante Cleveland,NE,15,TEN,0,0,0,0,0.0,0.0,24,1.0,0.0,0.0
11,2016,Asante Cleveland,LAC,3,IND,0,0,0,0,0.0,0.0,23,0.0,0.0,0.0
12,2016,Asante Cleveland,LAC,4,NO,0,0,0,0,0.0,0.0,13,0.0,0.0,0.0
13,2016,Asante Cleveland,LAC,9,TEN,0,0,0,0,0.0,0.0,15,0.0,1.0,0.0
14,2016,Asante Cleveland,LAC,10,MIA,0,0,0,0,0.0,0.0,25,0.0,1.0,0.0
1,2016,Austin Hooper,ATL,1,TB,1,1,14,0,14.0,14.0,14,1.0,0.0,1.4
2,2016,Austin Hooper,ATL,2,OAK,3,3,84,0,28.0,28.0,24,0.0,1.0,8.4
3,2016,Austin Hooper,ATL,3,NO,0,0,0,0,0.0,0.0,13,0.0,0.0,0.0
4,2016,Austin Hooper,ATL,4,CAR,1,1,42,1,42.0,42.0,28,1.0,0.0,10.2
5,2016,Austin Hooper,ATL,5,DEN,1,1,14,0,14.0,14.0,19,0.0,1.0,1.4
6,2016,Austin Hooper,ATL,6,SEA,0,0,0,0,0.0,0.0,4,0.0,0.0,0.0
7,2016,Austin Hooper,ATL,7,LAC,0,0,0,0,0.0,0.0,12,1.0,0.0,0.0
8,2016,Austin Hooper,ATL,8,GB,5,5,41,0,8.2,8.2,21,1.0,0.0,4.1
9,2016,Austin Hooper,ATL,9,TB,6,3,46,1,7.7,15.3,14,0.0,1.0,10.6
10,2016,Austin Hooper,ATL,10,PHI,3,1,8,0,2.7,8.0,2,0.0,1.0,0.8
11,2016,Austin Hooper,ATL,12,ARI,2,2,8,0,4.0,4.0,1,1.0,0.0,0.8
12,2016,Austin Hooper,ATL,13,KC,1,0,0,0,0.0,0.0,5,1.0,0.0,0.0
13,2016,Austin Hooper,ATL,14,LAR,3,1,5,0,1.7,5.0,7,0.0,1.0,0.5
14,2016,Austin Hooper,ATL,15,SF,1,1,9,1,9.0,9.0,18,1.0,0.0,6.9
15,2017,Austin Hooper,ATL,1,CHI,2,2,128,1,64.0,64.0,12,0.0,1.0,18.8
16,2017,Austin Hooper,ATL,2,GB,2,2,7,0,3.5,3.5,5,1.0,0.0,0.7
17,2017,Austin Hooper,ATL,3,DET,2,1,9,0,4.5,9.0,16,0.0,0.0,0.9
18,2017,Austin Hooper,ATL,4,BUF,7,5,50,0,7.1,10.0,25,1.0,0.0,5.0
19,2017,Austin Hooper,ATL,6,MIA,9,7,48,0,5.3,6.9,32,1.0,0.0,4.8
20,2017,Austin Hooper,ATL,7,NE,1,1,6,0,6.0,6.0,10,0.0,0.0,0.6
21,2017,Austin Hooper,ATL,8,NYJ,6,4,47,1,7.8,11.8,22,0.0,0.0,10.7
22,2017,Austin Hooper,ATL,9,CAR,6,3,36,0,6.0,12.0,6,0.0,1.0,3.6
23,2017,Austin Hooper,ATL,10,DAL,6,6,49,1,8.2,8.2,21,1.0,0.0,10.9
24,2017,Austin Hooper,ATL,11,SEA,2,2,-1,0,-0.5,-0.5,9,0.0,0.0,-0.1
25,2017,Austin Hooper,ATL,12,TB,5,3,38,0,7.6,12.7,3,1.0,0.0,3.8
26,2017,Austin Hooper,ATL,13,MIN,4,3,21,0,5.2,7.0,1,1.0,0.0,2.1
27,2017,Austin Hooper,ATL,14,NO,4,2,23,0,5.8,11.5,2,1.0,0.0,2.3
28,2017,Austin Hooper,ATL,15,TB,2,2,12,0,6.0,6.0,3,0.0,1.0,1.2
29,2017,Austin Hooper,ATL,16,NO,4,3,18,0,4.5,6.0,2,0.0,0.0,1.8
30,2017,Austin Hooper,ATL,17,CAR,3,3,35,0,11.7,11.7,6,1.0,0.0,3.5
31,2018,Austin Hooper,ATL,1,PHI,4,3,24,0,6.0,8.0,2,0.0,1.0,5.4
32,2018,Austin Hooper,ATL,2,CAR,5,5,59,1,11.8,11.8,31,1.0,0.0,16.9
33,2018,Austin Hooper,ATL,3,NO,4,3,23,0,5.8,7.7,4,1.0,0.0,7.3
34,2018,Austin Hooper,ATL,4,CIN,2,1,19,0,9.5,19.0,29,1.0,0.0,2.9
35,2018,Austin Hooper,ATL,5,PIT,12,9,77,0,6.4,8.6,30,0.0,1.0,16.7
36,2018,Austin Hooper,ATL,6,TB,10,9,71,1,7.1,7.9,32,1.0,0.0,22.1
1,2014,Austin Seferian-Jenkins,TB,1,CAR,2,1,26,0,13.0,26.0,21,1.0,1.0,2.6
2,2014,Austin Seferian-Jenkins,TB,4,PIT,7,3,44,0,6.3,14.7,13,1.0,1.0,4.4
3,2014,Austin Seferian-Jenkins,TB,5,NO,3,1,11,0,3.7,11.0,9,0.0,0.0,1.1
4,2014,Austin Seferian-Jenkins,TB,6,BAL,5,4,58,0,11.6,14.5,4,1.0,1.0,5.8
5,2014,Austin Seferian-Jenkins,TB,8,MIN,4,3,26,1,6.5,8.7,29,1.0,1.0,6.6
6,2014,Austin Seferian-Jenkins,TB,9,CLE,3,1,3,0,1.0,3.0,14,0.0,1.0,0.3
7,2014,Austin Seferian-Jenkins,TB,10,ATL,9,5,30,1,3.3,6.0,19,1.0,1.0,9.0
8,2014,Austin Seferian-Jenkins,TB,11,WAS,1,1,7,0,7.0,7.0,17,1.0,1.0,0.7
9,2014,Austin Seferian-Jenkins,TB,12,CHI,4,2,16,0,4.0,8.0,26,0.0,1.0,1.6
10,2015,Austin Seferian-Jenkins,TB,1,TEN,7,5,110,2,15.7,22.0,24,1.0,1.0,23.0
11,2015,Austin Seferian-Jenkins,TB,2,NO,3,2,29,0,9.7,14.5,32,0.0,0.0,2.9
12,2015,Austin Seferian-Jenkins,TB,13,ATL,6,3,31,0,5.2,10.3,29,1.0,1.0,3.1
13,2015,Austin Seferian-Jenkins,TB,14,NO,6,3,31,0,5.2,10.3,32,1.0,1.0,3.1
14,2015,Austin Seferian-Jenkins,TB,15,LAR,6,3,29,1,4.8,9.7,26,0.0,1.0,8.9
15,2015,Austin Seferian-Jenkins,TB,16,CHI,4,2,60,1,15.0,30.0,13,1.0,1.0,12.0
16,2015,Austin Seferian-Jenkins,TB,17,CAR,7,3,48,0,6.9,16.0,12,0.0,1.0,4.8
17,2016,Austin Seferian-Jenkins,TB,1,ATL,1,1,30,1,30.0,30.0,26,0.0,0.0,9.0
18,2016,Austin Seferian-Jenkins,TB,2,ARI,2,2,14,0,7.0,7.0,1,0.0,1.0,1.4
19,2016,Austin Seferian-Jenkins,NYJ,5,PIT,2,2,17,0,8.5,8.5,17,0.0,1.0,1.7
20,2016,Austin Seferian-Jenkins,NYJ,9,MIA,1,0,0,0,0.0,0.0,25,0.0,1.0,0.0
21,2016,Austin Seferian-Jenkins,NYJ,12,NE,2,1,9,0,4.5,9.0,8,1.0,0.0,0.9
22,2016,Austin Seferian-Jenkins,NYJ,13,IND,5,2,29,0,5.8,14.5,23,1.0,0.0,2.9
23,2016,Austin Seferian-Jenkins,NYJ,14,SF,3,3,35,0,11.7,11.7,18,0.0,1.0,3.5
24,2016,Austin Seferian-Jenkins,NYJ,15,MIA,2,1,3,0,1.5,3.0,25,1.0,0.0,0.3
25,2016,Austin Seferian-Jenkins,NYJ,16,NE,2,1,17,0,8.5,17.0,8,0.0,0.0,1.7
26,2017,Austin Seferian-Jenkins,NYJ,3,MIA,6,5,31,0,5.2,6.2,32,1.0,0.0,3.1
27,2017,Austin Seferian-Jenkins,NYJ,4,JAX,4,4,46,0,11.5,11.5,11,1.0,0.0,4.6
28,2017,Austin Seferian-Jenkins,NYJ,5,CLE,8,6,29,1,3.6,4.8,30,0.0,1.0,8.9
29,2017,Austin Seferian-Jenkins,NYJ,6,NE,11,8,46,1,4.2,5.8,10,1.0,0.0,8.6
30,2017,Austin Seferian-Jenkins,NYJ,7,MIA,5,3,21,1,4.2,7.0,32,0.0,1.0,8.1
31,2017,Austin Seferian-Jenkins,NYJ,8,ATL,5,5,28,0,5.6,5.6,13,1.0,0.0,2.8
32,2017,Austin Seferian-Jenkins,NYJ,9,BUF,2,2,20,0,10.0,10.0,25,1.0,0.0,2.0
33,2017,Austin Seferian-Jenkins,NYJ,10,TB,9,6,67,0,7.4,11.2,3,0.0,1.0,6.7
34,2017,Austin Seferian-Jenkins,NYJ,12,CAR,7,2,27,0,3.9,13.5,6,1.0,0.0,2.7
35,2017,Austin Seferian-Jenkins,NYJ,13,KC,3,2,7,0,2.3,3.5,7,1.0,0.0,0.7
36,2017,Austin Seferian-Jenkins,NYJ,14,DEN,4,1,1,0,0.2,1.0,29,0.0,1.0,0.1
37,2017,Austin Seferian-Jenkins,NYJ,15,NO,2,2,13,0,6.5,6.5,2,0.0,0.0,1.3
38,2017,Austin Seferian-Jenkins,NYJ,16,LAC,8,4,21,0,2.6,5.2,8,1.0,0.0,2.1
39,2018,Austin Seferian-Jenkins,JAX,1,NYG,5,3,25,0,5.0,8.3,9,0.0,0.0,5.5
40,2018,Austin Seferian-Jenkins,JAX,2,NE,5,3,23,1,4.6,7.7,28,1.0,1.0,11.3
41,2018,Austin Seferian-Jenkins,JAX,3,TEN,5,3,18,0,3.6,6.0,1,1.0,1.0,4.8
42,2018,Austin Seferian-Jenkins,JAX,4,NYJ,4,2,24,0,6.0,12.0,8,1.0,1.0,4.4
1,2017,Austin Traylor,DEN,11,CIN,5,4,36,0,7.2,9.0,23,1.0,1.0,3.6
2,2017,Austin Traylor,DEN,12,OAK,4,1,34,0,8.5,34.0,26,0.0,1.0,3.4
3,2017,Austin Traylor,DEN,13,MIA,2,2,16,0,8.0,8.0,32,0.0,1.0,1.6
4,2017,Austin Traylor,DEN,14,NYJ,0,0,0,0,0.0,0.0,22,1.0,1.0,0.0
5,2017,Austin Traylor,DEN,15,IND,0,0,0,0,0.0,0.0,18,0.0,0.0,0.0
6,2017,Austin Traylor,DEN,16,WAS,2,1,14,0,7.0,14.0,28,0.0,1.0,1.4
7,2017,Austin Traylor,DEN,17,KC,0,0,0,0,0.0,0.0,7,1.0,1.0,0.0
1,2012,Bear Pascoe,NYG,1,DAL,1,1,6,0,6.0,6.0,32,1.0,0.0,0.6
2,2012,Bear Pascoe,NYG,2,TB,0,0,0,0,0.0,0.0,21,1.0,0.0,0.0
3,2012,Bear Pascoe,NYG,3,CAR,1,0,0,0,0.0,0.0,13,0.0,1.0,0.0
4,2012,Bear Pascoe,NYG,4,PHI,2,1,6,1,3.0,6.0,4,0.0,1.0,6.6
5,2012,Bear Pascoe,NYG,5,CLE,1,1,7,0,7.0,7.0,10,1.0,0.0,0.7
6,2012,Bear Pascoe,NYG,6,SF,0,0,0,0,0.0,0.0,23,0.0,1.0,0.0
7,2012,Bear Pascoe,NYG,7,WAS,1,0,0,0,0.0,0.0,30,1.0,0.0,0.0
8,2012,Bear Pascoe,NYG,8,DAL,0,0,0,0,0.0,0.0,32,0.0,0.0,0.0
9,2012,Bear Pascoe,NYG,10,CIN,1,0,0,0,0.0,0.0,15,0.0,0.0,0.0
10,2012,Bear Pascoe,NYG,12,GB,0,0,0,0,0.0,0.0,14,1.0,0.0,0.0
11,2012,Bear Pascoe,NYG,13,WAS,1,1,16,0,16.0,16.0,30,0.0,1.0,1.6
12,2012,Bear Pascoe,NYG,14,NO,0,0,0,0,0.0,0.0,5,1.0,0.0,0.0
13,2012,Bear Pascoe,NYG,15,ATL,0,0,0,0,0.0,0.0,9,0.0,0.0,0.0
14,2012,Bear Pascoe,NYG,16,BAL,1,0,0,0,0.0,0.0,12,0.0,1.0,0.0
15,2012,Bear Pascoe,NYG,17,PHI,0,0,0,0,0.0,0.0,4,1.0,0.0,0.0
16,2013,Bear Pascoe,NYG,1,DAL,0,0,0,0,0.0,0.0,22,0.0,0.0,0.0
17,2013,Bear Pascoe,NYG,2,DEN,2,2,12,0,6.0,6.0,31,1.0,0.0,1.2
18,2013,Bear Pascoe,NYG,3,CAR,2,1,2,0,1.0,2.0,24,0.0,1.0,0.2
19,2013,Bear Pascoe,NYG,4,KC,1,0,0,0,0.0,0.0,3,0.0,1.0,0.0
20,2013,Bear Pascoe,NYG,5,PHI,0,0,0,0,0.0,0.0,10,1.0,0.0,0.0
21,2013,Bear Pascoe,NYG,6,CHI,2,1,14,0,7.0,14.0,20,0.0,1.0,1.4
22,2013,Bear Pascoe,NYG,7,MIN,2,1,4,0,2.0,4.0,19,0.0,0.0,0.4
23,2013,Bear Pascoe,NYG,8,PHI,0,0,0,0,0.0,0.0,10,1.0,0.0,0.0
24,2013,Bear Pascoe,NYG,10,OAK,0,0,0,0,0.0,0.0,27,1.0,0.0,0.0
25,2013,Bear Pascoe,NYG,11,GB,1,0,0,0,0.0,0.0,2,1.0,0.0,0.0
26,2013,Bear Pascoe,NYG,12,DAL,2,1,5,0,2.5,5.0,22,1.0,0.0,0.5
27,2013,Bear Pascoe,NYG,13,WAS,3,2,11,0,3.7,5.5,32,0.0,1.0,1.1
28,2013,Bear Pascoe,NYG,14,LAC,1,1,14,0,14.0,14.0,7,0.0,1.0,1.4
29,2013,Bear Pascoe,NYG,15,SEA,2,2,12,0,6.0,6.0,16,1.0,0.0,1.2
30,2013,Bear Pascoe,NYG,16,DET,2,1,7,0,3.5,7.0,15,0.0,0.0,0.9
31,2013,Bear Pascoe,NYG,17,WAS,0,0,0,0,0.0,0.0,32,1.0,0.0,0.0
32,2014,Bear Pascoe,ATL,1,NO,0,0,0,0,0.0,0.0,9,1.0,0.0,0.0
33,2014,Bear Pascoe,ATL,2,CIN,0,0,0,0,0.0,0.0,6,1.0,0.0,0.0
34,2014,Bear Pascoe,ATL,3,TB,0,0,0,0,0.0,0.0,23,1.0,0.0,0.0
35,2014,Bear Pascoe,ATL,4,MIN,0,0,0,0,0.0,0.0,29,1.0,0.0,0.0
36,2014,Bear Pascoe,ATL,5,NYG,0,0,0,0,0.0,0.0,18,1.0,0.0,0.0
37,2014,Bear Pascoe,ATL,6,CHI,0,0,0,0,0.0,0.0,26,1.0,0.0,0.0
38,2014,Bear Pascoe,ATL,7,BAL,0,0,0,0,0.0,0.0,4,1.0,0.0,0.0
39,2014,Bear Pascoe,ATL,8,DET,1,1,1,1,1.0,1.0,7,1.0,0.0,6.1
40,2014,Bear Pascoe,ATL,10,TB,0,0,0,0,0.0,0.0,23,1.0,0.0,0.0
41,2014,Bear Pascoe,ATL,11,CAR,0,0,0,0,0.0,0.0,21,0.0,1.0,0.0
42,2014,Bear Pascoe,ATL,12,CLE,0,0,0,0,0.0,0.0,14,1.0,0.0,0.0
43,2014,Bear Pascoe,ATL,13,ARI,0,0,0,0,0.0,0.0,32,1.0,0.0,0.0
44,2014,Bear Pascoe,ATL,14,GB,0,0,0,0,0.0,0.0,20,0.0,1.0,0.0
