PassingAttempts,PassingRating,PlayerID,comp,comp%,def_rk,int,points,ru_att,ru_td,ru_yds,ru_yds/att,salary,td,yds,yds/att,h/a_encoded,surface_encoded,passingattempts_car,passingrating_car,playerid_car,comp_car,comp%_car,def_rk_car,int_car,points_car,ru_att_car,ru_td_car,ru_yds_car,ru_yds/att_car,salary_car,td_car,yds_car,yds/att_car,h/a_encoded_car,surface_encoded_car,year
0,0.0,29736,0,0.0,54,0,0.0,0,0,0,0.0,10200,0,0,0.0,0,0,0.0,0.0,29736.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,0.0,0.0,0.0,0.0,0.0,2015
42,81.75,14868,28,66.7,3,1,21.72,6,1,22,3.7,5100,1,263,6.3,1,1,21.0,40.88,22302.0,14.0,33.35,28.5,0.5,10.86,3.0,0.5,11.0,1.85,7650.0,0.5,131.5,3.15,0.5,0.5,2015
42,75.3,14868,24,57.1,29,2,20.72,8,0,38,4.8,5100,2,298,7.1,0,0,28.0,52.35,19824.0,17.33,41.27,28.67,1.0,14.15,4.67,0.33,20.0,2.83,6800.0,1.0,187.0,4.47,0.33,0.33,2015
0,0.0,14868,0,0.0,30,0,0.0,0,0,0,0.0,5100,0,0,0.0,0,0,21.0,39.26,18585.0,13.0,30.95,29.0,0.75,10.61,3.5,0.25,15.0,2.12,6375.0,0.75,140.25,3.35,0.25,0.25,2015
0,0.0,14868,0,0.0,21,0,0.6,2,0,6,3.0,5000,0,0,0.0,0,0,16.8,31.41,17841.6,10.4,24.76,27.4,0.6,8.61,3.2,0.2,13.2,2.3,6100.0,0.6,112.2,2.68,0.2,0.2,2015
0,0.0,14868,0,0.0,14,0,0.0,0,0,0,0.0,7000,0,0,0.0,1,1,14.0,26.18,17346.0,8.67,20.63,25.17,0.5,7.17,2.67,0.17,11.0,1.92,6250.0,0.5,93.5,2.23,0.33,0.33,2015
36,70.25,4932,20,55.6,5,0,8.36,1,0,8,8.0,7400,0,189,5.2,0,1,36.0,70.25,4932.0,20.0,55.6,5.0,0.0,8.36,1.0,0.0,8.0,8.0,7400.0,0.0,189.0,5.2,0.0,1.0,2015
40,105.42,4932,27,67.5,8,0,20.98,2,0,23,11.5,7800,2,292,7.3,0,1,38.0,87.84,4932.0,23.5,61.55,6.5,0.0,14.67,1.5,0.0,15.5,9.75,7600.0,1.0,240.5,6.25,0.0,1.0,2015
32,119.14,4932,23,71.9,21,0,19.16,0,0,0,0.0,5100,2,279,8.7,0,0,36.0,98.27,4932.0,23.33,65.0,11.33,0.0,16.17,1.0,0.0,10.33,6.5,6766.67,1.33,253.33,7.07,0.0,0.67,2015
35,91.61,4932,20,57.1,17,1,19.28,3,0,-2,-0.7,6100,3,212,6.1,0,1,35.75,96.6,4932.0,22.5,63.02,12.75,0.25,16.94,1.5,0.0,7.25,4.7,6600.0,1.75,243.0,6.82,0.0,0.75,2015
108,220.38,9864,82,151.8,32,2,65.48,2,0,22,22.0,10200,6,882,16.4,0,0,50.2,121.36,5918.4,34.4,80.78,16.6,0.6,26.65,1.6,0.0,10.2,8.16,7320.0,2.6,370.8,8.74,0.0,0.6,2015
38,62.28,4932,24,63.2,30,2,10.76,1,0,12,12.0,5400,1,189,5.0,0,0,48.17,111.51,5754.0,32.67,77.85,18.83,0.83,24.0,1.5,0.0,10.5,8.8,7000.0,2.33,340.5,8.12,0.0,0.5,2015
24,76.74,4932,13,54.2,5,0,6.4,4,0,-4,-1.0,7200,0,170,7.1,0,1,44.71,106.55,5636.57,29.86,74.47,16.86,0.71,21.49,1.86,0.0,8.43,7.4,7028.57,2.0,316.14,7.97,0.0,0.57,2015
41,138.21,4932,30,73.2,32,0,41.0,0,0,0,0.0,6600,6,350,8.5,0,1,44.25,110.5,5548.5,29.88,74.31,18.75,0.62,23.93,1.62,0.0,7.38,6.48,6975.0,2.5,320.38,8.04,0.0,0.62,2015
40,74.27,4932,26,65.0,22,2,14.42,1,0,-1,-1.0,6300,2,213,5.3,0,0,43.78,106.48,5480.0,29.44,73.28,19.11,0.78,22.87,1.56,0.0,6.44,5.64,6900.0,2.44,308.44,7.73,0.0,0.56,2015
44,96.87,4932,24,54.5,15,0,25.44,1,0,10,10.0,8600,2,361,8.2,0,1,43.8,105.52,5425.2,28.9,71.4,18.7,0.7,23.13,1.5,0.0,6.8,6.08,7070.0,2.4,313.7,7.78,0.0,0.6,2015
51,59.35,4932,26,51.0,21,3,20.84,0,0,0,0.0,6700,2,321,6.3,0,0,44.45,101.32,5380.36,28.64,69.55,18.91,0.91,22.92,1.36,0.0,6.18,5.53,7036.36,2.36,314.36,7.65,0.0,0.55,2015
34,80.15,4932,18,52.9,14,1,15.08,1,0,2,2.0,5000,1,297,8.7,0,1,43.58,99.56,5343.0,27.75,68.16,18.5,0.92,22.27,1.33,0.0,5.83,5.23,6866.67,2.25,312.92,7.73,0.0,0.58,2015
31,151.55,4932,27,87.1,18,0,31.28,3,0,-2,-0.7,6800,4,337,10.9,0,0,42.62,103.56,5311.38,27.69,69.62,18.46,0.85,22.96,1.46,0.0,5.23,4.78,6861.54,2.38,314.77,7.98,0.0,0.54,2015
46,96.74,4932,29,63.0,6,1,25.2,1,0,4,4.0,7800,4,245,5.3,0,0,42.86,103.07,5284.29,27.79,69.14,17.57,0.86,23.12,1.43,0.0,5.14,4.72,6928.57,2.5,309.79,7.79,0.0,0.5,2015
29,50.72,4932,15,51.7,11,3,10.36,1,0,0,0.0,7500,1,234,8.1,0,1,41.93,99.58,5260.8,26.93,67.98,17.13,1.0,22.27,1.4,0.0,4.8,4.41,6966.67,2.4,304.73,7.81,0.0,0.53,2015
43,93.36,4932,24,55.8,30,0,22.98,1,0,9,9.0,5000,2,302,7.0,0,0,42.0,99.19,5240.25,26.75,67.22,17.94,0.94,22.31,1.38,0.0,5.06,4.69,6843.75,2.38,304.56,7.76,0.0,0.5,2015
42,87.9,14895,27,64.3,20,1,21.0,2,0,34,17.0,5000,2,265,6.3,0,0,42.0,87.9,14895.0,27.0,64.3,20.0,1.0,21.0,2.0,0.0,34.0,17.0,5000.0,2.0,265.0,6.3,0.0,0.0,2015
33,63.95,16762,16,48.5,27,2,16.2,6,0,18,3.0,6400,2,210,6.4,1,0,33.0,63.95,16762.0,16.0,48.5,27.0,2.0,16.2,6.0,0.0,18.0,3.0,6400.0,2.0,210.0,6.4,1.0,0.0,2015
21,114.58,16762,14,66.7,32,0,19.58,6,1,23,3.8,7200,1,207,9.9,0,1,27.0,89.26,16762.0,15.0,57.6,29.5,1.0,17.89,6.0,0.5,20.5,3.4,6800.0,1.5,208.5,8.15,0.5,0.5,2015
36,69.33,16762,17,47.2,4,1,13.44,0,0,0,0.0,7900,1,261,7.2,0,1,30.0,82.62,16762.0,15.67,54.13,21.0,1.0,16.41,4.0,0.33,13.67,2.27,7166.67,1.33,226.0,7.83,0.33,0.67,2015
43,57.03,16762,26,60.5,6,4,16.68,4,0,12,3.0,5100,2,287,6.7,1,0,33.25,76.22,16762.0,18.25,55.72,17.25,1.75,16.48,4.0,0.25,13.25,2.45,6650.0,1.5,241.25,7.55,0.5,0.5,2015
38,244.96,33524,26,136.8,58,0,30.52,8,0,18,4.4,11800,2,418,22.0,2,0,34.2,109.97,20114.4,19.8,71.94,25.4,1.4,19.28,4.8,0.2,14.2,2.84,7680.0,1.6,276.6,10.44,0.8,0.4,2015
29,128.09,16762,21,72.4,21,0,20.38,1,0,5,5.0,5100,2,297,10.2,0,0,33.33,112.99,19555.67,20.0,72.02,24.67,1.17,19.47,4.17,0.17,12.67,3.2,7250.0,1.67,280.0,10.4,0.67,0.33,2015
29,84.99,16762,16,55.2,8,0,19.48,3,1,24,8.0,7400,1,177,6.1,0,1,32.71,108.99,19156.57,19.43,69.61,22.29,1.0,19.47,4.0,0.29,14.29,3.89,7271.43,1.57,265.29,9.79,0.57,0.43,2015
36,74.65,16762,19,52.8,31,0,18.28,3,1,24,8.0,5200,0,247,6.9,1,0,33.12,104.7,18857.25,19.38,67.51,23.38,0.88,19.32,3.88,0.38,15.5,4.4,7012.5,1.38,263.0,9.43,0.62,0.38,2015
39,55.93,16762,22,56.4,5,2,14.86,3,1,3,1.0,5100,0,264,6.8,1,0,33.78,99.28,18624.44,19.67,66.28,21.33,1.0,18.82,3.78,0.44,14.11,4.02,6800.0,1.22,263.11,9.13,0.67,0.33,2015
29,131.61,16762,19,65.5,30,0,29.84,4,0,0,0.0,5000,5,246,8.5,0,0,33.3,102.51,18438.2,19.6,66.2,22.2,0.9,19.93,3.8,0.4,12.7,3.62,6620.0,1.6,261.4,9.07,0.6,0.3,2015
36,74.42,16762,20,55.6,26,1,15.5,3,0,27,9.0,5900,1,245,6.8,0,1,33.55,99.96,18285.82,19.64,65.24,22.55,0.91,19.52,3.73,0.36,14.0,4.11,6554.55,1.55,259.91,8.86,0.55,0.36,2015
27,89.58,16762,18,66.7,8,1,19.58,5,1,15,3.0,6200,1,227,8.4,1,0,33.0,99.09,18158.83,19.5,65.36,21.33,0.92,19.53,3.83,0.42,14.08,4.02,6525.0,1.5,257.17,8.83,0.58,0.33,2015
32,83.07,16762,18,56.2,32,0,13.68,3,0,24,8.0,5100,1,182,5.7,1,0,32.92,97.86,18051.38,19.38,64.65,22.15,0.85,19.08,3.77,0.38,14.85,4.32,6415.38,1.46,251.38,8.58,0.62,0.31,2015
50,85.67,16762,29,58.0,10,1,24.02,2,0,5,2.5,5100,2,363,7.3,0,0,34.14,96.99,17959.29,20.07,64.18,21.29,0.86,19.43,3.64,0.36,14.14,4.19,6321.43,1.5,259.36,8.49,0.57,0.29,2015
29,96.19,16762,15,51.7,25,1,19.8,4,0,10,2.5,5200,2,295,10.2,1,0,33.8,96.94,17879.47,19.73,63.35,21.53,0.87,19.46,3.67,0.33,13.87,4.08,6246.67,1.53,261.73,8.61,0.6,0.27,2015
47,64.58,16762,29,61.7,6,2,21.4,3,1,14,4.7,5300,0,325,6.9,0,0,34.62,94.91,17809.62,20.31,63.24,20.56,0.94,19.58,3.62,0.38,13.88,4.12,6187.5,1.44,265.69,8.5,0.56,0.25,2015
36,67.48,8972,18,50.0,7,1,15.1,4,0,31,7.8,7000,1,225,6.2,1,0,36.0,67.48,8972.0,18.0,50.0,7.0,1.0,15.1,4.0,0.0,31.0,7.8,7000.0,1.0,225.0,6.2,1.0,0.0,2015
9,116.2,8972,8,88.9,12,1,10.2,3,0,24,8.0,5100,1,120,13.3,1,0,22.5,91.84,8972.0,13.0,69.45,9.5,1.0,12.65,3.5,0.0,27.5,7.9,6050.0,1.0,172.5,9.75,1.0,0.0,2015
43,89.39,8972,28,65.1,20,1,18.24,1,0,0,0.0,5000,2,281,6.5,1,0,29.33,91.02,8972.0,18.0,68.0,13.0,1.0,14.51,2.67,0.0,18.33,5.27,5700.0,1.33,208.67,8.67,1.0,0.0,2015
90,176.76,17944,52,115.6,18,0,37.16,8,0,30,7.6,10200,4,504,11.2,0,0,44.5,112.46,11215.0,26.5,79.9,14.25,0.75,20.17,4.0,0.0,21.25,5.85,6825.0,2.0,282.5,9.3,0.75,0.0,2015
41,88.77,8972,26,63.4,23,1,23.32,2,0,12,6.0,5200,1,353,8.6,0,1,43.8,107.72,10766.4,26.4,76.6,16.0,0.8,20.8,3.6,0.0,19.4,5.88,6500.0,1.8,296.6,9.16,0.6,0.2,2015
33,94.38,8972,22,66.7,11,0,19.54,2,1,11,5.5,5800,1,211,6.4,1,0,42.0,105.5,10467.33,25.67,74.95,15.17,0.67,20.59,3.33,0.17,18.0,5.82,6383.33,1.67,282.33,8.7,0.67,0.17,2015
40,100.52,8972,27,67.5,13,1,22.6,3,0,-2,-0.7,5300,2,345,8.6,0,0,41.71,104.79,10253.71,25.86,73.89,14.86,0.71,20.88,3.29,0.14,15.14,4.89,6228.57,1.71,291.29,8.69,0.57,0.14,2015
24,151.04,8972,19,79.2,10,0,24.72,3,0,24,8.0,5000,3,258,10.8,0,0,39.5,110.57,10093.5,25.0,74.55,14.25,0.62,21.36,3.25,0.12,16.25,5.28,6075.0,1.88,287.12,8.95,0.5,0.12,2015
32,70.44,8972,18,56.2,1,1,11.5,3,0,29,9.7,5000,0,265,8.3,1,0,38.67,106.11,9968.89,24.22,72.51,12.78,0.67,20.26,3.22,0.11,17.67,5.77,5955.56,1.67,284.67,8.88,0.56,0.11,2015
31,90.79,8972,19,61.3,7,0,12.9,4,0,9,2.2,5000,1,200,6.5,0,0,37.9,104.58,9869.2,23.7,71.39,12.2,0.6,19.53,3.3,0.1,16.8,5.41,5860.0,1.6,276.2,8.64,0.5,0.1,2015
