games,year,Name,Team,Week,Opponent,att,yds,td,tar,rec_yds,def_rk,h/a_1,surface_0,points
19,2017,Mike Davis,SEA,16,DAL,15,25,0,5,18,8,0.0,0.0,8.3
20,2017,Mike Davis,SEA,17,ARI,10,48,0,3,16,5,1.0,0.0,8.4
21,2018,Mike Davis,SEA,2,CHI,3,3,0,1,-1,1,0.0,1.0,1.2
22,2018,Mike Davis,SEA,3,DAL,0,0,0,1,7,16,1.0,0.0,1.7
23,2018,Mike Davis,SEA,3,DAL,0,0,0,1,7,10,1.0,0.0,1.7
24,2018,Mike Davis,SEA,4,ARI,21,101,2,4,23,31,0.0,1.0,31.4
25,2018,Mike Davis,SEA,4,ARI,21,101,2,4,23,31,0.0,1.0,31.4
26,2018,Mike Davis,SEA,5,LAR,12,68,1,2,7,14,1.0,0.0,15.5
27,2018,Mike Davis,SEA,6,OAK,6,21,0,3,5,23,0.0,1.0,3.6
28,2018,Mike Davis,SEA,8,DET,10,33,0,1,2,19,0.0,0.0,4.5
1,2015,Mike Gillislee,BUF,13,HOU,7,41,0,1,5,7,1.0,0.0,5.6
2,2015,Mike Gillislee,BUF,14,PHI,3,24,1,1,6,28,0.0,1.0,10.0
3,2015,Mike Gillislee,BUF,15,WAS,4,81,1,2,2,20,0.0,1.0,16.3
4,2015,Mike Gillislee,BUF,16,DAL,9,93,1,2,16,25,1.0,0.0,18.9
5,2015,Mike Gillislee,BUF,17,NYJ,24,28,0,1,0,5,1.0,0.0,1.8
6,2016,Mike Gillislee,BUF,1,BAL,0,0,0,1,-4,13,0.0,1.0,0.6
7,2016,Mike Gillislee,BUF,2,NYJ,0,0,0,1,18,19,1.0,0.0,8.8
8,2016,Mike Gillislee,BUF,3,ARI,3,20,0,0,0,1,1.0,0.0,2.0
9,2016,Mike Gillislee,BUF,4,NE,6,30,0,2,13,7,0.0,0.0,5.3
10,2016,Mike Gillislee,BUF,5,LAR,2,6,1,0,0,16,0.0,1.0,6.6
11,2016,Mike Gillislee,BUF,6,SF,6,60,1,0,0,32,1.0,0.0,12.0
12,2016,Mike Gillislee,BUF,7,MIA,5,20,0,0,0,20,0.0,1.0,2.0
13,2016,Mike Gillislee,BUF,8,NE,12,85,1,3,9,7,1.0,0.0,18.4
14,2016,Mike Gillislee,BUF,9,SEA,8,32,1,2,4,4,0.0,0.0,11.6
15,2016,Mike Gillislee,BUF,11,CIN,14,72,0,1,0,21,0.0,0.0,7.2
16,2016,Mike Gillislee,BUF,13,OAK,8,49,2,0,0,23,0.0,1.0,16.9
17,2016,Mike Gillislee,BUF,14,PIT,2,34,0,0,0,27,1.0,0.0,3.4
18,2016,Mike Gillislee,BUF,15,CLE,9,37,1,0,0,31,1.0,0.0,9.7
19,2016,Mike Gillislee,BUF,16,MIA,11,91,0,0,0,20,1.0,0.0,9.1
20,2016,Mike Gillislee,BUF,17,NYJ,15,40,1,1,10,19,0.0,0.0,12.0
21,2017,Mike Gillislee,NE,1,KC,15,45,3,0,0,6,1.0,0.0,22.5
22,2017,Mike Gillislee,NE,2,NO,18,69,1,0,0,17,0.0,0.0,12.9
23,2017,Mike Gillislee,NE,3,HOU,12,31,0,0,0,7,1.0,0.0,3.1
24,2017,Mike Gillislee,NE,4,CAR,12,49,0,0,0,3,1.0,0.0,4.9
25,2017,Mike Gillislee,NE,5,TB,12,52,0,0,0,29,0.0,1.0,5.2
26,2017,Mike Gillislee,NE,6,NYJ,10,44,0,0,0,21,0.0,0.0,3.4
27,2017,Mike Gillislee,NE,7,ATL,8,31,0,0,0,14,1.0,0.0,3.1
28,2017,Mike Gillislee,NE,8,LAC,11,34,0,0,0,23,1.0,0.0,3.4
29,2017,Mike Gillislee,NE,16,BUF,6,28,1,1,15,32,1.0,0.0,11.3
30,2018,Mike Gillislee,NO,1,TB,3,9,0,0,0,27,1.0,0.0,-0.1
31,2018,Mike Gillislee,NO,2,CLE,8,18,0,0,0,23,1.0,0.0,1.8
32,2018,Mike Gillislee,NO,3,ATL,3,10,0,0,0,30,0.0,0.0,1.0
33,2018,Mike Gillislee,NO,3,ATL,3,10,0,0,0,30,0.0,0.0,1.0
34,2018,Mike Gillislee,NO,4,NYG,2,6,0,1,9,22,0.0,0.0,2.5
35,2018,Mike Gillislee,NO,4,NYG,2,6,0,1,9,19,0.0,0.0,2.5
1,2016,Mike James,TB,9,ATL,1,3,0,3,17,29,1.0,1.0,5.0
2,2016,Mike James,TB,10,CHI,2,7,0,1,5,5,1.0,1.0,2.2
3,2016,Mike James,TB,11,KC,1,9,0,0,0,17,0.0,1.0,0.9
4,2016,Mike James,TB,12,SEA,0,0,0,0,0,4,1.0,1.0,0.0
1,2015,Mike Tolbert,CAR,1,JAX,1,12,0,2,6,27,0.0,1.0,2.8
2,2015,Mike Tolbert,CAR,2,HOU,5,31,0,3,4,7,1.0,1.0,5.5
3,2015,Mike Tolbert,CAR,3,NO,5,16,0,3,28,29,1.0,1.0,7.4
4,2015,Mike Tolbert,CAR,4,TB,3,7,0,0,0,11,0.0,1.0,0.7
5,2015,Mike Tolbert,CAR,6,SEA,3,10,0,0,0,1,0.0,0.0,1.0
6,2015,Mike Tolbert,CAR,7,PHI,3,16,1,1,2,28,1.0,1.0,14.8
7,2015,Mike Tolbert,CAR,8,IND,0,0,0,1,40,18,1.0,1.0,5.0
8,2015,Mike Tolbert,CAR,9,GB,3,7,0,0,0,13,1.0,1.0,0.7
9,2015,Mike Tolbert,CAR,10,TEN,3,5,0,1,16,4,0.0,1.0,3.1
10,2015,Mike Tolbert,CAR,11,WAS,7,5,0,2,5,20,1.0,1.0,9.0
11,2015,Mike Tolbert,CAR,12,DAL,4,16,0,1,0,25,0.0,0.0,1.6
12,2015,Mike Tolbert,CAR,13,NO,2,33,0,3,18,29,0.0,0.0,13.1
13,2015,Mike Tolbert,CAR,14,ATL,6,17,0,2,13,30,1.0,1.0,5.0
14,2015,Mike Tolbert,CAR,15,NYG,5,10,0,0,0,24,0.0,0.0,1.0
15,2015,Mike Tolbert,CAR,16,ATL,2,12,0,3,17,30,0.0,0.0,4.9
16,2015,Mike Tolbert,CAR,17,TB,10,59,0,1,5,11,1.0,1.0,7.4
17,2016,Mike Tolbert,CAR,1,DEN,2,6,0,1,1,18,0.0,1.0,1.7
18,2016,Mike Tolbert,CAR,2,SF,9,25,0,1,0,32,1.0,1.0,2.5
19,2016,Mike Tolbert,CAR,3,MIN,2,5,0,3,14,8,1.0,1.0,3.9
20,2016,Mike Tolbert,CAR,4,ATL,1,1,0,1,-2,29,0.0,0.0,0.9
21,2016,Mike Tolbert,CAR,5,TB,1,2,0,0,0,22,1.0,1.0,0.2
22,2016,Mike Tolbert,CAR,6,NO,3,12,0,0,0,30,0.0,0.0,1.2
23,2016,Mike Tolbert,CAR,8,ARI,2,2,0,0,0,1,1.0,1.0,0.2
24,2016,Mike Tolbert,CAR,9,LAR,2,1,0,0,0,16,0.0,1.0,0.1
25,2016,Mike Tolbert,CAR,10,KC,1,0,0,0,0,17,1.0,1.0,0.0
26,2016,Mike Tolbert,CAR,11,NO,2,-1,0,2,17,30,1.0,1.0,2.6
27,2016,Mike Tolbert,CAR,12,OAK,0,0,0,2,14,23,0.0,1.0,3.4
28,2016,Mike Tolbert,CAR,13,SEA,4,21,0,1,0,4,0.0,0.0,2.1
29,2016,Mike Tolbert,CAR,14,LAC,0,0,0,0,0,28,1.0,1.0,0.0
30,2016,Mike Tolbert,CAR,15,WAS,2,13,0,3,28,26,0.0,1.0,13.1
31,2016,Mike Tolbert,CAR,16,ATL,1,3,0,0,0,29,1.0,1.0,0.3
32,2016,Mike Tolbert,CAR,17,TB,3,24,0,1,0,22,0.0,1.0,2.4
33,2017,Mike Tolbert,BUF,1,NYJ,12,42,1,1,12,21,1.0,0.0,12.4
34,2017,Mike Tolbert,BUF,2,CAR,3,5,0,1,2,3,0.0,1.0,1.7
35,2017,Mike Tolbert,BUF,3,DEN,11,41,0,1,0,4,1.0,0.0,4.1
36,2017,Mike Tolbert,BUF,4,ATL,8,31,0,0,0,14,0.0,0.0,3.1
37,2017,Mike Tolbert,BUF,5,CIN,3,16,0,3,18,30,0.0,0.0,6.4
38,2017,Mike Tolbert,BUF,7,TB,3,29,0,1,1,29,1.0,0.0,4.0
39,2017,Mike Tolbert,BUF,8,OAK,4,14,0,1,-2,19,1.0,0.0,2.2
40,2017,Mike Tolbert,BUF,9,NYJ,4,3,0,3,13,21,0.0,0.0,4.6
41,2017,Mike Tolbert,BUF,10,NO,2,-2,0,2,17,17,1.0,0.0,3.5
42,2017,Mike Tolbert,BUF,14,IND,6,32,0,0,0,15,1.0,0.0,2.2
43,2017,Mike Tolbert,BUF,16,NE,3,-3,0,2,11,16,0.0,0.0,1.8
44,2017,Mike Tolbert,BUF,17,MIA,7,39,0,2,6,25,0.0,1.0,5.5
1,2015,Nick Bellore,SF,1,MIN,0,0,0,0,0,9,1.0,1.0,0.0
2,2015,Nick Bellore,SF,2,PIT,0,0,0,0,0,2,0.0,1.0,0.0
3,2015,Nick Bellore,SF,3,ARI,0,0,0,0,0,8,0.0,1.0,0.0
4,2015,Nick Bellore,SF,4,GB,0,0,0,0,0,13,1.0,1.0,0.0
5,2015,Nick Bellore,SF,5,NYG,0,0,0,0,0,24,0.0,0.0,0.0
6,2015,Nick Bellore,SF,6,BAL,0,0,0,0,0,6,1.0,1.0,0.0
7,2015,Nick Bellore,SF,7,SEA,0,0,0,0,0,1,1.0,1.0,0.0
8,2015,Nick Bellore,SF,8,LAR,0,0,0,0,0,23,0.0,1.0,0.0
9,2015,Nick Bellore,SF,9,ATL,0,0,0,0,0,30,1.0,1.0,0.0
10,2015,Nick Bellore,SF,11,SEA,0,0,0,0,0,1,0.0,0.0,0.0
11,2015,Nick Bellore,SF,12,ARI,0,0,0,0,0,8,1.0,1.0,0.0
12,2015,Nick Bellore,SF,13,CHI,0,0,0,0,0,22,0.0,1.0,0.0
13,2015,Nick Bellore,SF,14,CLE,0,0,0,0,0,16,0.0,1.0,0.0
14,2015,Nick Bellore,SF,15,CIN,0,0,0,0,0,15,1.0,1.0,0.0
15,2015,Nick Bellore,SF,16,DET,0,0,0,0,0,17,0.0,0.0,0.0
16,2015,Nick Bellore,SF,17,LAR,0,0,0,0,0,23,1.0,1.0,0.0
17,2016,Nick Bellore,SF,1,LAR,0,0,0,0,0,16,1.0,1.0,0.0
18,2016,Nick Bellore,SF,2,CAR,0,0,0,0,0,15,0.0,1.0,0.0
19,2016,Nick Bellore,SF,3,SEA,0,0,0,0,0,4,0.0,0.0,0.0
20,2016,Nick Bellore,SF,4,DAL,0,0,0,0,0,3,1.0,1.0,0.0
21,2016,Nick Bellore,SF,5,ARI,0,0,0,0,0,1,1.0,1.0,0.0
22,2016,Nick Bellore,SF,6,BUF,0,0,0,0,0,24,0.0,0.0,0.0
23,2016,Nick Bellore,SF,7,TB,0,0,0,0,0,22,1.0,1.0,0.0
24,2016,Nick Bellore,SF,9,NO,0,0,0,0,0,30,1.0,1.0,0.0
25,2016,Nick Bellore,SF,10,ARI,0,0,0,0,0,1,0.0,1.0,0.0
26,2016,Nick Bellore,SF,11,NE,0,0,0,0,0,7,1.0,1.0,0.0
27,2016,Nick Bellore,SF,12,MIA,0,0,0,0,0,20,0.0,1.0,0.0
28,2016,Nick Bellore,SF,13,CHI,0,0,0,0,0,5,0.0,1.0,0.0
29,2016,Nick Bellore,SF,14,NYJ,0,0,0,0,0,19,1.0,1.0,0.0
30,2016,Nick Bellore,SF,15,ATL,0,0,0,0,0,29,0.0,0.0,0.0
31,2017,Nick Bellore,DET,3,ATL,0,0,0,0,0,14,1.0,0.0,0.0
32,2017,Nick Bellore,DET,4,MIN,0,0,0,0,0,1,0.0,0.0,0.0
33,2017,Nick Bellore,DET,5,CAR,0,0,0,0,0,3,1.0,0.0,0.0
34,2017,Nick Bellore,DET,6,NO,0,0,0,0,0,17,0.0,0.0,0.0
35,2017,Nick Bellore,DET,8,PIT,0,0,0,0,0,18,1.0,0.0,0.0
36,2017,Nick Bellore,DET,9,GB,0,0,0,0,0,24,0.0,1.0,0.0
37,2017,Nick Bellore,DET,10,CLE,0,0,0,0,0,13,1.0,0.0,0.0
38,2017,Nick Bellore,DET,11,CHI,0,0,0,0,0,11,0.0,1.0,0.0
39,2017,Nick Bellore,DET,12,MIN,0,0,0,0,0,1,1.0,0.0,0.0
40,2017,Nick Bellore,DET,13,BAL,0,0,0,1,1,20,0.0,1.0,7.1
41,2017,Nick Bellore,DET,15,CHI,0,0,0,0,0,11,1.0,0.0,0.0
42,2017,Nick Bellore,DET,16,CIN,0,0,0,0,0,30,0.0,0.0,0.0
43,2017,Nick Bellore,DET,17,GB,0,0,0,0,0,24,1.0,0.0,0.0
44,2018,Nick Bellore,DET,1,NYJ,0,0,0,0,0,18,1.0,0.0,0.0
45,2018,Nick Bellore,DET,2,SF,0,0,0,0,0,26,0.0,1.0,0.0
46,2018,Nick Bellore,DET,3,NE,0,0,0,1,-5,13,1.0,0.0,0.5
47,2018,Nick Bellore,DET,3,NE,0,0,0,1,-5,21,1.0,0.0,0.5
48,2018,Nick Bellore,DET,4,DAL,0,0,0,0,0,16,0.0,0.0,0.0
49,2018,Nick Bellore,DET,4,DAL,0,0,0,0,0,10,0.0,0.0,0.0
50,2018,Nick Bellore,DET,5,GB,0,0,0,0,0,11,1.0,0.0,0.0
51,2018,Nick Bellore,DET,7,MIA,0,0,0,0,0,29,0.0,1.0,0.0
52,2018,Nick Bellore,DET,8,SEA,0,0,0,0,0,6,1.0,0.0,0.0
1,2018,Nick Chubb,CLE,1,PIT,3,21,0,0,0,4,1.0,1.0,2.1
2,2018,Nick Chubb,CLE,2,NO,2,14,0,0,0,6,0.0,0.0,1.4
3,2018,Nick Chubb,CLE,3,NYJ,2,6,0,0,0,18,1.0,1.0,0.6
4,2018,Nick Chubb,CLE,3,NYJ,2,6,0,0,0,17,1.0,1.0,0.6
5,2018,Nick Chubb,CLE,4,OAK,3,105,2,0,0,24,0.0,1.0,25.5
6,2018,Nick Chubb,CLE,4,OAK,3,105,2,0,0,23,0.0,1.0,25.5
7,2018,Nick Chubb,CLE,5,BAL,3,2,0,1,0,1,1.0,1.0,0.2
8,2018,Nick Chubb,CLE,6,LAC,3,25,0,0,0,13,1.0,1.0,2.5
9,2018,Nick Chubb,CLE,7,TB,18,80,1,2,0,23,0.0,1.0,14.0
10,2018,Nick Chubb,CLE,8,PIT,18,65,0,3,10,3,0.0,1.0,9.5
1,2015,Nikita Whitlock,NYG,1,DAL,0,0,0,0,0,25,0.0,0.0,0.0
2,2015,Nikita Whitlock,NYG,2,ATL,0,0,0,0,0,30,1.0,0.0,0.0
3,2015,Nikita Whitlock,NYG,3,WAS,0,0,0,0,0,20,1.0,0.0,0.0
4,2015,Nikita Whitlock,NYG,4,BUF,0,0,0,0,0,10,0.0,0.0,0.0
5,2015,Nikita Whitlock,NYG,5,SF,0,0,0,0,0,32,1.0,0.0,0.0
6,2015,Nikita Whitlock,NYG,6,PHI,0,0,0,0,0,28,0.0,1.0,0.0
7,2015,Nikita Whitlock,NYG,7,DAL,0,0,0,0,0,25,1.0,0.0,0.0
8,2015,Nikita Whitlock,NYG,8,NO,0,0,0,0,0,29,0.0,0.0,0.0
9,2015,Nikita Whitlock,NYG,9,TB,0,0,0,0,0,11,0.0,1.0,0.0
10,2015,Nikita Whitlock,NYG,10,NE,0,0,0,0,0,12,1.0,0.0,0.0
11,2015,Nikita Whitlock,NYG,12,WAS,0,0,0,0,0,20,0.0,1.0,0.0
12,2015,Nikita Whitlock,NYG,13,NYJ,0,0,0,0,0,5,1.0,0.0,0.0
13,2015,Nikita Whitlock,NYG,14,MIA,0,0,0,0,0,31,0.0,1.0,0.0
14,2015,Nikita Whitlock,NYG,15,CAR,0,0,0,0,0,19,1.0,0.0,0.0
1,2018,Nyheim Hines,IND,1,CIN,5,19,0,9,33,21,1.0,0.0,12.2
2,2018,Nyheim Hines,IND,2,WAS,4,7,1,1,-2,14,0.0,1.0,7.5
3,2018,Nyheim Hines,IND,3,PHI,5,18,0,5,25,3,0.0,1.0,9.3
4,2018,Nyheim Hines,IND,3,PHI,5,18,0,5,25,8,0.0,1.0,9.3
5,2018,Nyheim Hines,IND,4,HOU,4,10,0,11,63,19,1.0,0.0,28.3
6,2018,Nyheim Hines,IND,4,HOU,4,10,0,11,63,12,1.0,0.0,28.3
7,2018,Nyheim Hines,IND,5,NE,15,45,0,9,45,21,0.0,0.0,16.0
8,2018,Nyheim Hines,IND,6,NYJ,3,14,0,3,21,17,0.0,0.0,5.5
9,2018,Nyheim Hines,IND,7,BUF,5,47,0,2,-5,21,1.0,0.0,5.2
10,2018,Nyheim Hines,IND,8,OAK,11,78,0,2,7,27,0.0,1.0,10.5
1,2015,Orleans Darkwa,NYG,1,DAL,0,0,0,0,0,25,0.0,0.0,0.0
2,2015,Orleans Darkwa,NYG,2,ATL,0,0,0,0,0,30,1.0,0.0,0.0
3,2015,Orleans Darkwa,NYG,3,WAS,0,0,0,0,0,20,1.0,0.0,0.0
4,2015,Orleans Darkwa,NYG,4,BUF,0,0,0,0,0,10,0.0,0.0,0.0
5,2015,Orleans Darkwa,NYG,5,SF,0,0,0,0,0,32,1.0,0.0,0.0
6,2015,Orleans Darkwa,NYG,6,PHI,0,0,0,0,0,28,0.0,1.0,0.0
7,2015,Orleans Darkwa,NYG,7,DAL,8,48,1,1,0,25,1.0,0.0,10.8
8,2015,Orleans Darkwa,NYG,8,NO,4,23,0,0,0,29,0.0,0.0,2.3
9,2015,Orleans Darkwa,NYG,9,TB,6,23,0,0,0,11,0.0,1.0,2.3
10,2015,Orleans Darkwa,NYG,10,NE,5,15,0,0,0,12,1.0,0.0,1.5
11,2015,Orleans Darkwa,NYG,12,WAS,2,2,0,1,0,20,0.0,1.0,0.2
12,2015,Orleans Darkwa,NYG,13,NYJ,8,23,0,2,10,5,1.0,0.0,4.3
13,2015,Orleans Darkwa,NYG,14,MIA,2,10,0,1,6,31,0.0,1.0,2.6
14,2015,Orleans Darkwa,NYG,15,CAR,0,0,0,0,0,19,1.0,0.0,0.0
15,2015,Orleans Darkwa,NYG,16,MIN,1,9,0,1,15,9,0.0,0.0,3.4
16,2015,Orleans Darkwa,NYG,17,PHI,0,0,0,0,0,28,1.0,0.0,0.0
17,2016,Orleans Darkwa,NYG,1,DAL,0,0,0,0,0,3,0.0,0.0,0.0
18,2016,Orleans Darkwa,NYG,2,NO,1,-1,0,1,3,30,1.0,0.0,1.2
19,2016,Orleans Darkwa,NYG,3,WAS,10,53,1,1,9,26,1.0,0.0,13.2
20,2016,Orleans Darkwa,NYG,4,MIN,12,48,1,2,0,8,0.0,0.0,10.8
21,2016,Orleans Darkwa,NYG,5,GB,7,11,0,0,0,10,0.0,1.0,1.1
22,2016,Orleans Darkwa,NYG,7,LAR,0,0,0,0,0,16,0.0,1.0,0.0
23,2016,Orleans Darkwa,NYG,9,PHI,0,0,0,0,0,12,1.0,0.0,0.0
24,2016,Orleans Darkwa,NYG,10,CIN,0,0,0,0,0,21,1.0,0.0,0.0
25,2016,Orleans Darkwa,NYG,11,CHI,0,0,0,0,0,5,1.0,0.0,0.0
26,2016,Orleans Darkwa,NYG,12,CLE,0,0,0,0,0,31,0.0,1.0,0.0
27,2017,Orleans Darkwa,NYG,1,DAL,3,14,0,1,-1,8,0.0,0.0,2.3
28,2017,Orleans Darkwa,NYG,2,DET,3,17,0,1,3,31,1.0,0.0,3.0
29,2017,Orleans Darkwa,NYG,3,PHI,7,22,0,1,11,2,0.0,1.0,4.3
30,2017,Orleans Darkwa,NYG,5,LAC,8,69,1,4,3,23,1.0,0.0,14.2
31,2017,Orleans Darkwa,NYG,6,DEN,21,117,0,1,13,4,0.0,1.0,17.0
32,2017,Orleans Darkwa,NYG,7,SEA,9,35,0,3,13,9,1.0,0.0,7.8
33,2017,Orleans Darkwa,NYG,9,LAR,16,71,0,2,8,27,1.0,0.0,9.9
34,2017,Orleans Darkwa,NYG,10,SF,14,70,0,2,18,26,0.0,1.0,12.8
35,2017,Orleans Darkwa,NYG,11,KC,20,74,1,4,16,6,1.0,0.0,17.0
36,2017,Orleans Darkwa,NYG,12,WAS,11,30,0,1,9,28,0.0,1.0,4.9
37,2017,Orleans Darkwa,NYG,13,OAK,14,32,1,1,-1,19,0.0,1.0,10.1
38,2017,Orleans Darkwa,NYG,14,DAL,10,29,0,3,15,8,1.0,0.0,6.4
39,2017,Orleans Darkwa,NYG,15,PHI,9,7,1,3,9,2,1.0,0.0,8.6
40,2017,Orleans Darkwa,NYG,16,ARI,6,10,0,0,0,5,0.0,1.0,1.0
41,2017,Orleans Darkwa,NYG,17,WAS,20,154,1,1,0,28,1.0,0.0,24.4
1,2015,Patrick DiMarco,ATL,1,PHI,0,0,0,0,0,28,1.0,0.0,0.0
2,2015,Patrick DiMarco,ATL,2,NYG,0,0,0,1,19,24,0.0,0.0,2.9
3,2015,Patrick DiMarco,ATL,3,DAL,0,0,0,1,4,25,0.0,0.0,1.4
4,2015,Patrick DiMarco,ATL,4,HOU,0,0,0,1,0,7,1.0,0.0,0.0
5,2015,Patrick DiMarco,ATL,5,WAS,0,0,0,0,0,20,1.0,0.0,0.0
6,2015,Patrick DiMarco,ATL,6,NO,0,0,0,3,18,29,0.0,0.0,3.8
7,2015,Patrick DiMarco,ATL,7,TEN,1,0,0,0,0,4,0.0,1.0,0.0
8,2015,Patrick DiMarco,ATL,8,TB,0,0,0,1,8,11,1.0,0.0,1.8
9,2015,Patrick DiMarco,ATL,9,SF,0,0,0,0,0,32,0.0,1.0,0.0
10,2015,Patrick DiMarco,ATL,11,IND,0,0,0,4,21,18,1.0,0.0,17.1
11,2015,Patrick DiMarco,ATL,12,MIN,0,0,0,0,0,9,1.0,0.0,0.0
12,2015,Patrick DiMarco,ATL,13,TB,0,0,0,2,18,11,0.0,1.0,3.8
13,2015,Patrick DiMarco,ATL,14,CAR,0,0,0,3,15,19,0.0,1.0,3.5
14,2015,Patrick DiMarco,ATL,15,JAX,0,0,0,0,0,27,0.0,1.0,0.0
15,2015,Patrick DiMarco,ATL,16,CAR,0,0,0,0,0,19,1.0,0.0,0.0
16,2015,Patrick DiMarco,ATL,17,NO,0,0,0,1,7,29,1.0,0.0,1.7
17,2016,Patrick DiMarco,ATL,1,TB,0,0,0,1,8,22,1.0,0.0,1.8
18,2016,Patrick DiMarco,ATL,2,OAK,0,0,0,0,0,23,0.0,1.0,0.0
19,2016,Patrick DiMarco,ATL,3,NO,0,0,0,0,0,30,0.0,0.0,0.0
20,2016,Patrick DiMarco,ATL,4,CAR,0,0,0,2,18,15,1.0,0.0,2.8
21,2016,Patrick DiMarco,ATL,5,DEN,0,0,0,1,13,18,0.0,1.0,2.3
22,2016,Patrick DiMarco,ATL,6,SEA,0,0,0,1,3,4,0.0,0.0,1.3
23,2016,Patrick DiMarco,ATL,7,LAC,0,0,0,1,3,28,1.0,0.0,1.3
24,2016,Patrick DiMarco,ATL,8,GB,0,0,0,0,0,10,1.0,0.0,0.0
25,2016,Patrick DiMarco,ATL,9,TB,0,0,0,1,1,22,0.0,1.0,7.1
26,2016,Patrick DiMarco,ATL,10,PHI,0,0,0,0,0,12,0.0,1.0,0.0
27,2016,Patrick DiMarco,ATL,12,ARI,0,0,0,1,0,1,1.0,0.0,0.0
28,2016,Patrick DiMarco,ATL,13,KC,0,0,0,0,0,17,1.0,0.0,0.0
29,2016,Patrick DiMarco,ATL,14,LAR,0,0,0,1,0,16,0.0,1.0,0.0
30,2016,Patrick DiMarco,ATL,15,SF,0,0,0,0,0,32,1.0,0.0,0.0
31,2016,Patrick DiMarco,ATL,16,CAR,0,0,0,1,6,15,0.0,1.0,1.6
32,2016,Patrick DiMarco,ATL,17,NO,0,0,0,0,0,30,1.0,0.0,0.0
33,2017,Patrick DiMarco,BUF,1,NYJ,0,0,0,1,5,21,1.0,0.0,1.5
34,2017,Patrick DiMarco,BUF,2,CAR,0,0,0,1,0,3,0.0,1.0,0.0
35,2017,Patrick DiMarco,BUF,3,DEN,0,0,0,0,0,4,1.0,0.0,0.0
36,2017,Patrick DiMarco,BUF,4,ATL,1,-2,0,0,0,14,0.0,0.0,-0.2
37,2017,Patrick DiMarco,BUF,5,CIN,0,0,0,0,0,30,0.0,0.0,0.0
38,2017,Patrick DiMarco,BUF,7,TB,0,0,0,0,0,29,1.0,0.0,0.0
39,2017,Patrick DiMarco,BUF,8,OAK,0,0,0,0,0,19,1.0,0.0,0.0
40,2017,Patrick DiMarco,BUF,9,NYJ,0,0,0,0,0,21,0.0,0.0,0.0
41,2017,Patrick DiMarco,BUF,10,NO,1,0,0,3,21,17,1.0,0.0,5.1
42,2017,Patrick DiMarco,BUF,11,LAC,0,0,0,1,0,23,0.0,1.0,0.0
43,2017,Patrick DiMarco,BUF,12,KC,0,0,0,0,0,6,0.0,1.0,0.0
44,2017,Patrick DiMarco,BUF,13,NE,0,0,0,0,0,16,1.0,0.0,0.0
45,2017,Patrick DiMarco,BUF,14,IND,0,0,0,0,0,15,1.0,0.0,0.0
46,2017,Patrick DiMarco,BUF,15,MIA,0,0,0,2,6,25,1.0,0.0,1.6
47,2017,Patrick DiMarco,BUF,16,NE,0,0,0,1,-8,16,0.0,0.0,0.2
48,2017,Patrick DiMarco,BUF,17,MIA,0,0,0,1,4,25,0.0,1.0,1.4
49,2018,Patrick DiMarco,BUF,1,BAL,0,0,0,0,0,2,0.0,1.0,0.0
50,2018,Patrick DiMarco,BUF,2,LAC,0,0,0,1,24,15,1.0,0.0,3.4
51,2018,Patrick DiMarco,BUF,3,MIN,0,0,0,0,0,8,0.0,0.0,0.0
52,2018,Patrick DiMarco,BUF,3,MIN,0,0,0,0,0,5,0.0,0.0,0.0
53,2018,Patrick DiMarco,BUF,4,GB,0,0,0,0,0,9,0.0,1.0,0.0
54,2018,Patrick DiMarco,BUF,4,GB,0,0,0,0,0,11,0.0,1.0,0.0
55,2018,Patrick DiMarco,BUF,5,TEN,0,0,0,0,0,4,1.0,0.0,0.0
56,2018,Patrick DiMarco,BUF,6,HOU,0,0,0,0,0,12,0.0,0.0,0.0
57,2018,Patrick DiMarco,BUF,7,IND,0,0,0,0,0,19,0.0,0.0,0.0
58,2018,Patrick DiMarco,BUF,8,NE,0,0,0,1,0,9,1.0,0.0,1.0
1,2017,Patrick Ricard,BAL,1,CIN,0,0,0,0,0,30,0.0,0.0,0.0
2,2017,Patrick Ricard,BAL,2,CLE,0,0,0,0,0,13,1.0,1.0,0.0
3,2017,Patrick Ricard,BAL,3,JAX,0,0,0,0,0,10,0.0,1.0,0.0
4,2017,Patrick Ricard,BAL,4,PIT,0,0,0,0,0,18,1.0,1.0,0.0
5,2017,Patrick Ricard,BAL,5,OAK,0,0,0,0,0,19,0.0,1.0,0.0
6,2017,Patrick Ricard,BAL,6,CHI,0,0,0,0,0,11,1.0,1.0,0.0
7,2017,Patrick Ricard,BAL,7,MIN,0,0,0,0,0,1,0.0,0.0,0.0
8,2017,Patrick Ricard,BAL,8,MIA,0,0,0,1,1,25,1.0,1.0,1.1
9,2017,Patrick Ricard,BAL,9,TEN,0,0,0,0,0,12,0.0,1.0,0.0
10,2017,Patrick Ricard,BAL,11,GB,0,0,0,0,0,24,0.0,1.0,0.0
11,2017,Patrick Ricard,BAL,12,HOU,0,0,0,0,0,7,1.0,1.0,0.0
12,2017,Patrick Ricard,BAL,13,DET,0,0,0,1,3,31,1.0,1.0,7.3
13,2017,Patrick Ricard,BAL,14,PIT,0,0,0,1,6,18,0.0,1.0,7.6
14,2017,Patrick Ricard,BAL,15,CLE,0,0,0,0,0,13,0.0,1.0,0.0
