games,year,Name,Team,Week,Opponent,att,yds,td,tar,rec_yds,def_rk,h/a_1,surface_0,points
2,2018,Detrez Newsome,LAC,2,BUF,1,0,0,0,0,25,0.0,0.0,0.0
3,2018,Detrez Newsome,LAC,3,LAR,0,0,0,0,0,11,0.0,1.0,0.0
4,2018,Detrez Newsome,LAC,3,LAR,0,0,0,0,0,14,0.0,1.0,0.0
5,2018,Detrez Newsome,LAC,7,TEN,0,0,0,0,0,3,1.0,1.0,0.0
1,2017,Devante Mays,GB,1,SEA,0,0,0,0,0,9,1.0,1.0,0.0
2,2017,Devante Mays,GB,3,CIN,0,0,0,0,0,30,1.0,1.0,0.0
3,2017,Devante Mays,GB,5,DAL,0,0,0,0,0,8,0.0,0.0,0.0
4,2017,Devante Mays,GB,11,BAL,3,-1,0,0,0,20,1.0,1.0,-1.1
5,2017,Devante Mays,GB,13,TB,0,0,0,0,0,29,1.0,1.0,0.0
6,2017,Devante Mays,GB,15,CAR,0,0,0,0,0,3,0.0,1.0,0.0
7,2017,Devante Mays,GB,16,MIN,0,0,0,0,0,1,1.0,1.0,0.0
8,2017,Devante Mays,GB,17,DET,1,2,0,3,0,31,0.0,0.0,3.2
1,2015,Devonta Freeman,ATL,1,PHI,10,18,0,4,29,28,1.0,0.0,7.7
2,2015,Devonta Freeman,ATL,2,NYG,12,25,1,8,34,24,0.0,0.0,15.9
3,2015,Devonta Freeman,ATL,3,DAL,30,141,3,5,52,25,0.0,0.0,45.3
4,2015,Devonta Freeman,ATL,4,HOU,14,68,3,6,81,7,1.0,0.0,37.9
5,2015,Devonta Freeman,ATL,5,WAS,27,153,1,8,44,20,1.0,0.0,35.7
6,2015,Devonta Freeman,ATL,6,NO,13,100,1,10,56,29,0.0,0.0,38.6
7,2015,Devonta Freeman,ATL,7,TEN,25,116,0,3,14,4,0.0,1.0,18.0
8,2015,Devonta Freeman,ATL,8,TB,21,88,0,8,43,11,1.0,0.0,19.1
9,2015,Devonta Freeman,ATL,9,SF,12,12,0,10,67,32,0.0,1.0,21.9
10,2015,Devonta Freeman,ATL,11,IND,3,43,0,0,0,18,1.0,0.0,4.3
11,2015,Devonta Freeman,ATL,13,TB,14,47,0,11,56,11,0.0,1.0,20.3
12,2015,Devonta Freeman,ATL,14,CAR,12,40,0,5,22,19,0.0,1.0,8.2
13,2015,Devonta Freeman,ATL,15,JAX,25,56,1,10,45,27,0.0,1.0,23.1
14,2015,Devonta Freeman,ATL,16,CAR,22,73,1,5,17,19,1.0,0.0,18.0
15,2015,Devonta Freeman,ATL,17,NO,25,76,0,4,18,29,1.0,0.0,16.4
16,2016,Devonta Freeman,ATL,1,TB,11,20,0,4,20,22,1.0,0.0,8.0
17,2016,Devonta Freeman,ATL,2,OAK,17,93,0,0,0,23,0.0,1.0,9.3
18,2016,Devonta Freeman,ATL,3,NO,14,152,0,5,55,30,0.0,0.0,34.7
19,2016,Devonta Freeman,ATL,4,CAR,13,57,1,3,7,15,1.0,0.0,14.4
20,2016,Devonta Freeman,ATL,5,DEN,23,88,1,5,35,18,0.0,1.0,21.3
21,2016,Devonta Freeman,ATL,6,SEA,12,40,0,5,10,4,0.0,0.0,8.0
22,2016,Devonta Freeman,ATL,7,LAC,15,58,0,6,42,28,1.0,0.0,15.0
23,2016,Devonta Freeman,ATL,8,GB,11,35,1,6,23,10,1.0,0.0,21.8
24,2016,Devonta Freeman,ATL,9,TB,17,77,0,2,28,22,0.0,1.0,12.5
25,2016,Devonta Freeman,ATL,10,PHI,12,49,0,3,32,12,0.0,1.0,11.1
26,2016,Devonta Freeman,ATL,12,ARI,16,60,2,3,17,1,1.0,0.0,21.7
27,2016,Devonta Freeman,ATL,13,KC,15,56,2,5,49,17,1.0,0.0,26.5
28,2016,Devonta Freeman,ATL,14,LAR,6,6,0,3,12,16,0.0,1.0,3.8
29,2016,Devonta Freeman,ATL,15,SF,20,139,3,2,16,32,1.0,0.0,37.5
30,2016,Devonta Freeman,ATL,16,CAR,13,53,0,8,35,15,0.0,1.0,16.8
31,2016,Devonta Freeman,ATL,17,NO,12,96,1,5,81,30,1.0,0.0,28.7
32,2017,Devonta Freeman,ATL,1,CHI,12,37,1,2,2,11,0.0,1.0,11.9
33,2017,Devonta Freeman,ATL,2,GB,19,84,2,2,16,24,1.0,0.0,24.0
34,2017,Devonta Freeman,ATL,3,DET,21,106,1,3,32,31,0.0,0.0,25.8
35,2017,Devonta Freeman,ATL,4,BUF,18,58,1,2,20,32,1.0,0.0,15.8
36,2017,Devonta Freeman,ATL,6,MIA,9,68,0,4,11,25,1.0,0.0,9.9
37,2017,Devonta Freeman,ATL,7,NE,12,72,0,3,18,16,0.0,0.0,12.0
38,2017,Devonta Freeman,ATL,8,NYJ,12,41,0,3,20,21,0.0,0.0,7.1
39,2017,Devonta Freeman,ATL,9,CAR,11,46,0,5,18,3,0.0,1.0,10.4
40,2017,Devonta Freeman,ATL,10,DAL,2,3,0,0,0,8,1.0,0.0,0.3
41,2017,Devonta Freeman,ATL,13,MIN,12,74,0,2,7,1,1.0,0.0,9.1
42,2017,Devonta Freeman,ATL,14,NO,24,91,1,0,0,17,1.0,0.0,15.1
43,2017,Devonta Freeman,ATL,15,TB,22,126,1,7,68,29,0.0,1.0,33.4
44,2017,Devonta Freeman,ATL,16,NO,11,36,0,3,20,17,0.0,0.0,6.6
45,2017,Devonta Freeman,ATL,17,CAR,11,23,0,11,85,3,1.0,0.0,25.8
46,2018,Devonta Freeman,ATL,1,PHI,6,36,0,5,14,3,0.0,1.0,8.0
47,2018,Devonta Freeman,ATL,5,PIT,8,32,0,2,9,3,0.0,1.0,6.1
1,2016,Devontae Booker,DEN,1,CAR,3,8,0,0,0,15,1.0,1.0,-0.2
2,2016,Devontae Booker,DEN,2,IND,9,46,0,1,5,25,1.0,1.0,6.1
3,2016,Devontae Booker,DEN,3,CIN,4,8,0,1,17,21,0.0,0.0,3.5
4,2016,Devontae Booker,DEN,4,TB,7,30,0,1,0,22,0.0,1.0,3.0
5,2016,Devontae Booker,DEN,5,ATL,6,23,0,6,36,29,1.0,1.0,9.9
6,2016,Devontae Booker,DEN,6,LAC,5,46,0,2,7,28,0.0,1.0,7.3
7,2016,Devontae Booker,DEN,7,HOU,17,83,1,2,4,11,1.0,1.0,15.7
8,2016,Devontae Booker,DEN,8,LAC,19,54,1,6,30,28,1.0,1.0,18.4
9,2016,Devontae Booker,DEN,9,OAK,10,22,0,3,8,23,0.0,1.0,4.0
10,2016,Devontae Booker,DEN,10,NO,24,76,0,2,12,30,0.0,0.0,10.8
11,2016,Devontae Booker,DEN,12,KC,24,79,0,2,22,17,1.0,1.0,11.1
12,2016,Devontae Booker,DEN,13,JAX,18,35,1,1,2,14,0.0,1.0,10.7
13,2016,Devontae Booker,DEN,14,TEN,3,1,0,2,10,2,0.0,1.0,3.1
14,2016,Devontae Booker,DEN,15,NE,6,17,0,4,16,7,1.0,1.0,5.3
15,2016,Devontae Booker,DEN,16,KC,5,27,0,10,44,17,0.0,1.0,12.1
16,2016,Devontae Booker,DEN,17,OAK,14,57,1,3,52,23,1.0,1.0,24.9
17,2017,Devontae Booker,DEN,4,OAK,3,14,0,0,0,19,1.0,1.0,1.4
18,2017,Devontae Booker,DEN,6,NYG,1,2,0,6,78,22,1.0,1.0,12.0
19,2017,Devontae Booker,DEN,7,LAC,2,6,0,4,22,23,0.0,1.0,5.8
20,2017,Devontae Booker,DEN,8,KC,6,40,1,3,14,6,0.0,1.0,14.4
21,2017,Devontae Booker,DEN,9,PHI,6,21,0,3,9,2,0.0,1.0,5.0
22,2017,Devontae Booker,DEN,10,NE,8,24,0,1,5,16,1.0,1.0,3.9
23,2017,Devontae Booker,DEN,11,CIN,14,44,0,6,54,30,1.0,1.0,14.8
24,2017,Devontae Booker,DEN,12,OAK,6,11,0,2,22,19,0.0,1.0,5.3
25,2017,Devontae Booker,DEN,13,MIA,2,8,0,1,0,25,0.0,1.0,1.8
26,2017,Devontae Booker,DEN,14,NYJ,9,22,0,2,12,21,1.0,1.0,5.4
27,2017,Devontae Booker,DEN,15,IND,11,39,0,1,10,15,0.0,0.0,5.9
28,2017,Devontae Booker,DEN,16,WAS,8,47,0,8,24,28,0.0,1.0,11.1
29,2017,Devontae Booker,DEN,17,KC,3,21,0,1,25,6,1.0,1.0,5.6
30,2018,Devontae Booker,DEN,1,SEA,2,4,0,2,11,10,1.0,1.0,3.5
31,2018,Devontae Booker,DEN,2,OAK,3,17,0,0,0,24,1.0,1.0,1.7
32,2018,Devontae Booker,DEN,3,BAL,5,10,0,7,34,2,0.0,1.0,9.4
33,2018,Devontae Booker,DEN,3,BAL,5,10,0,7,34,1,0.0,1.0,9.4
34,2018,Devontae Booker,DEN,4,KC,1,5,0,2,9,32,1.0,1.0,2.4
35,2018,Devontae Booker,DEN,4,KC,1,5,0,2,9,32,1.0,1.0,2.4
36,2018,Devontae Booker,DEN,5,NYJ,0,0,0,6,59,17,0.0,0.0,10.9
37,2018,Devontae Booker,DEN,6,LAR,2,15,0,3,14,14,1.0,1.0,4.9
38,2018,Devontae Booker,DEN,7,ARI,0,0,0,1,-1,32,0.0,1.0,0.9
39,2018,Devontae Booker,DEN,8,KC,9,78,0,4,23,22,0.0,1.0,14.1
1,2015,Dexter McCluster,TEN,1,TB,2,8,0,0,0,11,0.0,1.0,0.8
2,2015,Dexter McCluster,TEN,2,CLE,10,98,0,4,26,16,0.0,1.0,16.4
3,2015,Dexter McCluster,TEN,3,IND,5,7,0,2,35,18,1.0,1.0,5.2
4,2015,Dexter McCluster,TEN,5,BUF,8,20,0,1,-2,10,1.0,1.0,2.8
5,2015,Dexter McCluster,TEN,6,MIA,5,23,0,4,19,31,1.0,1.0,13.2
6,2015,Dexter McCluster,TEN,7,ATL,5,20,0,8,48,30,1.0,1.0,12.8
7,2015,Dexter McCluster,TEN,8,HOU,3,15,0,6,23,7,0.0,0.0,7.8
8,2015,Dexter McCluster,TEN,9,NO,8,19,0,4,28,29,0.0,0.0,5.7
9,2015,Dexter McCluster,TEN,10,CAR,3,25,1,5,27,19,1.0,1.0,14.2
10,2015,Dexter McCluster,TEN,11,JAX,2,0,0,2,18,27,0.0,1.0,3.8
11,2015,Dexter McCluster,TEN,14,NYJ,4,12,0,5,38,5,0.0,0.0,11.0
12,2015,Dexter McCluster,TEN,15,NE,0,0,0,0,0,12,0.0,0.0,0.0
13,2016,Dexter McCluster,LAC,3,IND,0,0,0,3,9,25,0.0,0.0,2.9
14,2016,Dexter McCluster,LAC,4,NO,1,2,0,3,9,30,0.0,0.0,3.1
15,2016,Dexter McCluster,LAC,5,OAK,1,1,0,0,0,23,0.0,1.0,0.1
16,2016,Dexter McCluster,LAC,6,DEN,0,0,0,2,15,18,0.0,1.0,3.5
17,2016,Dexter McCluster,LAC,7,ATL,1,-1,0,2,0,29,0.0,0.0,-0.1
18,2016,Dexter McCluster,LAC,8,DEN,0,0,0,1,3,18,0.0,1.0,1.3
1,2015,Dion Lewis,NE,1,PIT,15,69,0,5,51,2,1.0,0.0,16.0
2,2015,Dion Lewis,NE,2,BUF,7,40,1,9,98,10,0.0,0.0,24.8
3,2015,Dion Lewis,NE,3,JAX,8,37,1,5,30,27,1.0,0.0,17.7
4,2015,Dion Lewis,NE,5,DAL,6,34,0,11,59,25,0.0,0.0,23.3
5,2015,Dion Lewis,NE,6,IND,4,21,0,6,18,18,0.0,0.0,6.9
6,2015,Dion Lewis,NE,8,MIA,5,19,0,9,93,31,1.0,0.0,23.2
7,2015,Dion Lewis,NE,9,WAS,4,14,0,5,39,20,1.0,0.0,9.3
8,2016,Dion Lewis,NE,11,SF,5,23,0,5,26,32,0.0,1.0,7.9
9,2016,Dion Lewis,NE,12,NYJ,6,24,0,7,34,19,0.0,0.0,9.8
10,2016,Dion Lewis,NE,13,LAR,5,27,0,5,11,16,1.0,0.0,7.8
11,2016,Dion Lewis,NE,14,BAL,3,14,0,1,5,13,1.0,0.0,2.9
12,2016,Dion Lewis,NE,15,DEN,18,95,0,3,9,18,0.0,1.0,12.4
13,2016,Dion Lewis,NE,16,NYJ,16,52,0,1,5,19,1.0,0.0,6.7
14,2016,Dion Lewis,NE,17,MIA,11,48,0,2,4,20,0.0,1.0,7.2
15,2017,Dion Lewis,NE,1,KC,2,9,0,0,0,6,1.0,0.0,0.9
16,2017,Dion Lewis,NE,2,NO,4,14,0,1,11,17,0.0,0.0,3.5
17,2017,Dion Lewis,NE,3,HOU,2,5,0,3,12,7,1.0,0.0,4.7
18,2017,Dion Lewis,NE,4,CAR,4,18,1,1,9,3,1.0,0.0,9.7
19,2017,Dion Lewis,NE,5,TB,7,53,0,2,10,29,0.0,1.0,8.3
20,2017,Dion Lewis,NE,6,NYJ,11,52,1,0,0,21,0.0,0.0,11.2
21,2017,Dion Lewis,NE,7,ATL,13,76,0,1,6,14,1.0,0.0,9.2
22,2017,Dion Lewis,NE,8,LAC,15,44,0,2,10,23,1.0,0.0,7.4
23,2017,Dion Lewis,NE,10,DEN,14,55,1,0,0,4,0.0,1.0,17.5
24,2017,Dion Lewis,NE,11,OAK,10,60,0,4,28,19,0.0,1.0,18.8
25,2017,Dion Lewis,NE,12,MIA,15,112,0,2,1,25,1.0,0.0,15.3
26,2017,Dion Lewis,NE,13,BUF,15,92,0,0,0,32,0.0,0.0,9.2
27,2017,Dion Lewis,NE,14,MIA,5,17,0,6,50,25,0.0,1.0,11.7
28,2017,Dion Lewis,NE,15,PIT,13,67,1,2,13,18,0.0,1.0,15.0
29,2017,Dion Lewis,NE,16,BUF,24,129,1,5,24,32,1.0,0.0,35.3
30,2017,Dion Lewis,NE,17,NYJ,26,93,1,7,40,21,1.0,0.0,31.3
31,2018,Dion Lewis,TEN,1,MIA,16,75,1,8,35,28,0.0,1.0,22.0
32,2018,Dion Lewis,TEN,2,HOU,14,42,0,1,1,19,1.0,1.0,5.3
33,2018,Dion Lewis,TEN,3,JAX,9,26,0,3,14,7,0.0,1.0,7.0
34,2018,Dion Lewis,TEN,3,JAX,9,26,0,3,14,7,0.0,1.0,7.0
35,2018,Dion Lewis,TEN,4,PHI,4,0,0,9,66,3,1.0,1.0,15.6
36,2018,Dion Lewis,TEN,4,PHI,4,0,0,9,66,8,1.0,1.0,15.6
37,2018,Dion Lewis,TEN,5,BUF,12,34,0,4,14,18,0.0,0.0,6.8
38,2018,Dion Lewis,TEN,6,BAL,5,9,0,2,5,1,1.0,1.0,3.4
39,2018,Dion Lewis,TEN,7,LAC,13,91,0,6,64,17,0.0,1.0,21.5
1,2016,Don Jackson,GB,7,CHI,2,6,0,1,0,5,1.0,1.0,0.6
2,2016,Don Jackson,GB,8,ATL,4,10,0,0,0,29,0.0,0.0,1.0
3,2016,Don Jackson,GB,9,IND,4,16,0,0,0,25,1.0,1.0,1.6
1,2015,Donald Brown,LAC,6,GB,0,0,0,0,0,13,0.0,1.0,0.0
2,2015,Donald Brown,LAC,7,OAK,0,0,0,0,0,21,0.0,1.0,0.0
3,2015,Donald Brown,LAC,9,CHI,2,13,0,0,0,22,0.0,1.0,1.3
4,2015,Donald Brown,LAC,11,KC,0,0,0,0,0,3,0.0,1.0,0.0
5,2015,Donald Brown,LAC,12,JAX,3,2,0,2,0,27,0.0,1.0,0.2
6,2015,Donald Brown,LAC,13,DEN,7,26,0,1,31,14,0.0,1.0,6.7
7,2015,Donald Brown,LAC,14,KC,0,0,0,0,0,3,0.0,1.0,0.0
8,2015,Donald Brown,LAC,15,MIA,12,90,0,3,14,31,0.0,1.0,12.4
9,2015,Donald Brown,LAC,16,OAK,14,17,1,4,33,21,0.0,1.0,14.0
10,2015,Donald Brown,LAC,17,DEN,21,81,0,3,10,14,0.0,1.0,11.1
1,2018,Dontrell Hilliard,CLE,6,LAC,0,0,0,0,0,13,1.0,1.0,0.0
2,2018,Dontrell Hilliard,CLE,7,TB,0,0,0,0,0,23,0.0,1.0,0.0
3,2018,Dontrell Hilliard,CLE,8,PIT,0,0,0,1,24,3,0.0,1.0,3.4
1,2015,Doug Martin,TB,1,TEN,11,52,0,1,2,4,1.0,1.0,6.4
2,2015,Doug Martin,TB,2,NO,21,78,0,2,20,29,0.0,0.0,10.8
3,2015,Doug Martin,TB,3,HOU,14,46,0,0,0,7,0.0,0.0,4.6
4,2015,Doug Martin,TB,4,CAR,20,106,1,5,37,19,1.0,1.0,28.3
5,2015,Doug Martin,TB,5,JAX,24,123,2,3,35,27,1.0,1.0,39.8
6,2015,Doug Martin,TB,7,WAS,19,136,0,3,35,20,0.0,1.0,23.1
7,2015,Doug Martin,TB,8,ATL,23,71,0,1,7,30,0.0,0.0,8.8
8,2015,Doug Martin,TB,9,NYG,11,31,0,4,12,24,1.0,1.0,5.3
9,2015,Doug Martin,TB,10,DAL,18,63,0,4,40,25,1.0,1.0,14.3
10,2015,Doug Martin,TB,11,PHI,27,235,0,1,0,28,0.0,1.0,26.5
11,2015,Doug Martin,TB,12,IND,14,97,0,3,1,18,0.0,0.0,10.8
12,2015,Doug Martin,TB,13,ATL,25,95,1,2,5,30,1.0,1.0,16.0
13,2015,Doug Martin,TB,14,NO,11,81,1,3,5,29,1.0,1.0,15.6
14,2015,Doug Martin,TB,15,LAR,18,91,0,2,6,23,0.0,1.0,10.7
15,2015,Doug Martin,TB,16,CHI,17,49,1,3,6,22,1.0,1.0,10.5
16,2015,Doug Martin,TB,17,CAR,15,48,0,7,60,19,0.0,1.0,17.8
17,2016,Doug Martin,TB,1,ATL,18,62,0,5,34,29,0.0,0.0,14.6
18,2016,Doug Martin,TB,2,ARI,7,23,0,0,0,1,0.0,1.0,2.3
19,2016,Doug Martin,TB,10,CHI,16,33,1,2,13,5,1.0,1.0,11.6
20,2016,Doug Martin,TB,11,KC,24,63,0,4,42,17,0.0,1.0,13.5
21,2016,Doug Martin,TB,12,SEA,23,87,0,2,3,4,1.0,1.0,10.0
22,2016,Doug Martin,TB,13,LAC,17,45,1,1,23,28,0.0,1.0,13.8
23,2016,Doug Martin,TB,14,NO,23,66,1,2,19,30,1.0,1.0,16.5
24,2016,Doug Martin,TB,15,DAL,16,42,0,0,0,3,0.0,0.0,4.2
25,2017,Doug Martin,TB,5,NE,13,74,1,3,8,16,1.0,1.0,15.2
26,2017,Doug Martin,TB,6,ARI,14,53,1,2,11,5,0.0,1.0,15.4
27,2017,Doug Martin,TB,7,BUF,20,49,0,3,31,32,0.0,0.0,10.0
28,2017,Doug Martin,TB,8,CAR,18,71,0,2,4,3,1.0,1.0,8.5
29,2017,Doug Martin,TB,9,NO,8,7,0,0,0,17,0.0,0.0,0.7
30,2017,Doug Martin,TB,10,NYJ,20,51,0,2,0,21,1.0,1.0,5.1
31,2017,Doug Martin,TB,11,MIA,19,38,0,3,6,25,0.0,1.0,6.4
32,2017,Doug Martin,TB,12,ATL,7,33,0,0,0,14,0.0,0.0,3.3
33,2017,Doug Martin,TB,14,DET,10,26,1,3,24,31,1.0,1.0,12.0
34,2017,Doug Martin,TB,16,CAR,6,7,0,0,0,3,0.0,1.0,0.7
35,2017,Doug Martin,TB,17,NO,3,-3,0,0,0,17,1.0,1.0,-0.3
36,2018,Doug Martin,OAK,1,LAR,4,20,0,2,-3,11,1.0,1.0,3.7
37,2018,Doug Martin,OAK,2,DEN,7,24,0,1,0,20,0.0,1.0,3.4
38,2018,Doug Martin,OAK,3,MIA,9,43,0,0,0,28,0.0,1.0,4.3
39,2018,Doug Martin,OAK,3,MIA,9,43,0,0,0,28,0.0,1.0,4.3
40,2018,Doug Martin,OAK,4,CLE,5,11,0,0,0,23,1.0,1.0,1.1
41,2018,Doug Martin,OAK,4,CLE,5,11,0,0,0,27,1.0,1.0,1.1
42,2018,Doug Martin,OAK,5,LAC,2,1,0,1,0,13,0.0,1.0,0.1
43,2018,Doug Martin,OAK,6,SEA,0,0,0,1,8,16,1.0,1.0,1.8
44,2018,Doug Martin,OAK,8,IND,13,72,0,2,17,15,1.0,1.0,9.9
1,2015,Dreamius Smith,LAC,16,OAK,0,0,0,0,0,21,0.0,1.0,0.0
2,2015,Dreamius Smith,LAC,17,DEN,0,0,0,0,0,14,0.0,1.0,0.0
1,2015,Dri Archer,PIT,1,NE,0,0,0,0,0,12,0.0,0.0,0.0
2,2015,Dri Archer,PIT,2,SF,0,0,0,0,0,32,1.0,1.0,0.0
3,2015,Dri Archer,PIT,3,LAR,0,0,0,0,0,23,0.0,1.0,0.0
4,2015,Dri Archer,PIT,4,BAL,0,0,0,0,0,6,1.0,1.0,0.0
5,2015,Dri Archer,PIT,5,LAC,0,0,0,0,0,26,0.0,1.0,0.0
6,2015,Dri Archer,PIT,6,ARI,0,0,0,0,0,8,1.0,1.0,0.0
7,2015,Dri Archer,PIT,7,KC,0,0,0,0,0,3,0.0,1.0,0.0
8,2015,Dri Archer,PIT,8,CIN,0,0,0,0,0,15,1.0,1.0,0.0
1,2015,DuJuan Harris,SEA,13,MIN,3,7,0,0,0,9,0.0,0.0,0.7
2,2015,DuJuan Harris,SEA,14,BAL,18,42,0,0,0,6,0.0,1.0,3.2
3,2015,DuJuan Harris,SF,16,DET,11,73,0,2,11,17,0.0,0.0,9.4
4,2015,DuJuan Harris,SF,17,LAR,16,67,0,12,86,23,1.0,1.0,23.3
5,2016,DuJuan Harris,SF,7,TB,11,39,0,2,18,22,1.0,1.0,7.7
6,2016,DuJuan Harris,SF,9,NO,10,59,0,6,83,30,1.0,1.0,24.2
7,2016,DuJuan Harris,SF,10,ARI,5,14,0,0,0,1,0.0,1.0,1.4
8,2016,DuJuan Harris,SF,11,NE,4,4,0,0,0,7,1.0,1.0,0.4
9,2016,DuJuan Harris,SF,12,MIA,2,15,0,0,0,20,0.0,1.0,1.5
10,2016,DuJuan Harris,SF,13,CHI,2,8,0,0,0,5,0.0,1.0,0.8
11,2016,DuJuan Harris,SF,15,ATL,0,0,0,0,0,29,0.0,0.0,0.0
12,2016,DuJuan Harris,SF,16,LAR,0,0,0,1,14,16,0.0,1.0,2.4
13,2016,DuJuan Harris,SF,17,SEA,4,-1,0,0,0,4,1.0,1.0,-1.1
1,2015,Duke Johnson,CLE,1,NYJ,7,22,0,0,0,5,0.0,0.0,2.2
2,2015,Duke Johnson,CLE,2,TEN,12,43,0,0,0,4,1.0,1.0,4.3
3,2015,Duke Johnson,CLE,3,OAK,4,3,0,7,32,21,1.0,1.0,9.5
4,2015,Duke Johnson,CLE,4,LAC,8,31,0,10,85,26,0.0,1.0,26.6
5,2015,Duke Johnson,CLE,5,BAL,9,22,0,8,55,6,0.0,1.0,13.7
6,2015,Duke Johnson,CLE,6,DEN,9,38,0,4,18,14,1.0,1.0,8.6
7,2015,Duke Johnson,CLE,7,LAR,6,17,0,7,73,23,0.0,1.0,16.0
8,2015,Duke Johnson,CLE,8,ARI,1,3,0,2,68,8,1.0,1.0,9.1
9,2015,Duke Johnson,CLE,9,CIN,3,0,0,4,38,15,0.0,0.0,11.8
10,2015,Duke Johnson,CLE,10,PIT,4,10,0,4,18,2,0.0,1.0,6.8
11,2015,Duke Johnson,CLE,12,BAL,7,27,0,6,23,6,1.0,1.0,10.0
12,2015,Duke Johnson,CLE,13,CIN,5,2,0,4,30,15,1.0,1.0,7.2
13,2015,Duke Johnson,CLE,14,SF,13,78,0,3,6,32,1.0,1.0,9.4
14,2015,Duke Johnson,CLE,15,SEA,4,46,0,5,39,1,0.0,0.0,13.5
15,2015,Duke Johnson,CLE,16,KC,8,26,0,4,15,3,0.0,1.0,7.1
16,2015,Duke Johnson,CLE,17,PIT,4,11,0,6,34,2,1.0,1.0,8.5
17,2016,Duke Johnson,CLE,1,PHI,3,22,0,5,28,12,0.0,1.0,8.0
18,2016,Duke Johnson,CLE,2,BAL,3,12,0,5,44,13,1.0,1.0,9.6
19,2016,Duke Johnson,CLE,3,MIA,10,69,0,7,12,20,0.0,1.0,13.1
20,2016,Duke Johnson,CLE,4,WAS,8,45,0,8,31,26,0.0,1.0,12.6
21,2016,Duke Johnson,CLE,5,NE,4,1,0,3,21,7,1.0,1.0,4.2
22,2016,Duke Johnson,CLE,6,TEN,4,18,1,6,56,2,0.0,1.0,17.4
23,2016,Duke Johnson,CLE,7,CIN,6,15,0,5,18,21,0.0,0.0,7.3
24,2016,Duke Johnson,CLE,8,NYJ,4,29,0,8,87,19,1.0,1.0,17.6
25,2016,Duke Johnson,CLE,9,DAL,5,30,0,2,16,3,1.0,1.0,6.6
26,2016,Duke Johnson,CLE,10,BAL,2,6,0,5,25,13,0.0,1.0,6.1
27,2016,Duke Johnson,CLE,11,PIT,2,10,0,4,46,27,1.0,1.0,8.6
28,2016,Duke Johnson,CLE,12,NYG,5,14,0,5,26,6,1.0,1.0,7.0
29,2016,Duke Johnson,CLE,14,CIN,4,24,0,2,21,21,1.0,1.0,5.5
30,2016,Duke Johnson,CLE,15,BUF,5,31,0,7,62,24,0.0,0.0,14.3
31,2016,Duke Johnson,CLE,16,LAC,7,28,0,2,21,28,1.0,1.0,6.9
32,2016,Duke Johnson,CLE,17,PIT,1,4,0,0,0,27,0.0,1.0,0.4
33,2017,Duke Johnson,CLE,1,PIT,0,0,0,5,20,18,1.0,1.0,4.0
34,2017,Duke Johnson,CLE,2,BAL,4,21,0,6,59,20,0.0,1.0,11.0
35,2017,Duke Johnson,CLE,3,IND,2,23,1,7,81,15,0.0,0.0,22.4
36,2017,Duke Johnson,CLE,4,CIN,4,13,1,10,47,30,1.0,1.0,21.0
37,2017,Duke Johnson,CLE,5,NYJ,6,20,0,3,63,21,1.0,1.0,17.3
38,2017,Duke Johnson,CLE,6,HOU,5,40,0,5,-1,7,0.0,0.0,6.9
39,2017,Duke Johnson,CLE,7,TEN,7,26,0,7,45,12,1.0,1.0,13.1
40,2017,Duke Johnson,CLE,8,MIN,6,33,0,5,10,1,1.0,1.0,8.3
41,2017,Duke Johnson,CLE,10,DET,10,54,0,6,34,31,0.0,0.0,14.8
42,2017,Duke Johnson,CLE,11,JAX,2,10,0,6,56,10,1.0,1.0,16.6
43,2017,Duke Johnson,CLE,12,CIN,6,35,0,5,32,30,0.0,0.0,10.7
44,2017,Duke Johnson,CLE,13,LAC,7,2,0,4,10,23,0.0,1.0,3.2
45,2017,Duke Johnson,CLE,14,GB,6,8,0,4,41,24,1.0,1.0,14.9
46,2017,Duke Johnson,CLE,15,BAL,7,23,1,7,40,20,1.0,1.0,16.3
47,2017,Duke Johnson,CLE,16,CHI,4,20,0,7,81,11,0.0,1.0,17.1
48,2017,Duke Johnson,CLE,17,PIT,6,20,1,6,75,18,0.0,1.0,20.5
49,2018,Duke Johnson,CLE,1,PIT,5,17,0,6,8,4,1.0,1.0,3.5
50,2018,Duke Johnson,CLE,2,NO,3,3,0,2,7,6,0.0,0.0,3.0
51,2018,Duke Johnson,CLE,3,NYJ,2,9,0,2,24,18,1.0,1.0,5.3
52,2018,Duke Johnson,CLE,3,NYJ,2,9,0,2,24,17,1.0,1.0,5.3
53,2018,Duke Johnson,CLE,4,OAK,2,11,0,6,45,24,0.0,1.0,13.6
54,2018,Duke Johnson,CLE,4,OAK,2,11,0,6,45,23,0.0,1.0,13.6
55,2018,Duke Johnson,CLE,5,BAL,5,35,0,1,7,1,1.0,1.0,5.2
56,2018,Duke Johnson,CLE,6,LAC,2,36,0,5,73,13,1.0,1.0,14.9
57,2018,Duke Johnson,CLE,7,TB,1,-4,0,4,23,23,0.0,1.0,5.9
58,2018,Duke Johnson,CLE,8,PIT,2,0,0,3,16,3,0.0,1.0,3.6
1,2016,Dwayne Washington,DET,1,IND,2,1,1,0,0,25,0.0,0.0,6.1
2,2016,Dwayne Washington,DET,2,TEN,4,31,0,0,0,2,1.0,0.0,3.1
3,2016,Dwayne Washington,DET,3,GB,10,38,0,1,-3,10,0.0,1.0,4.5
